[General]
Name|Derek
17db731e-de77-4742-9fbd-84ba3f885b0cDescription1|Derek quer conversar em particular. Isso é sinistro ou orgástico. Definitivamente uma palavra com "O". Melhor ir para a lavanderia para descobrir o que ...
17db731e-de77-4742-9fbd-84ba3f885b0cDescription|Explore seu passado com Derek! Você pode refrescar sua memória com alguns dos amigos de Derek ou aproveitar para relembrar o passado que ele preparou para você e seu amigo...
17db731e-de77-4742-9fbd-84ba3f885b0cFailedDetails|Você não conseguiu impressionar o Derek com seu compromisso com a camaradagem. Você se deu ao trabalho de refrescar a memória primeiro?
17db731e-de77-4742-9fbd-84ba3f885b0c|Caminho da memória
1dbf8641-c748-48c5-b13f-e12a349218d5CompletedDetails|Este dinossauro foi salvo da extinção. #fodasemeteoro
1dbf8641-c748-48c5-b13f-e12a349218d5Description1|O cheiro é melhor, mas deve haver algo por perto para tapar os buracos.
1dbf8641-c748-48c5-b13f-e12a349218d5Description2|Os furos dos mamilos da batata frita do Derek foram fechados. Derek ficará feliz em ver isso!
1dbf8641-c748-48c5-b13f-e12a349218d5Description|Essa fantasia não é adequada para dançar twerk. Primeiro de tudo: essa merda precisa ser lavada!
1dbf8641-c748-48c5-b13f-e12a349218d5FailedDetails|Você realmente estragou tudo, o que é notável, já que já estava uma bagunça.
1dbf8641-c748-48c5-b13f-e12a349218d5|Um dinossauro para salvar
34c0d68f-18f9-4701-a9ac-66e29c3c66d8CompletedDetails|Você subiu as escadas a tempo! Agora é só assistir a um drama picante se desenrolar. Ei... Cubra-se. Não o seu avatar. VOCÊ.
34c0d68f-18f9-4701-a9ac-66e29c3c66d8Description|Derek precisa do seu apoio enquanto tenta consertar o relacionamento com Madison no pátio. A questão é que eles também precisam de você lá em cima. Vista o short porque você vai ter que correr.
34c0d68f-18f9-4701-a9ac-66e29c3c66d8FailedDetails|Você tentou se esgueirar para dentro do armário do quarto ou algo assim? Ou estragou o momento todo sendo, bem... você mesmo? Da próxima vez... não seja você mesmo. Seja um Git Gud.
34c0d68f-18f9-4701-a9ac-66e29c3c66d8|Corredor
44fcfb09-a04b-40bf-8e80-2e3f84997af2CompletedDetails|Derek tem um novo emprego e Amy tem um novo medo! Todos ganham!
44fcfb09-a04b-40bf-8e80-2e3f84997af2Description1|Amy concorda! Volte para Derek e conte a boa notícia!
44fcfb09-a04b-40bf-8e80-2e3f84997af2Description2|Primeiro passo: encontre uma maleta. Segundo passo: faça um furo no... espera, não, você deveria mostrar ao Patrick como o Derek é organizado.
44fcfb09-a04b-40bf-8e80-2e3f84997af2Description3|Veja se alguém tem óculos nerds que o Derek possa usar para ficar como o Clark Kent e parecer nerd em vez de musculoso.
44fcfb09-a04b-40bf-8e80-2e3f84997af2Description4|É hora de atrair Patrick até Derek novamente, dessa vez perto do mirante.
44fcfb09-a04b-40bf-8e80-2e3f84997af2Description5|Peça para Amy levar Patrick até Derek uma última vez para provar o quão assertivo ele é.
44fcfb09-a04b-40bf-8e80-2e3f84997af2Description|Derek precisa que você convença Amy a carregar Patrick pela casa como um cachorrinho.
44fcfb09-a04b-40bf-8e80-2e3f84997af2FailedDetails|Essas seções furtivas são frustrantes, né? E além disso, foi o Patrick quem te pegou...
44fcfb09-a04b-40bf-8e80-2e3f84997af2|Isso não me impressiona muito
55153969-9c04-411f-a953-99df6878e8a0CompletedDetails|Agora, Derek precisa transformar completamente sua personalidade para garantir seu novo emprego. Bem-vindo ao mundo corporativo!
55153969-9c04-411f-a953-99df6878e8a0Description1|Você recebeu a informação do Patrick. Agora conte tudo ao Derek.
55153969-9c04-411f-a953-99df6878e8a0Description|Por que Patrick está tão hesitante em contratar Derek? Você precisa descobrir!
55153969-9c04-411f-a953-99df6878e8a0FailedDetails|Você está demitido, Derek! Espera aí, ele nunca conseguiu o emprego...
55153969-9c04-411f-a953-99df6878e8a0|O novo emprego de Derek
64850a80-d809-4d4d-8bdb-6aeeb857c6c1CompletedDetails|Legal. Violência. Frank o fez vir mesmo assim, olha só como ele estava sentado ali... guardando bebida e tudo mais. Ele estava pedindo por isso!
64850a80-d809-4d4d-8bdb-6aeeb857c6c1Description|Derek é um cara grande. Se você conseguir deixá-lo bravo com Frank, Derek pode derrubá-lo...
64850a80-d809-4d4d-8bdb-6aeeb857c6c1FailedDetails|Ops... parece que seus planos de colocar o Derek contra o Frank não saíram como planejado. Tadinho. Talvez o coitado do Derek também tenha saído...
64850a80-d809-4d4d-8bdb-6aeeb857c6c1|Derek acerta!
6d223962-b64c-4f4e-a62c-3fd0b44b4b60CompletedDetails|Bem-vindo à festa, bonitão!
6d223962-b64c-4f4e-a62c-3fd0b44b4b60Description|Nova festa, gente nova! Vá conhecer todo mundo e tente não bancar o babaca.
6d223962-b64c-4f4e-a62c-3fd0b44b4b60FailedDetails|Você não consegue passar cinco minutos sem se envergonhar, não é?
6d223962-b64c-4f4e-a62c-3fd0b44b4b60|O novo tipo
b5a37b7f-1e3c-4277-9c5d-4179ee359c8dCompletedDetails|Você falou com o Derek. Trocamos algumas palavras. Muito bem!
b5a37b7f-1e3c-4277-9c5d-4179ee359c8dDescription|Derek é a única pessoa que você conhece aqui. Talvez valha a pena conversar com ele antes de você parecer um esquisitão que apareceu sem ser convidado.
b5a37b7f-1e3c-4277-9c5d-4179ee359c8dFailedDetails|Como você falhou nisso? Tudo o que ele precisava fazer era andar e conversar com o amigo. Você sabe como amigos funcionam, né? Bem, não era assim!
b5a37b7f-1e3c-4277-9c5d-4179ee359c8d|Fale com Derek
d6b3e684-3c76-489e-8141-eedcad07f271CompletedDetails|Madison foi enganada, mas a que custo?
d6b3e684-3c76-489e-8141-eedcad07f271Description1|Será que esse colar pode ser o que deixa Derek louco?
d6b3e684-3c76-489e-8141-eedcad07f271Description2|É hora de ajudar Derek a realizar essa pegadinha de mestre.
d6b3e684-3c76-489e-8141-eedcad07f271Description|Eu deveria perguntar na festa se alguém sabe sobre o gato desaparecido do Derek.
d6b3e684-3c76-489e-8141-eedcad07f271FailedDetails|Intencionalmente ou não, a piada acabou.
d6b3e684-3c76-489e-8141-eedcad07f271|Brincadeiras de anfitrião

[Events]
0001b8e8-1b41-4a11-ae24-a9a41c764bec|Heh... ótima ideia, Ashley. Espero que tenha valido a pena...
00d0d758-883f-44a3-867f-e9c4926af83c|*Você deu um Natty Lite para o Derek.*
0113c33d-074b-41ee-8692-609af670328c|Acho que vou ter que encontrar alguém com uma conta no YouTool para evitar os anúncios.
01c515d8-d93d-4807-a7a3-e95be750e37c|Ops! ...Estou mesmo ajudando o Derek? Ou isso é mais uma "traição maquiavélica"?
01eb668c-2a9b-4713-b969-5cc5e69a7721|Derek não parece muito feliz com as investidas desajeitadas da Lety... mas os peitos dela estão... uma merda. Vai se foder, Lety.
024b4f76-aa9c-4e4b-9158-08da39172fce|Mh. Agora não. A Madison está me esperando, e eu estou prestes a reconciliá-la com o Derek... e depois humilhá-lo por não ter pensado em enfiar um vibrador num pinguim. É...
0408d220-e445-4c67-bcd5-ad943ea239c2|Droga, está tudo ferrado! E foda-se você e sua bunda enferrujada, Derek!
04404e6e-6254-42e3-a25f-16ba1507d8fc|Vou ter que esperar um pouco mais para o Derek cair na minha armadilha. Aí, será hora de saborear a vitória!
04b64a2b-565a-415b-8d68-e17c0431ad23|Parece que o Frank está ignorando o Derek para se concentrar em... o que quer que ele esteja fazendo. Preciso ver se consigo libertá-lo...
05ae3803-a2ae-4872-9a38-abad7535ec1d|Quem escolhermos agora pode determinar o quão cruel essa pegadinha será...
08034e1b-797e-4538-95a1-dd9c74c3f786|A única vez que ele foi tão reservado foi quando transou com aquela cientologista e não queria que eu soubesse. Acho que acabei de descobrir uma coisa. Preciso contar para a Lety.
08221f8f-9ca5-4f58-90b4-dc0202cf3dbf|Hmm, preciso garantir que o Frank não se distraia para poder dar uma boa olhada no pau incrível do Derek.
0860f9c8-164d-4deb-865b-bb1b5f815b2f|Hmm, preciso decidir com cuidado por qual caminho quero levar o Derek. O que a Madison realmente merece?
0a573b9e-2c80-401d-a5b4-e18dadc8cd6e|Acho que o quarto principal não está disponível agora... Preciso esperar até que esteja disponível antes de tentar transar com o Derek.
0ace2e57-a683-49f8-8e35-8a73ff324446|Droga. Acho que preciso compensar o Derek primeiro...
0d1d0552-de1c-4fd6-a1c7-1a9f4ee365ae|Parece que tem alguma coisa rolando entre o Derek e a Madison...
0dbf09d4-ed9b-4e23-8aeb-69901cee8091|Droga, preciso começar a dançar ou o Derek vai ganhar por desistência!
0f701555-b0f7-4e73-bf67-7e4ab6913deb|Hmm... Espero que, na empolgação, ele tenha deixado cair as chaves da Madison. Elas ainda podem ser úteis para mim.
109eafc3-0be7-4006-8248-8fcec818140c|Estamos quase lá! Mesmo que haja algo por perto que possa me ajudar a vencer, o final épico e pegajoso desta competição acontecerá perto do Derek.
123c26dc-c7e6-4d74-819a-598360a63be2|Não vou ganhar esta competição de dança ficando parado sem fazer nada.
138d7f50-fd15-4276-8087-84eb625bf765|O que há de errado com ele? Talvez outra pessoa possa me contar mais sobre essa coleira...
15d2d51b-cdc6-4ef4-9e65-aeb5efe2549c|Que tragédia. Se a Madison tivesse alguma coisa a ver com o desaparecimento do Purgalicious, o Derek ficaria louco...
15e56e49-3a1e-4c9a-a359-5f3469641f45|Acho que a abordagem direta não vai funcionar. Vou ter que convencê-lo ou manipulá-lo para mostrar o pinto... talvez eu possa usar o amor dele pela dança contra ele?
16d339ed-281c-4315-a5de-6fc37eaffc1f|Droga, tenho que começar a dançar ao lado do Derek, ou ele vai ganhar por desistência!
18358db4-f4d4-492e-a9c9-14781fad38b8|Talvez se eu passar mais tempo com o Derek relembrando nossas aventuras passadas, ele fique mais interessado...
1d208215-9852-4370-8902-b0d3448e4e3f|Claro que sim, alguém disse banheira de hidromassagem?! Um pouco de descanso e relaxamento seria perfeito para refrescar minha memória. Que se danem as conversas com os amigos do Derek!
2001fd61-38c0-447f-9bed-afce1eab5a72|A única vez que ele foi tão reservado foi quando transou com aquela cientologista e não queria que eu soubesse. Acho que acabei de descobrir uma coisa. Preciso contar para a Lety.
21235285-d290-4b77-b044-bfcfd43ed3a4|*Você deu uma Natty Lite para o Derek.*
21254ebf-141f-4dbc-ade2-ea9180ddb402|Merda, acho que essa amizade precisa ser reconstruída um pouco. Ou muito.
217398cb-2dcc-4624-9b54-74c01fe17848|Quase lá! Meu amigo... Ah! Meu amigo!
21870f0a-1831-4da7-86d4-65652c942e75|Sinto a Madison me posicionando... Ok, hora de soltar!
25d57aac-5aed-4047-8d6c-45779a2e672b|Ugh... Posso dar adeus à minha chance de manipular o Derek. Mas vamos manter o positivo: Viva a amizade! Viva a fraternidade! Viva... essas coisas!
27113c74-cad6-4a76-a818-2616bf0d3d51|Hmm. Alguém deve saber o que aconteceu com o Derek. Talvez eu devesse perguntar por aí...
2720e272-ab47-4356-837a-e6db0c85b22e|Ok, hora de encontrar algumas roupas para o Derek. Parece que ele está desesperado o suficiente para usar qualquer coisa...
275ad2fc-f17c-4f16-b599-997c922453e0|Assim que todos estiverem em posição, é melhor eu me preparar. Talvez seja uma boa ideia começar na cozinha, atrás do Patrick, desta vez.
27ad57ab-04bb-490e-ac37-6c820b63fdb8|Puta merda, Derek, dá para ficar quieto?
27fdac24-3d86-4ffe-a638-5e737cdbd74e|Preciso garantir que o Frank esteja livre e não tenha desculpa para ignorar o Derek ou desistir de levar uma surra...
2807ef32-5062-41dd-8644-6a14801c2be2|...Nossa, Derek. Que imitação ótima. Preciso ver se consigo fazer essa última parte ficar em loop. Melhor garantir que saia tudo certo...
2a2e0b89-c220-48bd-8ee3-3faa8adde1df|Parece que a Amy está pronta para levar o Patrick até o Derek. Eu deveria me agachar e ficar fora da linha de visão do Patrick. De novo.
2ae93d63-24a7-457e-89d7-653ddbd771b5|Preciso garantir que o quarto da Mad esteja livre para a grande pegadinha da Ashley! O mesmo vale para o banheiro... Só a nossa "equipe" tem o direito de espionar nossos dois aspirantes a atores pornô!
2c68f3aa-3619-4e3d-a370-2edbd16fa4e2|Hah! Viu, Derek? Não preciso da sua ajuda para me defender! Toma isso, amigo! E isso!
2e3b8b2c-823f-46ba-af14-6f410a31a5a0|...E por que não os dois?
2f68b700-7ecf-4907-a03d-9f08fa3bf16b|Não tenho certeza se o Frank consegue nos ouvir... Eu deveria aproximar o Derek dele.
2fe9f6df-7e6c-40a4-b9aa-c272ff74268f|Derek, você é um gênio! Um pouco de álcool deve me impedir de "ficar sem" cedo demais...
3128de8b-706f-409e-926a-cae49b2ebbdc|Hmm, pensando bem, não me lembro de muita coisa dos últimos 10 anos... alguns podem chamar de problema, eu chamo de desafio! Preciso encontrar alguém que saiba histórias sobre mim para refrescar minha memória.
319ed06f-f8e5-49f3-aca7-9ec45385d256|Qual é o ditado? Primeiro a xoxota, depois os amigos? Ou era o contrário? Hmm.
324a6b64-aa9c-4554-a05d-b6136f729330|Hmm, como posso irritar o Derek com o Frank?
325cffc6-5d6b-4fe5-bfd5-cc3dd4592620|Normalmente não abocanho mais do que meu pênis consegue mastigar. Espera, é esse o ditado? Deixa pra lá. Preciso dar uma olhada e encontrar um truque na manga, porque sem ajuda, não consigo derrotar o Derek.
33734a25-f80c-48a6-9e8d-b3f0fa65051f|O que eu fiz para merecer... Ah, certo. Acho que é hora de consertar essa amizade.
35d0fa9e-0dc5-475f-8105-d6c72083d550|Você tem razão, na verdade. Já tive alguns "problemas" depois de beber demais... Bem, só preciso encontrar algo para beber mesmo.
35ed7299-a026-4bcc-8346-035a8f040512|Droga! É hora de correr!
36c60cb9-24ac-4f64-ba5a-32f0452c9a95|O Derek adora dançar... Quer dizer, adora dançar mesmo. Talvez eu possa usar isso contra ele de alguma forma. Eu sei alguns movimentos que podem deixá-lo louco!
36d24770-306e-4562-b396-383e1224a1b9|Merda...
386cdab4-37e1-4bd1-a008-d4845cb828c0|Perguntando. "Antes." Desculpe, Derek, eu só entendo uma dessas duas palavras.
3ae8093c-82b4-486a-9f27-dcd89a0bbc40|Parece que a Amy está pronta para levar o Patrick até o Derek. Eu deveria me agachar e ficar fora da linha de visão do Patrick.
3b7abbcc-5eef-47bf-8518-6687ed2c0011|Hum... Acho que o Frank se envolveu em alguma das minhas façanhas maquiavélicas... heroicas esta noite. Talvez eu devesse ver o que ele está fazendo antes de mandar minhas tropas atrás dele.
4145ac72-e168-48bb-b35d-4e83618f2484|Só tenho uma coisa em mente agora. Começa com S e termina com S. Não posso ajudar o Derek. Talvez eu consiga convencer outra pessoa a ajudá-lo...
451235fc-7628-47b2-806f-b26a16ad4c45|Hã... agora não. A "senhora" não me encarregou de inspecionar suas "mercadorias" e ela parece um pouco... imprevisível. Falarei com o Derek assim que a Madison acordar.
4519d3a5-5283-4162-80bd-0ef816cd1988|Parece que a Amy está pronta para levar o Patrick até o Derek. Eu deveria me agachar e ficar fora da linha de visão do Patrick.
476376ef-be70-4847-923e-035386851aec|Hmm. Agora não. A Madison precisa que eu cuide dela, e de qualquer forma, ela tem que cuidar do Derek, que... bem, é um babaca. Falo com essa babaca mais tarde.
4d2fac0a-2f39-4e36-81ac-fa52c60e2e3f|Hmm. Alguém deve saber o que aconteceu com o Derek. Talvez eu devesse perguntar por aí...
4ea6e99b-3388-46d0-98c4-e78e9428ce17|Droga! Parece que o Derek está sem sorte. ...E agora?
509a82d1-0caa-4148-abe1-5b4187173029|O Derek não o quer agora.
509b51da-daf0-4117-9d27-1c28f3d9f7fa|O Frank ainda não voltou... Preciso que ele consiga se concentrar no pau do Derek. Melhor esperar um pouco.
524a1217-3740-47bc-8bd5-5547e2588d86|Ele tem razão. Não gosto de perder. Se eu o desafiar sem um trunfo na manga, posso acabar perdendo tempo... e parecer um idiota também.
53e674a1-4589-4507-be4b-d058247e8a0b|Argh, ele parece estar se acalmando.
54410360-7d4f-4adc-b274-addfddf5fdfa|Algo me diz que a brincadeira da Ashley não vai mais acontecer... Não tenho mais motivos para pressionar o Derek.
548d8476-7c54-4321-9a76-5ea760f398c7|Você tem razão. Não gosto de perder. ...Mas aquele truquezinho da lareira de antes pode ser o trunfo que preciso. Só preciso garantir que tenho algo para jogar lá...
56711898-80c1-4f00-bb2d-c82f935f3108|Hmm... o que ele fez com aquelas chaves? Sei que ele vasculhou a cozinha e a sala há um tempo. Talvez ele as tenha guardado em algum lugar?
576ae4b9-17e5-4d12-9da3-af7f86dc2a05|Ok, hora de começar a competição! Vou ter que ficar quieto e esperar minha vez.
58624e93-a416-40e0-b9db-d51f2ed2a2fb|O Derek com certeza vai notar esse buraco gigante. Preciso descobrir como consertar a fantasia.
5b84ad4a-08f1-49d8-b2b7-e724243580e2|Se eu tiver outro combustível comigo, pode ser útil. Mas é melhor usá-lo na hora certa!
5edd59b9-93fc-4601-be44-fdfadaa8d550|Preciso garantir que o Derek, a Amy e o Patrick estejam disponíveis primeiro.
5ef1e3f6-b9c0-42a2-a524-edfc6a568d8e|Ok, joguei o gravador no telhado e coloquei no repeat...
5f91b4c8-09ce-4148-90f9-af0473cec59f|Parece que o Derek vai me ajudar em qualquer briga que tiver hoje à noite... Se for contra um cara, claro. Talvez ele até se sacrificasse por mim. Não é uma má ideia, na verdade, mas preciso lembrar que ele não pode estar em vários lugares ao mesmo tempo...
6188dc9c-c55d-4525-9b68-80ef1589c018|Hmm... o que ele fez com aquelas chaves? Eu sei que ele vasculhou a cozinha e a sala há um tempo. Talvez ele as tenha guardado em algum lugar?
61ecc8e4-3389-4dd4-8e69-b4a178fddd25|Ela não está com uma cara boa, preciso aproveitar!
6217c8ac-3c4f-4268-8853-deb77492d645|Droga, nada?! Ah... literalmente. Nem uma bolinha de pelos. Seu babaca meticuloso!
62afee68-4270-4138-821b-adf518e15a40|Acho que uma abordagem direta não vai funcionar. Preciso encontrar outra maneira de atingir meus objetivos...
62bcedee-87be-4f55-8f6f-037b3bdfbb18|Ótimo! Já conheci todo mundo.
6b22b912-0f39-428e-8ecd-f4655aac6ac1|Acabou o show, é melhor eu vestir as calças de novo... por enquanto.
6bb826f0-b2d6-45d8-b62b-d5b52dd7ddc1|Então, ou eu tento a sorte com um grande desafio de dança, ou deixo o Derek achar que é o melhor e desisto. Que escolha difícil...
6c075dfb-b4d4-411e-ab10-0c4420c0cffd|Hmm, espero que na empolgação ele tenha deixado as chaves da Madison em algum lugar que ela possa recuperar. Elas ainda podem ser úteis...
6c3ce280-cf27-4be5-852d-0c7005cd8e06|Droga, o Derek está no modo nostalgia e não pensa em nada além de reviver os bons e velhos tempos. Melhor ir em frente e ficar nas boas graças dele se eu ainda quiser usá-lo para destruir o orgulho do Frank...
6c5163b7-0601-42b3-9044-6668d0b844a3|Espero ter bebido o suficiente. Preciso mijar muito e mais do que o Derek!
6d7ece02-305e-4147-9b47-1408fa3b153d|Hmm, preciso provar para o Frank que ele não tem o maior pau aqui. Por outro lado... ele é o maior babaca. O Derek está na banheira. Se ele tirar a roupa, isso me daria uma chance de derrubar o Frank.
6e7f5bfc-6c85-43f4-aa30-36b258c06e9e|Porra, nada?! Ah... literalmente. Nem um único fio de cabelo. Seu babaca meticuloso!
72b44ad6-499c-49c0-9604-ced881f7910b|Ótimo. Agora, como diabos eu convenço o Frank de que não sou gay? Para muitas pessoas, ver para crer. Mas o que o Frank poderia ver se ele está sempre sentado naquela maldita cadeira?
7393be1f-590a-451d-a556-9175dc8fe28e|Bem, acho que não posso mais contar com a ajuda do Derek. Nota para mim mesmo: para cultivar uma amizade, espalhe menos sementes.
740e8324-798d-42aa-a25d-cba7c7147e5e|Parece que ele está ficando cansado! Tenho que aguentar mais um pouco...
7583a011-2a8e-42fa-ba72-04635d8b7fee|Pffff, quem precisa de amigos?
76248958-ab12-440e-a138-27fd9c4e5772|Droga, isso é um osso duro de roer agora! A fúria do Derek está quase chegando, mano... hum, desculpe, na minha empolgação perdi o autocontrole como narrador. *Aham* O Derek parece estar cego de fúria... agora pode ser uma boa hora para salvar.
77b6eb63-32ee-435d-806b-20831dfac1e8|Abra o menu de ação radial e comece a mijar! Se você esperar muito, o Derek vai ganhar!
788bc97f-e967-4a46-b86e-dca3f164f83d|O Derek realmente ama dançar... Quer dizer, realmente ama dançar. Talvez eu possa usar isso contra ele de alguma forma. Eu sei alguns movimentos, mas não tenho certeza se são suficientes para derrubá-lo...
79f195bd-aedb-4038-9141-8f9224313df1|Hmm, pensando bem, não me lembro de muita coisa dos últimos 10 anos... alguns podem chamar isso de problema, eu chamo de desafio! Preciso encontrar alguém que saiba histórias sobre mim para refrescar minha memória.
7a58180d-95a5-4a90-a064-8c5796830059|Ele está chegando! Não posso negar... Tenho que continuar!
7b584cd8-1767-4754-a549-5500f701f831|Muito convincente, Derek. Talvez eu esteja no caminho certo...
7b7b5762-9303-465a-8bba-e8ad22966fcd|Ótimo! Uma festa no terraço! Pode demorar um minuto até o Derek subir aqui... Vou ter tempo de procurar por mais histórias sobre nós que eu não me lembre.
7d3355d6-f0cb-4ada-8660-17da96529a9e|Preciso garantir que o Derek, a Amy e o Patrick estejam disponíveis para esta missão superimportante.
801c6689-0d43-4820-bfbd-47fc014cf2a4|*Você deu um Natty Lite para o Derek.*
8479d088-83da-43b8-a1bb-f5f43d08fec0|Esses movimentos rudimentares não vão resolver. Provavelmente não tenho mais tempo! Talvez alguém aqui possa me dar um curso intensivo de dança? Ah... não, o Derek não pode ser uma "vítima de queimadura da moda" por muito tempo... ou pode?
87808646-3a12-4fbf-8d29-057d5dc85460|Preciso garantir que o Derek, a Amy e o Patrick estejam todos disponíveis para esta missão superimportante.
87a17480-ae03-41d6-94d1-fb5c63c2a23e|Que escolha difícil. Aproveitar minha merecida recompensa ou ter o Derek como meu guarda-costas pelo resto da noite? Bem, o minuto que o Mad me deu provavelmente já passou. É o momento da verdade!
87c8d923-8249-495d-9e1a-685b4f94d5c1|Esta pode ser minha melhor chance de humilhar o Frank usando a terceira perna do Derek! ...Não acredito que estou pensando nisso.
87e46f56-3e26-4e10-8372-5dd38d973e0c|Preciso recuperar o fôlego antes de fazer isso...
88ab9c29-8525-4193-95a6-ad234e2f25fc|Parece que o Derek vai me ajudar em qualquer luta que eu tiver hoje à noite... Se for contra um cara, claro. Talvez ele até se sacrifique por mim. Não é uma má ideia, na verdade, mas preciso lembrar que ele não pode estar em vários lugares ao mesmo tempo...
8a31231b-50b3-4e80-8d2b-a9df4f3bae87|Droga, tarde demais!
8a659713-7300-4f08-96b0-3cd65dfe4bc4|Droga, provavelmente não tenho muito tempo antes do Derek se declarar vencedor!
8f636f9c-d1ff-4b44-9cf8-2b545a9f531b|Esta fantasia ainda está suja. Acho que o Derek não a quer agora.
91bd21a6-bbe3-4746-b91f-3a43d24f93c7|Droga. Parece que ele não vai tentar outra vez com o Frank se estiver sozinho. E ele não está pedindo minha ajuda... então talvez ele precise de algum "estímulo externo". Mas quem mais eu poderia convencer a lutar com o Frank?
92b290bf-1d7b-4b4a-a06c-0832e0b4c88a|Merda, como vou lidar com o Derek agora? Não sou carismática o suficiente para convencê-lo a desistir enquanto ele está assim...
95ae66fa-e819-4e42-a3d2-4d1eea419858|Bem, eu poderia dar uma esfregadinha nos "peitos de homem" do Derek, mas vai incomodá-lo bastante... ou talvez eu pudesse retribuir o mesmo com a Lety...
97efaaf1-6e12-4c9c-a37c-1c960a579167|Merda... Acho que já passamos do ponto em que meus passos rudimentares podem me ajudar. Preciso dançar... melhor!
987bbb7e-7ffc-44da-b253-e566a444307b|Nossa, essa pode ser a minha chance! Parece uma sugestão bem crível. O Derek é realmente ótimo.
99a6281d-3536-4ba3-91ae-8ff764b0bdab|Bem, falar sobre o gato dele pode ser inútil agora...
9a033116-06f8-407a-a654-ffb1d4f97864|Estou pronta. Só preciso me levantar. É hora de fazer xixi!
9a33336d-1583-4740-bad2-c7fa28887650|Acho que a Ashley ainda está de mau humor. Preciso falar com ela antes de prosseguirmos com o plano.
9c9537ea-a6c2-4f91-89ea-1c17bbdfd271|Hmm, alguém pode ter tomado o lugar do Derek na banheira. Ou talvez não haja nenhuma. Aposto que eu poderia libertar um usando meu charme astuto... ou a falta dele!
9ca5e233-6666-4eff-9555-d39a87463488|Hum... primeiro, preciso garantir que haja música. Isso é uma competição de dança, não uma punheta de mímica. ...Isso existe mesmo?
9d274aa4-9497-4b08-98d2-34a82dbe0f63|Eu deveria ver o que o Frank está fazendo, porque acho que ele está metido em alguma besteira... Preciso que ele se concentre no gadget do Derek.
9d61cb5c-d035-47fe-9146-161728735b21|Nossa, essa pode ser a minha chance! Mas estou pensando com quem eu poderia falar sobre conseguir maconha...
9dcdd8ce-8f6d-4150-b936-1e1c67155925|Bem... preciso encontrar um jeito menos competitivo de mostrar a salsicha do Frank Derek.
a1160204-33f4-43ec-89c8-7af54b3f000c|Essas memórias perturbadoras e essa história sobre... "bolinhas de bebê" dão um pequeno aumento nas suas estatísticas de combate e ajudam a compensar a perda de energia enquanto corre!
a30831f0-0bd0-4d1c-adfb-c2d6debbe36c|A Ashley disse para lidar com a situação com delicadeza... mas o Derek pode surtar mais que o Gordon Ramsay.
a705d460-403a-4e60-a29a-41fd3f6499e6|Caramba, o Derek tem uns movimentos muito bons! Hmm, se eu não encontrar outro jeito de ganhar, talvez eu tenha que colocar um pouco de "lenha" naquela lareira que ele está do lado...
a764706d-814c-4563-9d7e-502f43c5e648|Caramba, nada?! Ah... literalmente. Nem um pouquinho de fofura. Seu babaca meticuloso!
aa0551f5-b64f-4b4a-8deb-69abf77abfef|Merda. Espero não precisar dessas chaves...
af4544ec-ac44-4cff-a47a-28d26186717d|Puta merda, como é que eu ganho agora? Meus movimentos são péssimos! Ah. Uhmmm. Aquela lareira parece... útil. Posso...? Não... não. Não é hora de ficar matando pessoas. Agora não. Pensa só, droga!
b1e90efe-1064-49ba-b2ac-97c05e48564a|Puta merda. Acho que o concurso não vai acontecer. Aparentemente, irritá-lo desse jeito o desanimou.
b41e0622-09fe-4a06-8012-5772a66ccc01|*Você deu uma Natty Lite para o Derek.*
b4e4afc4-08fb-4017-bded-81a750e5f59e|Desculpe, Amy... esses mamilos definitivamente não valem a pena ver. Ou qualquer coisa que se pareça com eles...
b5134925-1b2c-4bf1-aa87-3675502532bf|Puta merda... a janela do estúdio de arte ainda está trancada? Melhor verificar!
b571994d-f3db-4db7-88fb-1abd881ef945|Acho que a Madison ainda está de mau humor depois de ouvir o Patrick e a Ashley enfiando merda nela. Eu deveria falar com ela primeiro.
b5974456-f6f2-46ae-bd59-9b61efb0dea2|Bem, acho que tenho os movimentos para vencê-lo, mas devo esperar até que ele ache que vai ganhar. E aí... bum, vadia!
b5f742cb-d87d-429a-8904-06a8e2875aae|Parece que preciso mudar o tom se quiser que o Derek aceite meu desafio.
b9d0aba9-5080-40d6-97cc-cda27429822c|Cara, o Derek sabe uns movimentos bons! É hora de colocar em prática os movimentos que a Steph me ensinou... a menos que haja outro jeito de vencer o Derek...
bc991904-0a8b-45f5-8f41-2b98aae418a1|Estou pronto. É hora de fazer xixi!
c0698f1d-d181-4e6a-b416-e33f6997d118|Aquela era a porta? Acho que a Madison deve ser uma arrombadora habilidosa. Que momento...
c34c2887-dfa5-4155-a2df-7faf1db7b684|Hmm. Alguém deve saber o que aconteceu com o Derek. Talvez eu devesse perguntar por aí...
c47094aa-e157-4520-bfd7-4fa747bcdde9|Puta merda... isso não é bom, ISSO NÃO É BOM. Fim de jogo... FIM DE JOGO! É melhor eu sair correndo pela porta da frente enquanto posso...
c6af151d-a1fb-4601-adab-8c8ad8c375f7|Em que tipo de encrenca estou me metendo? E como saio dessa?
c6d456fc-cfea-4882-948e-4fe42892abe7|Parece que o Derek vai me ajudar em qualquer luta que eu tiver hoje à noite... Se for contra um cara, claro. Talvez ele até se sacrifique por mim. Isso é muito legal, mas preciso lembrar que ele não pode estar em vários lugares ao mesmo tempo...
