[General]
Name|Liz Katz
2d22fa2b-1b1f-4ed4-9d9e-f5bf5a39ba31|Parece que você perdeu a chance de abrir o baú misterioso da Liz. A fechadura parecia barata. Será que tem como arrombá-la?
2e89ee60-cb7a-453f-a142-b98e876212c4|Psiu! Ei! Você parece meio perdido com essa coisa toda de fumaça. Talvez você devesse ir até a garagem e ver se tem alguma coisa pesada com um buraco na região pélvica para enfiar um cabo de vassoura...
35d90f1f-90da-4357-95af-23e969f81141|Hmm, talvez eu devesse me certificar de que a secadora esteja disponível antes de sugerir algo tão brilhante.
3973d603-b80c-42e2-9a36-4abee83fae47|Uau, vamos mesmo fazer isso? É hora de desvendar o caso? Você vai transar? É hora de descobrir!
39aa0483-90b1-443b-9181-e89028d655db|Espera aí, merda. Desculpe, força do hábito. É o pinguim. Você precisa do pinguim. Vá buscar o pinguim. Depois, pegue a caixa de fósforos; é lá que fica a lareira. Então — ok, essa parte é meio maluca — você monta o pinguim na vassoura e ateia fogo nele com o fósforo. Entendeu? Ótimo! Boa sorte!
43c19d3b-e68b-4d55-9f50-31704ed9f350|Algo me diz que eu provavelmente deveria garantir que o quarto principal esteja disponível... só por precaução...
43d0cc54-3236-4ec9-aa22-b262024f29de|O quê...? Parece que a lanterna de indução queimou.
5817454e-9402-4cff-9f47-f0c5c9bb2602|Parece que a Liz precisa de uma mãozinha, e este pode ser o momento perfeito para passar um tempo a sós com ela.
5975c4ed-9868-4e9b-a6b1-177848ea73ea|*Nota do desenvolvedor: E agora continuaremos depois de completar todas as cinco pistas...*
597735f7-0bc7-447f-a3e9-2267781dcab1|*Suspiros* Sabe de uma coisa? Vou quebrar a quarta parede. Já se passaram mais de dez minutos. Sabíamos que essa parte do quebra-cabeça seria difícil, mas falando sério? Vou ser franco: a resposta é P-E-N-
687f5d6d-d61f-444b-8392-e31da5ccca3f|Preciso esperar um pouco. Já dei uma para ele.
75b43e31-018b-4127-be58-f52af726131f|Algo me diz que dar mais álcool a ela não vai ajudar...
790b201c-f304-41bd-8c3d-e2a176ea31d6|Algo me diz que a vassoura que coloquei no ar-condicionado externo pode ser útil. Mas eu deveria perguntar por aí para ver se alguém tem alguma boa ideia.
7bc84c27-aace-4963-9a55-36ba7edca97c|Hmm, parece que não funcionou. Algumas dessas saídas de ar estão abertas.
7d4a3f9d-a8aa-4b35-86ca-3f46fc087dfb|Preciso me certificar de que não tenho nenhum assunto importante inacabado antes de abrir o porta-malas da Liz Katz. Será que o Patrick está bem?
7ec1b187-9dfd-4a3d-9b31-6268cc8a976a|Testando: O Assassinato de Patrick
8d215229-4605-4438-89a9-5c8fc0de45e9|Devo ver se alguém tem uma boa ideia.
98c8c292-472e-4208-a5e8-9867b2192092|Quase perfeito, mas algo me diz que poderíamos ter feito mais juntos.
a4ea4e4f-b18e-4484-a502-1659c722d7cc|Tentáculo montado.
a51c2fea-a34c-47be-9e78-4080773db7b3|Está acontecendo alguma coisa que tem a ver com as bolas do Frank e salvar o Natal. Preciso terminar isso antes de abrir o baú da Liz Katz.
a8231724-45df-4b0b-8051-fdbb39493b65|*Nota do desenvolvedor: Você está pulando o minigame do duto de ventilação. Só um aviso: todo o resto da história provavelmente não funcionará como esperado! Isso é só para o minigame do duto de ventilação!
aabbe5ac-9c3b-4311-b972-a558efcda3d7|*Nota do desenvolvedor: Você precisa abrir o baú. Talvez você devesse falar com a Liz ou olhar no seu inventário.*
acb43dbd-770d-4523-81ca-4ce0be33d68d|Bom trabalho! Você só precisa fechar os outros dutos agora!
b05e63ef-cada-48e6-8f54-e1dcb67f27e7|Provavelmente preciso da Liz aqui antes de começar a martelar as coisas em busca de pistas, certo?
b4e9a04d-7f91-4350-94cf-f60b5c16c6f9|Devo ver se alguém tem alguma boa ideia.
c17db852-227e-4110-a24f-6c39b7725857|Peguei a tempo antes que algo horrível acontecesse. Bem, e agora?
c2d56912-0afc-4849-ba76-02695980dac3|Essa coisa de mistério de assassinato é complicada. O que o Derek disse sobre usar fumaça? Ah, sim, eu provavelmente deveria encontrar algo para encostar no ar-condicionado. Provavelmente algo fino e longo onde eu possa prender algo.
c5d5aeac-8b65-4b9a-8353-caee14f053e9|Bem, ninguém vai acreditar que isso aconteceu!
c9d50aec-7e6c-4121-b196-8993b70a9d10|Testando: O Assassinato de Patrick
db6ca40f-7b1c-42c7-a642-cc0845315023|Algo me diz que a vassoura que apoiei no ar condicionado pode ser útil. Preciso perguntar por aí se alguém tem alguma boa ideia do que fazer.
dbf02278-4fa8-4205-8dfa-5fb12be6bfcf|O show da Doja Cat é lá fora! Acho que devo esperar até terminar isso antes de abrir o porta-malas da Liz Katz.
de842f34-4045-48e9-afdb-d6ecd1003821|Essa coisa de mistério de assassinato é complicada. O que a Brittney disse sobre usar fumaça? Ah, é, acho que devo encontrar algo para encostar no ar condicionado. Provavelmente algo fino e comprido em que eu possa montar algo.
e4b211a5-4469-480b-988e-ca624aec759b|Psiu! Ei! Você parece meio perdido nessa coisa toda de usar fumaça. Talvez você devesse se perguntar se tem algo no seu inventário que seja pesado e tenha um buraco prático na região pélvica para passar um cabo de vassoura...
e5402410-297b-4a8a-b7e0-a4651d784736|Será que alguém aí sabe alguma coisa sobre como funciona o sistema de ventilação? Nossa, é mesmo isso que eu estou pensando? É por isso que nunca sou convidado.
eff6237d-468b-4258-9f5f-2be088d6e7c9|Teste: O Assassinato de Patrick (Final)
f29f8127-79bb-4529-b58e-a9866da408da|Teste: O Convidado Surpresa
f2df5166-5023-4bd3-a236-74a8f9cba474|*Nota do Desenvolvedor: Hmm, talvez eu devesse dar uma olhada mais de perto nessa cabeça.*
f806c257-6da4-4190-b1b6-3e26bfeac424|Preciso me certificar de que não tenho nenhum assunto importante inacabado antes de abrir o porta-malas de Liz Katz. O que será que a Madison anda aprontando?
f9506653-6465-4ca9-90eb-2170540ac313|Parece que alguém está batendo na porta, mas ninguém percebeu. Devo atender?
fe43c366-b5e7-47e4-af47-ee663157bb2a|Tem algo interessante acontecendo na garagem agora. Eu provavelmente deveria terminar qualquer coisa que eu tenha pendente lá antes de abrir o porta-malas do Katz.
Patrick|Patrick
Unknown Assailant|Atacante desconhecido

[Background Chatter]
BGC1|Nossa, você deveria verificar o sistema elétrico. Você sempre demora tanto para vir? Espera, foi um pensamento intrusivo, finja que eu não disse nada.
BGC2|Eu sei que estou atrasado. Peço desculpas. O motorista demorou uma eternidade para vir e não me deixou ir até eu avaliar o cachorro dele... estranho.
BGC3|Uma DAQUELAS festas então. Certo, mãos à obra.
BGC4|*SUSPIRO!*
BGC5|Ai! ...E também, nossa! Mas isso não está ajudando. Meu braço está preso lá dentro e não consigo abrir a porta. Tente de outro jeito.
BGC6|Sério? Estou preso na maldita secadora da morte e você está tocando minha bunda?! ...Bem, não pare agora!
BGC7|*Sons de prazer*
BGC8|Sim, tire minha calcinha.
BGC9|Por que você não fecha a porta para termos um pouco de privacidade?
BGC10|Eeee, você deve ser o Patrick.
BGC11|E você deve ser o Patrick. Quão bêbado você está?
BGC12|Ei, seu pervertido. Pare! Isso não é legal. Não tente de novo. Vou entrar no modo Super Saiyajin-Mewtwo-Raphael e te dar uma surra! Agora, por que você não se faz de útil e descobre como abrir esta porta? Ela está presa!
BGC13|Parece presa. Você acha que precisa de um tapinha de amor para destravá-la?
BGC14|Coloque a cabeça na secadora... gênio! Não acredito que funcionou.
BGC15|Espere, você não vai acreditar que terminamos agora.
BGC16|Isso foi só preliminar.
BGC17|Vá em frente! Vá em frente!
BGC18|Espere, eu tenho uma ideia!
BGC19|Oooh, estou quase gozando!
BGC20|Ah, pelo amor de Sherlock, continue!
BGC21|Ah, sim, tem um mistério lá embaixo!
BGC22|Certo. Uau. Isso foi incrível. Nossa, eu realmente precisava disso. ...Não, ainda não terminei. Quero continuar. Vem cá!
BGC23|Uau, uau, uau, uau. Nem pense nisso. Acabei de começar.
BGC24|Espero que você não esteja contando, porque vamos continuar até terminarmos.
BGC25|Ufa, tudo bem. Você é um soldado hoje à noite.
BGC26|Ah-ah-ah... Ainda não terminei com você!
BGC27|É a noite do kraken. E este kraken não para!
BGC28|*Gritos longos de prazer*
BGC29|Este assassino claramente tinha uma estratégia de fuga. Seja o Plano A ou o Plano B, precisamos descobrir como ele escapou e voltar atrás a partir daí.
BGC30|Alguém aumentou o aquecimento? Alguém pode pelo menos ligar o ar condicionado?
BGC31|Comppubro, comando do console: setgravity igual a zero.
BGC32|Noite traumática? Não. Esta noite não é tão traumática quanto aquela vez em que eu estava jogando aquele jogo chamado Skunny Kart, e aquele esquilo demente veio até mim, riu de mim e disse que eu nunca vou largar o jogo, me convenceu de que estava falando a verdade e que eu nunca vou sair do computador. Aquela foi a noite mais traumática da minha vida...
BGC33|Há consoles de videogame nesta festa? Tecnicamente, sou um convidado, então isso significa que eu vou primeiro e jogo o quanto eu quiser, certo?
BGC34|Esta casa não tem personalidade. Onde estão os objetos amaldiçoados? Onde estão os Furbies?
BGC35|Bem, se tudo mais falhar e esta festa for uma merda, eu tenho Pokémon no meu Gameboy.
BGC36|Eu não me importaria com um café. Mas um com aqueles xaropes especiais e todos aqueles sabores diferentes!
BGC37|Tem sorvete aqui? Você sabia que misturar sorvete de brownie com sorvete de café é o mesmo que tomar café? É o que eu sempre digo a mim mesmo.
BGC38|Eu não vim aqui para morrer. Esta noite eu vou descobrir se estou realmente vivo. Mas no final, o que acontece, acontece.
BGC39|É, da última vez que eu disse que queria tocar, eu quis dizer o mana.
BGC40|Não, eu não vou dar a qualquer um acesso ao meu baú de tesouro portátil. Além disso, nunca se sabe o que um mímico pode ser hoje em dia. Melhor ficar longe dele.
BGC41|Eu preciso de diversão! Alguém trouxe algum jogo?
BGC42|É água fresca da torneira ou salgada? E você acha que a Madison se importaria se tivesse algo com tentáculos aí dentro? Estou perguntando por um amigo.
BGC43|Se estiver com fome, tenho um doce gigante em forma de controle remoto no meu porta-malas lá em cima. Acredite, há muitas maneiras de se divertir com doces.
BGC44|Então, a festa já vai começar ou devo abrir o porta-malas e pegar algo para apimentar as coisas?
BGC45|É, as fechaduras do meu porta-malas são só enfeite. Não precisa de muito para quebrá-las.
BGC46|A Madison disse que não, mas tenho certeza de que o que essa festa precisa é de um bom e velho mistério de assassinato! Quer dizer, um quebra-cabeça com tema de detetive, quero dizer.
BGC47|Então, o que aquele cara musculoso e certinho está fazendo nessa festa?
BGC48|O que foi isso? Ah, deixa pra lá. Achei que vi alguém usando uma máscara. Ele era muito gato!
BGC49|Então, hum. A Doja Cat. Nesta festa. Eu não fazia ideia de que ela viria aqui! Você acha que eu sou meio gato mesmo?
BGC50|Obrigada! Essa fantasia é muito legal. Sabe, eu sou meio elfa por parte de pai...
BGC51|Não, eu não sou um policial disfarçado. Não, eu não sou um detetive de verdade. Um detetive usaria isso? Não, eu não sou um policial disfarçado se passando por um detetive falso.
BGC52|Há tanta tensão sexual nesta festa.
BGC53|Não sei dizer se esta é o tipo de festa em que dou sorte ou se vou queimar até a morte. Mas é certamente emocionante.
BGC54|Espero que tudo isso culmine em um clímax apaixonado.
BGC55|Se eu fosse fazer cosplay nesta festa, seria um pinguim de festa em casa... porque isso é muito legal!
BGC56|Você acha que uma garota e uma tartaruga ninja poderiam ficar juntas neste mundo louco em que vivemos?
BGC57|Meu traço de personalidade tóxica é que tenho uma fraqueza por traços de personalidade tóxicos.
BGC58|Olá, só a Barbie hentai!
BGC59|É H-2-Oh.
BGC60|Bem, eu não sou uma obra de arte, mas ainda sou um bom tema.
BGC61|Dane-se o Skunny Kart!
BGC62|Se o multiverso existe, tenho certeza de que você consegue dançar em alguma dimensão... só que não nesta.
BGC63|Isso sim é uma festa!
BGC64|Puta merda! Uma briga! Faça seu melhor combo! Faça spam, spam, spam!
BGC65|Nossa, parece que você acabou de sair do Friday Night Funk! Belas jogadas!
BGC66|Ervilha ao vento!
BGC67|*Palavras sem sentido alcóolicas*
BGC68|Socorro! Não, sério, socorro. Me tira daqui!
BGC69|Mmm... é, pode ir.
BGC70|E aí, Sr. Tentáculo... Acho que você não faz sexo porque é um membro.
BGC71|Você decidiu "relaxar"? Gostei!
BGC72|Ah, ainda não terminamos, tigre. Deixe-me mostrar onde fica o botão de ligar.
BGC73|Primeiro de tudo, preciso saber uma coisa: você tem alguma ferida, limitação ou palavra de segurança?
BGC74|*Sons de prazer*

