[General]
Name|Ashley
1b68356-a98d-40a5-a10a-75960a4aab1d|O Frank não pegou toda a bebida quando limpou a casa. Você só precisa saber onde procurar!
7e1edb9f-5577-408b-9497-0b9309d64374|O que isso tem a ver com o meu presente de álcool?
386b047f-a7fb-4f20-8297-a611730275e9|Um pouco de maconha? Você gosta de fumar?
dd81b845-8e4d-4f6a-b159-ff79e65e7f40|Há! O Derek me disse que você tem um gosto por maconha.
1b8ee2b1-1d59-47b2-b4d3-979e2bcaaa9d|Vou continuar mandando!
ad9d24fb-471b-48e7-81b5-1944acd48e51|Estou me esforçando bastante. Talvez mais álcool ajude.
af077b79-4a13-4415-9455-f2cdd172048b|Você deveria contar a ela como se sente. Esclarecer as coisas.
9d3768af-5b4c-46b1-bd11-08e3f609b8df|Fique longe da Madison enquanto estiver assim. Nada de bom pode sair disso.
72f5ff0b-3dff-4520-845f-fb22b199cf47|Foda-se, acho que vamos ver como isso vai acabar.
415d1f2a-cd62-4216-aae3-cd3eb48c1abd|Você estava indo falar com a Madison, lembra?
d3a57282-5008-4d77-a125-114cdbe00d7f|*Balança a cabeça e continua*
10d83f70-e9f8-4702-a12c-9da586dcff14|Ashley-
713b4ccf-2cd7-46f8-9767-1ac470c81506|*Ouça*
345b6b08-7bdc-4a74-87da-f33aec84982e|Aí vem...
cd3b9a12-c7b2-402d-a921-4f2101cacab0|Vou ver o que posso fazer.
0e3e555a-c987-406b-b33b-f5913411f557|Parece bom.
e5cc28a8-e5b8-40d4-abfa-e8fded26ae35|Vai nessa!
673df5e5-2d5a-4752-9d08-2148b4f60f40|Droga, desculpe!
8af4ac5c-0380-4f26-ace5-739d8cf6f270|Vou me lembrar disso!
25dc3d7b-6f60-40d8-914c-e2cec09619fa|Conte-me mais sobre seus amigos.
eaa02750-657c-4cca-8bca-dc2bdd06aa63|Ele não é meu amigo de verdade. Eu só o uso para conhecer garotas.
fc4f462e-6c95-45df-9a2d-ab98d1e685f9|É, o Derek e eu nos conhecemos há muito tempo. Ele é um ótimo amigo.
19d03fac-0721-4888-9469-60bdc40fb14c|Ah, tudo bem, conversamos depois.
09fc7e75-fc68-4051-a7dd-3178d5f71484|Entendo. Conversamos depois.
c7344e86-47c0-4a9d-b84a-a8014b560724|Espero que façamos isso.
8128dca3-0e8d-4ffa-9744-d8717fd15fdc|Vou ajudá-la a perceber que não há nada com que se preocupar.
ec8c026b-5edd-4a02-87a3-1c593cfe0fa6|Esqueça ela, esta noite é sobre nós!
4526dcee-3c9c-4ce9-b086-9f3d829c3af2|Acho que começa com 4.
a86a1259-58c7-42bc-b90b-da8068440979|Uau!
7fc66976-f42a-4f9a-8eed-e76b5fdb5e72|Muito obrigado!
c0170ac2-6907-4050-8200-75e13bfdac38|Fico feliz em ajudar!
fc12b23d-2e02-422e-8ab2-2927bc0f40a0|Ah, tudo bem.
4b4deb89-eac8-41e7-93c4-fcebf4469a24|O que você está pensando?
457a7deb-96b1-4915-8009-1cf1d18f5fce|Ah, hum, com licença, estranho.
90f041cf-cef8-496d-999c-609da03baede|Prazer em ajudar!
3c73c514-2a28-4e97-bccd-9a85152b179e|Gostaria de ver seu quarto.
66a05f13-6246-4ac9-b2e6-a753fced0a91|Gostaria de outro tour pelo seu segundo andar... e pelo primeiro também.
17834d6a-7c38-46b4-93c9-2f13a14d8325|Bem atrás de você.
f3fbad8f-0b16-4f33-aacb-0774d1d2b4d3|Entendido, te vejo em breve.
9082fbc0-fc50-4997-93a6-78f700b31282|Gostei do seu sofá!
ecd30202-02ec-478a-904e-82a07ef6f1ef|Sim, venha comigo!
40b99e18-fb7c-4511-8c12-539a72b1fdac|E o violão?
dbc81bc2-5a34-49a2-809e-995f03831806|Que tipo de coisas você escreve no seu quadro branco?
b04ab4ba-d8fe-45c2-9bf2-94d6e590b83c|Sim, você.
e20d3f89-fcd3-4745-bdb6-2c695138f121|E seu quadro branco?
9fca6367-65e1-4af8-820e-ae6fdb630ca5|Acho que você deveria tentar tocar em algo para mim. Depois que fizermos sexo.
ebce93e4-48b4-4d2e-96f5-a7f731bbe13b|Sério?
0ec2008d-f48b-4594-99a4-294c8e1e53de|Ok, e o violão?
23995d10-e638-4292-b6ca-3308e7bddad1|Por incrível que pareça, essa história me excitou bastante.
44306bc8-c9fa-4f06-ad0f-62b02c77aa11|Bem...
c059675c-8121-42f3-9dfb-c1a043dea2bb|Sim!
6657e233-d5bd-4b00-9c7d-0ad71393c6b9|Ufa, sim.
3e4333b1-d83f-4289-a5f2-b8d506039502|*Escute*
5aadbc32-91f8-4125-99b0-afcc7a5ed5c8|Ah, desculpe por isso.
db614636-ec66-4278-a0a6-0c56713babf2|Acho que você não sabe o que é um furry.
b80b630d-da1c-43d6-b7cb-c7ef30a1220d|Por que você deixou ela cair nessa?
df87c889-afaa-4cf0-936a-eccd32b3a592|*Ouça*
10f17aa3-374c-4e23-822c-4d1e2c04bfca|*Ouça*
22042fdf-d06b-4af6-b8c9-8d69f342a05a|Você não disse?
6fb5e405-dac9-4cd3-9240-51a1bb56b87c|Vamos falar baixo...
1978ae1f-d9b7-459c-8ace-34758f1183ab|Vamos falar baixo...
01805a45-8e5d-4d2a-a71c-1ee73a9efd68|O que eu vou dizer?
4286131d-c861-47a5-9ede-043f3455a733|Aceita o acordo, Pat.
3131f6b3-948a-4493-81be-63d802bca1ad|Talvez você queira ir com calma, Ash.
728389ce-3827-4e71-948c-ebaf971dfffd|Consigo.
4de80342-dcc0-4684-918c-c8f134d563fd|Parece que você não é fã da arte dela.
be15cc13-d532-48ad-a8de-73b933a41aef|Ok... então, evite falar sobre design de interiores com você mesmo. E com sua irmã. Entendi.
ae08e1bd-0ccf-4a53-a1d1-4a00d963debf|Vou falar com a Madison.
f38c90b7-80c3-46f8-9b0b-9a3d0285cf07|Olá.
79616a1f-6e20-4f0b-bc2b-6828c348a91a|O que mais o Sr. Dick estava oferecendo?
c9bb4880-39df-4a13-a40f-943301b9974d|Você se importa se eu aceitar?
dc3f4ce7-1e90-4615-b26f-d90d1cd6b38a|É, acho que você terá mais sorte comigo...
7e774000-7659-4e12-a92f-92253a1165eb|Vou ver o que posso fazer.
91840c1a-98e7-48e6-aa6d-1ee2a4d54f7d|Hum, obrigada, Ashley!
8736da08-4a45-4c8a-a55d-c73061c8a8a5|Provavelmente não...
d4396c8c-8f4d-40cf-b912-bc6e34e8ed9d|Tá bom, tá bom. Droga, Ashley, você está chapada...
0f71ec9c-584e-4aad-853c-1ebbf8435a06|M-mas... merda!
18f04b0e-d293-43f8-b4e9-91d7819a8526|Ah, é... claro que eu poderia ter pensado mais nisso.
f74d684b-e8fd-41ac-b076-d6730aeced06|Espera... merda!
6f034292-6f8f-4bfa-8d90-bde5e1b32f46|Claro.
294541e5-a552-4936-a6f7-5ee8d21027bc|Qual é o problema? Achei que ela ia se divertir!
16aa95aa-9d7a-4bee-96fd-e577b0fabff7|Não é minha culpa não ter considerado as consequências!
6b564f7f-0047-46b0-abac-90d6f2b38cf6|Será que eu poderia ganhar um distintivo ou algo assim, talvez um uniforme? Ou talvez-
355d207b-b456-4b46-b67f-2b86ea8de420|Ah, merda!
65ed91a4-088a-47af-bcb8-fdc199b57ce1|Ninguém pretende ver isso. Eu cuido do Patrick.
30b091f5-c305-4370-8519-eacbe896795c|Qual o problema da Lety vir? Além disso, eu menti para ela para que viesse?
70601237-8ffd-4038-a077-4093cfa4d4b3|Eu consigo.
856ed6e9-8b16-4ba4-b545-e802715ba7c2|Eu consigo.
fdfe675a-a441-46cc-8908-8672d6fd8e96|Deve ser uma máquina de depilação...
ac566e66-ec12-4541-b030-ea42ab25090b|Droga, que frio!
85cce341-662d-4b96-a7eb-ba657f28f006|Ok, então como eu entro?
07d6c270-2e08-47b9-97f6-877cdf1ed60e|Ok, então... essa chave que encontrei na sua mesa tem alguma coisa a ver com a entrada?
a00891ad-5536-4a11-adf5-590020f8de8f|Ok. Então eu encontrei essa chave por... uh, feliz coincidência. Tem alguma coisa a ver com arrombamento?
1f50f9fb-80b5-4b9a-852b-75fc92fe7702|Certo. Então, encontrei esta chave por... uh, feliz circunstância. Tem alguma coisa a ver com arrombamento?
a26bf611-c178-44b3-b969-093b58fdd6cf|Nossa, agradeço sua honestidade...
8facb36a-d771-4d54-99f6-2b6c684cf48a|Vamos lá, me conta!
c4fcf16e-e2d5-4a14-b1be-5e6132972c50|Eu reconheço sarcasmo quando ouço. E não vou ouvir mais nada disso. Bom dia!
896cda3a-895b-484d-9512-4bf6e49f2f8d|Se eu soubesse que receberia um código por ser legal com você...
84242cb6-3183-4984-b8e8-73c34a65b243|Hmmmm...
4da261c2-558d-43bb-89c5-0757ce3c3801|Por que não?
87549be6-00e0-4ed4-8806-dcaec36c6c49|Tudo bem, acho que vou ficar quieto.
5f139c27-5e9a-495c-8ef5-6dffce7bdecc|Sabe o que mais são 3 metros? Quer dizer, qual é o problema?
a0b3f2d2-7aad-43a6-8534-1dc293b62774|Como algo tão terrível pôde acontecer? COMO EU PERGUNTO, COMO?
f36e8789-1ba0-4aa8-9ca7-3b62fed67dd6|Vipers e K-Pop. Eu não imaginaria que essas eram suas paixões.
912bc605-5e43-4d0d-ac0d-aa7ad25342ce|Ok. Entendo.
2252eef0-7c1c-4532-88d9-b32440464cc2|Obrigado! Espero não perder a cabeça na caminhada de 1,5 metro até o buraco da fechadura.
30683e26-bc81-4b7c-8882-5a13ccce5d10|Espero não perdê-lo voltando para a eclusa...
1e561174-548c-40a2-a5f2-3da126ea7ec7|O Derek não tinha um gato?
01e72782-5c99-4f4d-8c44-5106007e9fa8|Coitados dos gatinhos. Quer dizer... crianças.
da66ea08-23bf-43e9-a52f-ff8c75bbcf09|Um gato perdido, hein?
c29c017a-4c16-4046-9be8-71dc9dab15e7|Nossa, você deve amar esse cara mesmo. Meus lábios estão selados!
8eacb017-c210-423b-a8eb-a96be39b45c3|Isso é... uma anaconda?
0ada2fec-0a90-4924-981d-6467cf161888|Você é como uma mãe de cachorro, mas com uma fera devoradora de homens. É meio sexy.
bc0588b0-1c26-4c3e-ae6c-c2978673f271|Que reação normal você me deu à minha pergunta simples.
08841a85-67c2-4cb4-bd7c-d270af8d55b1|Ashley, a Stephanie me disse que você estava chorando no monte onde encontrei o colar. Confesse.
076f8564-e8cf-499b-88de-a68a3ac66c6c|Muito mais normal do que da última vez. Legal.
71bd716b-6778-41c1-a3c5-b79982d24b12|Ashley, a Stephanie me disse que você estava chorando no monte onde encontrei o colar. Confesse!
bde784ce-ff0a-4257-9d9b-d330455fae0e|Aceito esse acordo. Eu não conhecia esse cara.
cf543bd3-732e-44b8-8085-1bb746f0c137|Estamos falando de uma vida aqui! Uma vidinha peluda! Me conta o que aconteceu!
c537908a-29e7-44bd-ae97-91bd14385c7c|E daí? Esses anúncios são chamativos. Miau miau miau, Loosie Litter!
8ae57d44-7f5e-4df2-9180-15523c6c429a|Hmmmm, não é uma má ideia.
2dfb4fde-c841-42bf-9dbd-1ff74dbc4f2f|Como o Purgalicious o mordeu?
cde8597e-f486-4f94-be26-35aeca848891|Acho que sim... era tão gigante e volumoso do seu armário, não era?
612b4233-2e86-43a2-a3de-755b93e2025a|Com certeza. Algum tipo de comida a atacou e, ao reagir, Purgalicious morreu engasgado.
bf75587f-cca2-4b99-8b39-aa9bef042e29|Achei que fazia sentido...
75ffbe0e-451c-41f0-8786-787ad2f524c0|Uau, uau, você não faria uma coisa dessas!
daa700df-dd20-48a3-902a-441f91c3dffc|Ehhh, não sei se já me acostumei com essa ideia...
3c0782de-ce85-4b75-b06e-ff5bd77f9f65|Bem, o Derek está perdendo uma egata. ... Entendeu onde eu quero chegar?
081e0509-b0e8-41bd-8f97-480953816812|...e me considere gostosa. Não precisa de acordos secretos, estou convencida!
9962d8dc-5c07-48a8-b3ed-04e548d852cd|Você e eu, nos sacaneando. Não... totalmente nojento.
21fc3cb7-2ead-4378-86a6-2ccd95868415|Só um pouquinho, na verdade. Algo para lembrar de você... sua calcinha.
e76a95b5-7349-4df1-9176-40d202235865|Não se preocupe, estou sempre tranquila.
76cbbe7d-681c-4524-9e0f-c5b9173f96a9|Bem, quando você coloca dessa forma...
0dbb007f-764e-497c-b14a-41244a8d7784|Uau!
619ae03b-57b5-4d91-a082-c2730898245b|É, é! Por favor, continue com as instruções que levam à gratidão e às energias. Preciso de todas essas coisas.
0b9e0ffb-1fbe-46a0-a721-8d30c4be679a|Ah, mais alguma coisa? Não? Vou por aqui...
2f8b71c9-c772-4f24-9164-699af56b1f38|Você não viu o celular do Patrick, viu?
2db67911-ff7c-4886-8a9c-5457f83d5821|Eu vejo a semelhança entre você e a Madison.
5f110e29-51b9-4cbc-923c-65721ae79b46|Você é irmã da Madison? Eu nunca imaginaria. Você é muito mais gostosa que ela!
8a662b23-9ee6-48e3-817b-e232c2a70e5a|Você está bem? Parece um pouco distraída.
925642f5-363e-4d3e-ab5d-69a2fc144e09|O que posso fazer para te ajudar com o infeliz "acidente" da cerveja?
7f61d5f8-1f5c-44ca-aa5c-89113a02d1c5|Acho que conquistei sua confiança. Deixe-me te ajudar a limpar essas roupas antes que manchem.
995237fb-af23-4d10-ac74-aa2bfa2ea771|Parece que estamos sozinhas aqui. Me dá seu vestido e eu coloco na máquina de lavar.
176fb7dd-298f-45a4-adec-e41dd9ca2ec7|Ei, você está bem aqui? Precisa de alguma coisa?
a2cf2a10-5ce2-478c-8cf2-f3ad85456de2|Sua calcinha também parece encharcada. Quer que eu a coloque para lavar para você também?
65a2df1d-8015-4ae0-a417-34e015d806ab|Se serve de consolo, com roupa molhada e tudo, você ainda é adorável!
c07da81b-e62e-4e60-a264-8d3f16216c08|Eu vi o Frank olhando para a sua bunda. Não, espera, fui eu.
3f1d2c13-6201-4b13-a423-473bbafee224|E se você me pagar para salvar sua vida com um boquete?
07f548c6-fcee-45e3-a911-f9673f82b3bc|Qual é a sua história com a Madison?
f497c50b-1f56-4797-b93c-94514968b1fe|Droga! Queria ser vesgo para poder te ver duas vezes.
2b0abb98-537a-47f8-8a64-29989e4d2fec|Ei, me desculpe por ter tirado sua blusa...
bdcf4f6c-a574-4de9-9d55-acc6125b42b8|Ei, estou procurando maconha. Você não tem, né?
5892286f-c4cb-4d76-a611-678e3311829f|Você assina esta petição para mim?
af48e5ff-e5b6-4744-aa6e-0a611520895d|Madison tem fotos nuas no celular!
4f43a731-8827-4fe1-bb0c-df0c30d90d06|Vickie parece ser fã de fotos nuas.
af2e3c88-286d-4a3a-a2c1-0ed3d59853d4|Ouvi dizer que a Katherine poderia ajudar com essas fotos nuas.
1d9a0e37-dde4-4f11-8a63-ce790230741c|O Patrick tem um site de fotos nuas que podemos usar. Você sabia?
56b354dc-9cb5-4674-8e1c-1dc22a79982f|Eu tenho o "talento" masculino para a nossa pegadinha!
8509a172-7cc3-43d2-abe8-cfcd863bfaf1|Ashley! Você é uma das pessoas que organizaram esta festa?
a3ddbbab-a026-46be-8283-f22c5fc27890|Devolvi o celular da Madison! E agora?
2735cdd2-afcd-4201-855f-d78070a08d02|Moça, acho que sua sandália está escorregando de novo...
4acc488f-4f6f-4382-9f6b-ff0be586bc56|Conte-me sobre os convidados desta noite, Ashley.
52152e91-c893-4e85-ba2f-e9c635a1746d|Deixe-me contar sobre aquele diário...
d20db5f4-306e-4bb9-bf97-d4f5de009bb0|Tem alguém que você esqueceu de mencionar. E a Brittney?
57c0a749-d5d1-453c-87ec-d6e6dc282acd|Tem uma garota sozinha lá em cima. Você conheceu a Brittney?
9493187e-60f7-45bb-8f43-a1a3a2aa39b1|Então, sobre o animal celeste da Madison...
1e91ab05-0c75-41c2-b5e9-e5bf3a02b77a|Então, sobre o animal celeste da Madison...
e171c253-f62f-4106-b393-f7f861debead|Então, sobre o animal celeste da Madison...
63206275-a60c-4a5e-94bd-822f2b360950|Aquela sala de arte lá em cima é linda.
5447b4b1-22bd-4a99-b3a8-9e9b07393750|Então, o que houve com aquele pinguim na garagem?
5d42e9f9-b09f-47cb-8cb6-f9e2af15ebcc|O que houve com a pintura da coruja?
40730adc-022c-4995-8624-e763e82dbdc7|Ei, Ashley, acho que você está pisando em cima de alguns dos doentes do Patrick...
182bd443-41bf-4ad8-ad3b-d7b32e4f63f6|E quanto ao animal celeste da Madison...
b6f3fbcc-5d7e-4e8a-bb55-8cbd985e876c|Aquele cadeado no seu armário, escondendo alguns esqueletos?
c43a2432-af02-4221-872f-68cf223a7c12|Então, onde você guarda a chave do cadeado da bicicleta?
518e8250-6631-49fd-adf1-80747a36e630|Por que você tem uma sucuri no seu quarto?
6ee58489-77d8-4585-81d0-6855bf8172c2|Essa cobra é incrível! Vamos soltá-la.
a4a136d9-529d-40da-b7ae-183da85ebdb7|Onde você acha que sua cobra se esconderia?
a82a08db-08a0-45c8-bfad-bcf343e65a9b|Ei, tenho quase certeza de que vi a Pat limpando algum tipo de... líquido das mãos dela ali.
1f97c3de-5996-4d49-b268-c4e599fc17f5|Então, sobre aquele diário...
d615f21c-cdf9-4503-864d-069dc1dbfe21|Você não sabe nada sobre esta coleira de gato que encontrei enterrada no quintal, sabe?
44d8437a-dd85-47f9-9736-a4f61fd67720|Ashley, eu sei que tem mais nessa história de gato. Estamos falando de uma vidinha peluda aqui!
94b8508f-b013-4b6b-be60-7709bbdff1bb|Então, agora que vi sua cobra... preciso perguntar.
bb479d5a-99c5-41c7-b18e-a5c3667c300f|Até mais, Ashley!

[Quests]
417e6480-b266-4ac8-9b79-a1ddc623afc2|Invasão de privacidade
417e6480-b266-4ac8-9b79-a1ddc623afc2Description|Ashley quer que você encontre o diário de Madison e o leve a ela como prova de que ela pode confiar em você.
417e6480-b266-4ac8-9b79-a1ddc623afc2CompletedDetails|
417e6480-b266-4ac8-9b79-a1ddc623afc2FailedDetails|
86a26039-0fe0-4faf-800d-87055faaecb8|Ashley está molhada
86a26039-0fe0-4faf-800d-87055faaecb8Description|Ashley quer que você encontre algo para ajudá-la a tirar a cerveja do vestido e da pele... além da sua língua. Mas boa tentativa.
86a26039-0fe0-4faf-800d-87055faaecb8CompletedDetails|
86a26039-0fe0-4faf-800d-87055faaecb8FailedDetails|
5a45a833-ee53-4d63-88c5-34a5eda727bf|Uma mente mudada
5a45a833-ee53-4d63-88c5-34a5eda727bfDescription|A Ashley realmente merece isso? Talvez você devesse tentar ajudá-la a sair dessa situação. Ou não. A escolha é sua.
5a45a833-ee53-4d63-88c5-34a5eda727bfCompletedDetails|
5a45a833-ee53-4d63-88c5-34a5eda727bfFailedDetails|
76cd3b14-9e0a-40c0-9d3c-d06c3898a023|Redenção
76cd3b14-9e0a-40c0-9d3c-d06c3898a023Description|Preciso que Ashley, goste mim com minha nova habilidade de falar como um ser humano normal.
76cd3b14-9e0a-40c0-9d3c-d06c3898a023CompletedDetails|
76cd3b14-9e0a-40c0-9d3c-d06c3898a023FailedDetails|
63491b66-76b0-4b8e-9b86-1ba62698f1af|O Candy Man pode!
63491b66-76b0-4b8e-9b86-1ba62698f1afDescription|Preciso de maconha para a Ashley. Alguém aqui deve saber onde posso conseguir.
63491b66-76b0-4b8e-9b86-1ba62698f1afCompletedDetails|
63491b66-76b0-4b8e-9b86-1ba62698f1afFailedDetails|
eeca99ad-50cb-4494-a38b-772c0f00de2d|Precisão militar
eeca99ad-50cb-4494-a38b-772c0f00de2dDescription|Agora ela tem fotos nuas de Madison, e Ashley quer transformá-las em armas, mas não apenas colocando-as em um quadro. Ela precisa de algo melhor. Quem poderia ajudá-la melhor com isso?
eeca99ad-50cb-4494-a38b-772c0f00de2dCompletedDetails|
eeca99ad-50cb-4494-a38b-772c0f00de2dFailedDetails|
9df4af74-23b7-46a7-bf93-d8f7c7902331|Procurar por um homem
9df4af74-23b7-46a7-bf93-d8f7c7902331Description|Madison precisa de um parceiro para "dançar". Encontre essa pessoa.
9df4af74-23b7-46a7-bf93-d8f7c7902331CompletedDetails|
9df4af74-23b7-46a7-bf93-d8f7c7902331FailedDetails|
feac773f-7c3b-4fca-84bf-0ea2fc6f8121|Sinais de afeição
feac773f-7c3b-4fca-84bf-0ea2fc6f8121Description|Dê a Ashley algo que ela realmente goste.
feac773f-7c3b-4fca-84bf-0ea2fc6f8121CompletedDetails|
feac773f-7c3b-4fca-84bf-0ea2fc6f8121FailedDetails|
8e5d4c66-7386-4610-a5fa-94727f189e0b|Tempo em família
8e5d4c66-7386-4610-a5fa-94727f189e0bDescription|Espere até Ashley e Patrick terminarem de conversar. Ou tire Patrick daqui.
8e5d4c66-7386-4610-a5fa-94727f189e0bCompletedDetails|
8e5d4c66-7386-4610-a5fa-94727f189e0bFailedDetails|
bfe97eea-822d-498e-82f1-a752f40901ef|Vingança do correio de voz
bfe97eea-822d-498e-82f1-a752f40901efDescription|Coloque a caixa postal no telefone da Madison, rápido!
bfe97eea-822d-498e-82f1-a752f40901efCompletedDetails|
bfe97eea-822d-498e-82f1-a752f40901efFailedDetails|
a86e5f53-2db2-4855-b8a1-edc36586a443|Casamentero
a86e5f53-2db2-4855-b8a1-edc36586a443Description|Fale com Derek sobre ir para a cama com Madison.
a86e5f53-2db2-4855-b8a1-edc36586a443CompletedDetails|
a86e5f53-2db2-4855-b8a1-edc36586a443FailedDetails|
1864f73d-4b1a-49f0-8a2b-b7ccad385dad|Guerra de irmãs
1864f73d-4b1a-49f0-8a2b-b7ccad385dadDescription|Ajude Ashley com sua grande pegadinha com Madison e viva para contar a história.
1864f73d-4b1a-49f0-8a2b-b7ccad385dadCompletedDetails|
1864f73d-4b1a-49f0-8a2b-b7ccad385dadFailedDetails|
5b50dea1-ccc9-4c4f-b507-9b770b11d045|Operador suave - Ashley
5b50dea1-ccc9-4c4f-b507-9b770b11d045Description|Veja se você tem o que é preciso para conquistar o carinho da Ashley simplesmente sendo uma pessoa charmosa. Não deve ser tão difícil, certo?
5b50dea1-ccc9-4c4f-b507-9b770b11d045CompletedDetails|
5b50dea1-ccc9-4c4f-b507-9b770b11d045FailedDetails|
6fcac18e-98cf-4ab8-b5d2-34833f4987d9|Bêbado e Bagunçado - Ashley
6fcac18e-98cf-4ab8-b5d2-34833f4987d9Description|A cerveja parece alimentar a raiva da Ashley em relação à irmã, Madison. Mais cerveja... mais raiva.
6fcac18e-98cf-4ab8-b5d2-34833f4987d9CompletedDetails|
6fcac18e-98cf-4ab8-b5d2-34833f4987d9FailedDetails|
0a77fcc8-d2c8-40fc-9a01-aaedcd8417d8|Caminho para a redenção
0a77fcc8-d2c8-40fc-9a01-aaedcd8417d8Description|Depois de desamarrar a camisa da Ashley, suas chances de ajudá-la a pregar uma peça na Madison diminuíram bastante. Mas ainda há esperança para você! Encontre um jeito de fazê-la gostar de você novamente.
0a77fcc8-d2c8-40fc-9a01-aaedcd8417d8CompletedDetails|
0a77fcc8-d2c8-40fc-9a01-aaedcd8417d8FailedDetails|

[Events]
bd5699a2-a176-4e1b-a81f-8aef5da99ffe|Ela pode precisar de uma pausa... Pergunto de novo em um segundo.
f5a5d94b-ce19-448d-86a0-768d0a6eac25|Preciso tirar mais roupas dela primeiro!
a5084035-53fd-4a42-9bb2-2fd22ce621bb|Estou tão perto... Não consigo... ai, merda!
1f96b654-3b2a-4bbc-a40d-93c4e5390c40|Ela pode precisar de uma pausa... Pergunto de novo em um segundo.
b3bed7a5-0e4d-426b-99a1-a557e213d0d9|Preciso tirar mais roupas dela primeiro!
5609eaf7-cb7c-4771-84c9-87424113d754|Esta provavelmente é minha última chance de escapar antes que Derek e Madison cheguem...
a03f0b70-21b9-4d01-ad4d-a77bc6c52d15|Ah merda, ah merda... Não posso durar para sempre! Onde eu coloquei o celular da Madison?!
d2a9ff9d-36f5-4583-b7ae-b18c60babd91|...mas nenhuma que me envolva. Merda.
1ec221d5-3db5-49e3-92b1-a1b4cb9fafdc|*Gulp!* Este é o grande momento e eu ainda estou com frio... lá embaixo. É melhor eu tomar umas para recarregar.
3e80e7e3-26d5-4733-b222-e9d9b234828c|Ele está prestes a gozar... ele não pode mudar as coisas agora!
7d8784b2-2b08-4eee-a646-b9bf5404012c|Estou prestes a enlouquecer... Não consigo... aguenta firme!
7ef45790-dfbe-44b0-9194-2441ac9ad91d|Estou tão perto... Não consigo... vai se foder!
dd5aea15-cff7-43fa-87b5-c1245f218d6d|Ela está tão perto, eu deveria seguir em frente...
42a8ab61-d527-4be7-b3db-d2a636bef92b|Droga, ela não está afim de mim. Melhor melhorar isso.
69715ddd-ae59-433a-badb-a99c7fbb5c9f|Ela está meio afim de mim. Espero ainda encontrar maneiras de impressioná-la esta noite.
55567948-7fe9-4b9b-8d58-d32efd85edf8|E isso faz três convidados surpresa. É melhor eu avisar ao Derek que estamos prontos para o grande show.
f8a0e0ce-c0c8-41f2-bb84-21ef9807f2d5|Ela disse para perguntar, mas Ashley pode não estar com um humor muito agradável depois dos seus recentes... problemas de estômago.
a98f1492-482c-424d-b401-d2fe473737cf|Ela disse para perguntar, mas Ashley pode não estar com um humor muito agradável depois dos seus recentes... problemas de estômago.
74bc7d30-fd88-450b-afbc-5355cdcca140|Não tenho certeza se Frank vai conseguir nos ouvir... Eu deveria tentar colocá-la um pouco mais perto dele.
cf308b4b-357b-4e7b-b8de-7f8e872c2dc2|Ei, isso não pode ficar no chão agora... uau!
d5c77e35-0c36-40b5-bfe6-f7e31e22fcb1|Hmm. Ela acabou de correr para o banheiro. Ninguém a viu. Acho que deveria ter pensado melhor... Será que ela desconfia de mim?
534d2700-44b3-4c42-a4e2-fdb6af2c19ec|*Gulp!* O grande momento e eu ainda estou me recuperando. Ah, espera! ...Acho que pode ser...
514797e3-a40a-4488-b67a-d9e6cb33f34a|Nnnnnnn. Só um peido. Melhor levantar e esperar mais um pouco. Droga, ela está olhando para mim. Que estranho!
b7a0feb9-a8fa-47a3-a33e-714bde2f2791|Ashley, minha parceira no crime, a rainha das pegadinhas!
aced12a6-d1c6-49d3-8044-19ce693c65cc|É a Ashley... Acho que a decepcionei muito esta noite.
2d01ae70-4c5b-4cdc-bf25-7f33f74ed74c|Sou a Ashley... Nossa, nos divertimos muito esta noite!
b6439d20-3c94-4cd0-ba3b-3b622e06cb5b|É a Ashley, irmã da Madison. Ela me odeia... Não tenho certeza se tenho alguma chance com ela.
5845db3d-5a2b-45f6-b71b-b2f09ec7dd0d|É Ashley, irmã da Madison. Ela parece um pouco chateada. Será que eu tenho algo a ver com isso?
7235d224-66b5-485d-aea2-4a737ffc2aba|É Ashley, irmã da Madison. Ela é conhecida por ser o alvo de todas as piadas da Madison.
df30b37b-133c-4d5b-8060-0fd463be15c6|Ashley e Patrick ainda parecem imersos em uma conversa. É melhor eu dar um tempo.
b85764e7-2fc5-4847-9626-b61ce69fbc32|Patrick está falando sem parar, claramente alheio ao desinteresse palpável de Ashley. Era hora de salvá-la...
5aa69d9f-ba1d-434b-b416-b5a4de8c0348|A Ashley terminou com o Pat. Ela tem um cheiro agradável de madeira e da necessidade desesperada da companhia de um adulto humano funcional. Mamãe a amaria!
e9ad1865-0b7f-41f7-9d1b-4e017fb9635b|Algo me diz que ela estará à procura de mais dedos curiosos esta noite. Provavelmente perdi a chance de fazer mais do que um puxão rápido e uma piada com aquela blusa dela...
fe8f0d17-595b-4f2e-8c24-5298dcb1810c|Droga, ela tem um sexto sentido para isso agora. Parece que não terei tempo de garantir a blusa dela. Tanto para uma abordagem prática para fazer as pazes...
32d00aff-641e-4318-93b1-d6e1cf0d7355|"Eu deveria esperar até que a Vickie se canse... ou melhor, "do nosso" jeito com a Ashley..."
47933aec-83b6-4a0c-bf54-9cdb6b5922c7|Eu já dei a blusa da Brittney para ela. É melhor guardar essas roupas para mim, senão ela pode ficar brava.
76995f97-fd14-4222-97ec-5ba53e781a8d|Ela está puta da vida... se eu der isso a ela, talvez eu não receba de volta.
