[General]
Name|Frank
fa5b2c01-4550-4e78-99cd-c2feea16c87a|Ufa! Eu quis dizer... bom!
fa5fb0f7-311a-4818-9827-d244c7eda140|Frank! O que você está fazendo aqui?!
fbbe167f-2a2d-4be5-91cf-4e16b218ec69|Frank, deixa comigo.
fbedffb6-fff2-4f31-877c-4c886b2d6dd0|Porra, não se vire, cara!
fc4e065a-a523-403a-9b7f-c25f6eedffa0|Desculpa, Frank!
fc8a9b9b-a22b-4a97-bc35-6519b3da7d00|Pronto para o show da Doja Cat?
fd2ce04d-56dd-461b-b0ea-7fdb9cc92806|Adoro sua positividade, Frank.
fdaea8af-af3b-41d2-8d70-6086fdb93323|Diga a ele como as bolas dele estão melhores. Só vai levar um segundo.
fdf174d8-f7b5-477a-869f-d17e076fe1e7|Amigo pinguim?
fe6bd7f0-6573-447c-8a81-d674be849472|Mmm, tudo bem.
fec94f73-cc9d-40ef-9ade-15a7dbdd9c68|*Ouvir*
ff5a6bec-cf2e-4314-831b-d3f367b2a2f7|*Ouvir*
ffc110be-ab85-4f30-aef1-3fc0f3c0a7b4|Não me importo com seu clube de peitos ou seja lá o que for que você esteja tentando começar, você precisa ser honesta com Leah.

[Quests]
2a13cd89-1498-4469-8bc4-6ef979b55a9c|"Uma "bola" de mistério"
2a13cd89-1498-4469-8bc4-6ef979b55a9cDescription|Saiba mais sobre Frank e suas crenças estranhas.
2a13cd89-1498-4469-8bc4-6ef979b55a9cCompletedDetails|Você... conseguiu. Você descobriu tudo o que ninguém quer saber sobre as bolas do Frank. Exceto talvez um médico ou um psiquiatra. Bom trabalho.
2a13cd89-1498-4469-8bc4-6ef979b55a9cFailedDetails|Sério? Tudo o que você precisava fazer era desenterrar informações sobre as bolas de um cara. As pessoas fazem isso todo dia, mas aparentemente era demais para você.
2a13cd89-1498-4469-8bc4-6ef979b55a9cDescription1|Você se aprofundou um pouco mais na psique de Frank e descobriu muitos problemas. Pode continuar enrolando... ou talvez seja hora de mergulhar de cabeça.
e1559220-06ff-4d05-ae02-695e77cc434d|Briga de galos
e1559220-06ff-4d05-ae02-695e77cc434dDescription|Convença Frank de que seus testículos absurdamente grandes são mais um desestímulo do que um estímulo. Consiga provas e certifique-se de que ele esteja prestando atenção — sem mencionar... bater em alguém aleatoriamente! Fácil, né?
e1559220-06ff-4d05-ae02-695e77cc434dCompletedDetails|Legal! Que saco, né? Não se pode confiar em nada que se compare a uma uva passa. E agora o Frank sabe disso. E você também. Você não esperava por essa lição, né?
e1559220-06ff-4d05-ae02-695e77cc434dFailedDetails|Não é assim que se convence alguém de nada. Muito menos do Frank. Tomara que ser um fracasso não vire estatística. Isso é uma piada sobre violência. Ah. Ah.
dfc23260-d625-463a-9ad3-df473051662b|Jogos de pênis
dfc23260-d625-463a-9ad3-df473051662bDescription|Mostre ao Frank que ele não tem o maior pênis da festa.
dfc23260-d625-463a-9ad3-df473051662bCompletedDetails|"A descrença do Frank foi... você ousa pensar assim?..." "Delicioso." Ah, sim, você ousou muito. Mas tem mais alguma coisa que você possa fazer por, para, ou com o Frank esta noite?"
dfc23260-d625-463a-9ad3-df473051662bFailedDetails|Bem... você não vai provar muita coisa para ele agora. A menos que você tenha muito azar. Aí você pode mostrar a ele que ótimo saco de pancadas você seria.
08eff440-be80-46f4-9b06-5db0a63314a5|Pregue o caixão
08eff440-be80-46f4-9b06-5db0a63314a5Description|Já derrubei um pouco o Frank, mas será que é o suficiente? Devo mesmo trazer a humilhação dele para casa?
08eff440-be80-46f4-9b06-5db0a63314a5CompletedDetails|Você conseguiu! Você fez outro ser humano odiar tudo o que ele é! Uau! Considere o Frank um fator secundário na festa de agora em diante!
08eff440-be80-46f4-9b06-5db0a63314a5FailedDetails|Então, ou você estragou alguma coisa ou... simplesmente decidiu "não"? Sério? Depois de tudo o que o Frank fez, pode fazer e provavelmente fará com você?
77b7f535-aa96-491b-b954-664627058867|Bromancy em formação
77b7f535-aa96-491b-b954-664627058867Description|Frank precisa muito de um amigo depois que sua visão de mundo foi completamente destruída. Agora é a hora de dar um banho nele. Ei, você! Não esse tipo de banho. Tire sua mente do ralo. Hum. Talvez agora seja a hora de enchê-lo de palavras gentis ou até mesmo presentes!
77b7f535-aa96-491b-b954-664627058867CompletedDetails|Você conseguiu! Figurativamente, e possivelmente literalmente! Você fez do Frank seu melhor amigo! Você é um cara tão bonzinho!
77b7f535-aa96-491b-b954-664627058867FailedDetails|Bem, poderia, deveria, teria, e agora Frank provavelmente vai ser todo tipo de emo pelo resto da vida graças a você. ... Isso é algo ruim?
77b7f535-aa96-491b-b954-664627058867Description1|Frank está se sentindo um pouco melhor, graças a você. Quer saber o que mais você poderia fazer com que ele se sinta? Só tem um jeito de descobrir!
605e33ed-12b8-471a-b88c-38f4b2f3ebec|Olhe para esta fotografia!
605e33ed-12b8-471a-b88c-38f4b2f3ebecDescription|Frank quer uma imagem em alta definição da Katherine sem camisa. A câmera do meu celular é péssima. Vou precisar encontrar uma boa câmera e, de alguma forma, convencer a Katherine a ficar nua.
605e33ed-12b8-471a-b88c-38f4b2f3ebecCompletedDetails|Você deu a Frank algumas fotos de Katherine sem camisa e, em troca, ele lhe deu passe livre para pegar um pedaço de... "contrabando" do armário de bebidas.
605e33ed-12b8-471a-b88c-38f4b2f3ebecFailedDetails|Você não conseguiu as fotos de topless da Katherine que o Frank queria. Felizmente, você parece estar inteiro. Por enquanto.
274482de-2e8a-4afd-a55d-c0fdbecc5734|Sinceramente, não confio em você.
274482de-2e8a-4afd-a55d-c0fdbecc5734Description|Frank não confia em você, e isso é uma má notícia. Tem que haver algo que você possa fazer para ganhar a confiança dele...
274482de-2e8a-4afd-a55d-c0fdbecc5734CompletedDetails|Você entregou álcool suficiente para conquistar o Frank. Espero que você e seu novo melhor amigo estejam se sentindo bem, chato.
274482de-2e8a-4afd-a55d-c0fdbecc5734FailedDetails|Bem, isso não funcionou muito bem. Por outro lado, talvez Frank devesse ter feito seu trabalho um pouco melhor. Tomara que ainda haja maneiras de contornar... ou através de Frank.
274482de-2e8a-4afd-a55d-c0fdbecc5734Description1|Frank não confia em você, e isso é uma má notícia. Tem que haver algo que você possa fazer para reconquistar a confiança dele...
274482de-2e8a-4afd-a55d-c0fdbecc5734Description2|Frank não confia em você, e isso é uma má notícia. Embora você pareça estar progredindo...
274482de-2e8a-4afd-a55d-c0fdbecc5734Description3|Frank não confia em você, e isso é uma má notícia. Embora você pareça estar progredindo...
274482de-2e8a-4afd-a55d-c0fdbecc5734Description4|O Frank está realmente se aproximando de você! Só precisa de um pouco mais de convencimento para cair nas graças dele...
274482de-2e8a-4afd-a55d-c0fdbecc5734Description5|O Frank está realmente se aproximando de você! Só precisa de um pouco mais de convencimento para cair nas graças dele...

[Events]
006dfc79-ed07-4b81-872e-376bbe9bafb6|Estou aqui para você, meu amigo! Com você até a morte! ...Odeio essa expressão. Agora mais do que nunca.
013cb75b-6ea4-44a8-ba69-e24251767dad|Ele pode mesmo me dar tudo o que eu quero? Ele pode ser um bom aliado para se ter...
0185433c-78ed-49b8-afa0-11f0d1ab5357|Isso deve mudar a opinião do Frank sobre mim!
01ddef30-8509-4bc2-9573-a9d5a6174216|Talvez um de nós ainda não esteja pronto para transar. Hmm... Eu sempre estou. Quase sempre. Hum... enfim, isso não vem ao caso. Que porra o Frank está esperando?
03bb6e1c-df6d-42f5-8a6f-f89bd829ecf4|Isso não é possível. Só pode ser brincadeira!
06a5fbc0-3130-491e-97e7-77c7e61ee11d|Será que ouvi um chihuahua bater em algo a Mach 3, ou a boca do Frank consegue mesmo fazer um som assim?
0961ebe8-e8a8-4bc1-965c-2eb41ebb81b8|Mistério resolvido! A vizinha misteriosa do Mad é a Doja Cat! Talvez eu devesse ir falar com a Amala.
096b7b4e-052f-4ae9-b51e-e9ddc48f1be7|Ah... Acho que o Frank está ocupado demais para notar a anaconda enorme do Derek...
10461ddd-bdcf-4feb-993f-48fab14ed897|Acho que vou ter que esperar até ele cair em si...
17f62d28-d3b4-4817-942f-63b913c33f0e|Nossa. Certo. Não achei que estávamos brincando de "Esconde-Esconde para Deficientes Mentais"...
1a29f6bc-0848-4a33-9117-484b6a79e0b7|Certo, ótimo... ele ainda está focado em mim.
1ab938cc-2064-45c2-b95f-13056e4528b1|Ok, tenho um minuto antes do Frank chegar...
1b0bc3ef-8150-4706-b24d-73a9b4a8b8ff|Bem, isso foi estranho... mas ele não disse que não tinha camisinha. Hmm, onde diabos está o Derek? Preciso falar com ele sobre isso...
22bd5c77-7618-4241-87c7-9152bc093bc0|Nossa... aparentemente o Frank não gosta quando as pessoas bebem!
231ac796-c8a6-42c9-9649-328a12e08cde|Nossa, esse cara é obcecado pelas bolas. Acho que se eu realmente quiser abordar o assunto com ele, é melhor perguntar diretamente...
24a4f127-6ece-4eee-afb0-103818d07e86|Humilhar ou não humilhá-lo... essa é a verdadeira questão. O que fazer, o que fazer... Ainda preciso do Frank esta noite?
253835b2-fdf5-4a99-95fc-295dedc6d1da|Ele usou supercola para fechar os bolsos ou algo assim? Acho que fez de propósito...
28e08f3f-2f4f-4b50-9bce-109c1aec7da2|O Derek vai me salvar! ...Puta merda. É verdade, ele se envolveu em um dos meus planos diabólicos. Acho que é hora de lutar... ou fugir!
29314f80-7dcb-49fc-bef2-59d45d94acb2|Preciso falar com esse babaca sobre o que ele fez com a Leah, mas ele parece distraído com alguma coisa...
2ffe96e2-d061-4f0b-a618-50faf436c11a|Ah, não... Acho que eu não devia ter bebido na frente desse merda. E agora?!
3064893d-e749-4b3d-9463-9cd2230cbbdf|O Frank está completamente ferrado. Mas mesmo que eu esteja errado, acho que isso não será suficiente para convencê-lo de que o tamanho do pau importa mais do que o tamanho das bolas...
310511e2-ce33-4edc-9d15-0baaecc1ba19|Que porra é essa?
36d3a67d-5e49-4ccd-93c4-779116a95fc8|Ah... Acho que o Frank está ocupado demais para notar a anaconda enorme do Derek...
39c38445-6813-4859-954e-60148ff34f30|Perfeito! Era exatamente o que a Amy queria.
3afb4f7f-4b98-4dd6-b034-78590a44a803|O Frank não quer agora.
3dc61150-9b2d-4225-8a04-77122b6b1598|Desculpe, Frank, prefiro quando os remédios custam o modesto $0.
3e28230b-62eb-4d4c-83f2-24c43465b0a4|O Frank não me deu exatamente permissão para tomar mais de uma. É melhor eu tomar cuidado... a menos que eu esteja em muito, muito boas relações com ele e os outros.
3f12d348-a4a5-4eed-9237-5f06054e6d66|O Frank sentou-se de novo na cadeira. Pelo menos, espero que tenha sido isso que causou o grunhido que ouvi. Ele não me viu pegar aquela garrafa, mas se ele começar a perguntar por aí... merda. Isso pode acabar com a nossa amizade...
3f55ea61-dfcc-4b91-96a6-b0fe1f5f587d|Só tive a sensação de que a Leah queria ficar sozinha... Argh, não vai ser fácil encontrá-la...
41dd1510-3232-49d0-b7df-4f057a0dae19|O Compubro está emitindo bipes suspeitos...
433385c1-3e42-4d92-a971-dec3e52637c0|Puta merda. Puta. Eu ia dizer algo para a Leah sobre a "ladeira escorregadia", mas acho que a Leah cuspiu nela e a usou como toboágua.
44eec898-0c93-4d75-b224-2a2eaecee3ce|Ok, lembrete: posso virar estatística se tocar em algo com teor alcoólico maior que água. Que festa incrível...
4643d274-11f5-4be4-8532-567a87cc4c97|Acho que o Frank não está com vontade de falar sobre isso agora... Vou ter que esperar até que ele esteja menos ocupado.
470454cd-bf15-4b2e-ae86-629d07477d24|*Dê a mala ao Frank*
478aebd4-d007-4605-bf56-4b924ec00e5c|Preciso mesmo que o Frank termine com a Leah... é melhor esperar.
47dd3240-5dcf-421d-b274-499af0a96bba|A opinião da Kat realmente o abalou. O Frank deve estar a fim dela. Isso deve facilitar um pouco a tarefa de convencê-lo...
4ee4bd80-b89f-4b8a-8715-54eb1a3ccd03|Legal, peguei a câmera de volta!
4f5cf7d0-b3b9-4927-a974-c5c18033a4a9|Parece que não gosto de ficar nua na frente dos outros. Talvez uma corrida rápida para fora deste quarto me salve se as coisas saírem do controle...
4f7e38c0-c285-496d-a08d-6b55c646d5c5|Algo me diz que perdi a confiança do Frank. É melhor eu encontrar um jeito de voltar a cair nas graças dele... se ainda for possível.
53b3df74-7c2f-4a94-930a-e81f39b36b97|Espero que o Frank não tenha se livrado da garrafa de vinho que eu dei a ele...
559933ef-7cb4-4ea0-a49d-02e0b4b26e0f|Que gemido foi esse? Merda, o Frank deve ter voltado ao normal!
573ff3e5-2a35-4a19-9514-ca2583b698c9|Ele está quase gozando... é melhor continuar!
5813ce34-5770-4b77-b58b-5c1a53332824|Droga...
5845687c-4c84-47f8-95a8-310f15a88e73|Seu traidor!
5b90bbe8-904a-4519-bff8-2402cdd5525d|Preciso mesmo que o Frank termine com a Leah... melhor esperar.
5bf30b8b-cdee-4249-a35e-cd1d38862bd5|Isso deve mudar a opinião do Frank sobre mim!
5dd81aad-25de-43aa-9a76-7a117d0b529a|Parece que o Frank não se sente mais tão grande e forte. Na verdade, ele está pequeno e fraco agora. Como o pau dele.
5f0fcbb6-1d74-405e-9413-e5cf11fe8b2e|Ele parece gostar, mas me pergunto se há outras maneiras de cair nas graças dele...
61b52c82-2c29-4f27-b8f7-b8783ac01920|O toque gentil do Robo-Frank... foi refrescante, pelo menos. Sinto que meu desempenho sexual melhorou, me sinto mais saudável, sinto vontade de fazer xixi. Não, essa mistura de sensações não me incomoda nem um pouco.
63209a04-d8c4-4d8b-bdf1-8a868d2522f8|Droga...
6934aebb-ffe6-4dae-98e4-0a90b2863aa4|A Leah provavelmente está chegando perto. Não posso falhar.
6bdc3001-2980-4426-8644-cfcbd03a79b2|Preciso mesmo que o Frank termine com a Leah... melhor esperar.
6bee8629-c889-4ea4-b50b-ef8d990c5dd5|E isso faz três convidados surpresa. Melhor avisar o Derek que estamos prontos para o grande show.
6ceee70f-5fb5-4b52-94b6-d4319ef5bd4b|Bom trabalho, Frankie... olhe para mim e continue seu monólogo!
6d0a4866-38a3-4ea6-945a-bf6db7150c36|A qualquer momento, Derek e Pat chegarão aqui e o caos vai se instalar!
70007561-6f13-4094-979c-33e89fb95377|Droga, ele se virou! Com certeza vai ver a Leah entrar pela janela. Preciso chamar a atenção dele de novo.
70610bec-6885-4caa-beb9-5cada9e19cf2|Espero que o Frank não tenha se livrado da cerveja que dei a ele...
71e315b9-0360-4698-9a7d-ac582ec8c2e7|Nossa, tenho menos coisas para usar hoje à noite... Ah, bom. Eu adoro jogar facções de qualquer maneira.
73116dbb-0983-4986-8602-6278867baa9f|Acho que fiz algum progresso com o Frank. Consigo sentir que ele está exalando confiança. Na verdade, quase brilhando de confiança. ...Ou é o cheiro dele? Talvez os dois?
741dae30-eaaf-4d76-b622-28f4bba3871c|Parece que Leah e Frank estão fazendo as pazes... melhor não interferir.
75a7050b-03d8-46af-b975-95ec02df2958|...eu acho?
774fa142-e583-4f9b-91c4-d3fcf74b9f51|Isso deve mudar a opinião do Frank sobre mim!
78028a44-ed1c-4f11-9019-cd5862636b4f|A espiga de milho mágica do Frank provavelmente precisa de um descanso... ele pode precisar de um minuto antes de podermos recomeçar.
7b6c15fa-0160-423d-8460-9c865392e011|Por incrível que pareça, há muitos conselhos bons em meio a toda essa baboseira... Sinto que talvez, por uma vez, eu também possa ser um cara durão!
7c0810fa-083f-4c0a-abbe-bfc8681fcaa8|Brigar com alguém durante um show? Não parece uma boa ideia! Agora aquela multidão hostil está ainda mais agitada...
8018e5a8-4de1-4b96-a5b6-0d6886ee6e39|Frank não parece muito cooperativo... talvez Leah tenha dado uma boa bronca nele?
803dcfed-cf92-4d5a-8db6-4876f5ac6bd5|Hmm... falando nisso, será que a Leah vai tomar o lugar do Frank como líder da patrulha antidrogas? Só tem uma... duas... er, mais de uma maneira de descobrir!
80853ee6-019b-4df7-8eb3-276cda157662|...tarde demais, aparentemente. O Frank é um cara durão, tenho certeza de que ele vai ficar bem rapidinho!
8199c028-cfa2-4fb7-a137-b836fb958743|Merda, o Frank jogou fora a bebida forte que eu dei pra ele. Por que você tem que ser tão zeloso?!
8254b69f-e9ec-4011-973a-335d013ab147|Merda, a Madison foi mesmo buscar o Frank? Isso vai ser feio...
83f067a9-db2d-4df1-aee7-3fbc85e3cd52|Alguém pediu um "Ensopado Frank"? Já estou sentindo o cheiro. Tem gosto de... frango.
85fc7c9a-f51d-414c-a6ee-952133c14fb1|Merda, ele não gostou...
88372bb2-3297-48e9-ba5a-2c68a07db8bb|Ok, lembrete: posso virar estatístico se tocar em algo com teor alcoólico maior que água. Que festa...
8bef6615-5d6b-454c-b7aa-864723452587|Que porra é essa? Esse cara é um psicopata! ...Dito isso, talvez seja uma boa ideia tê-lo do meu lado.
8d0c27ed-467f-4d99-9a90-c24912a85f75|O Frank sentou-se na cadeira. Pelo menos, espero que seja por isso que ouvi aquele grunhido. Ele não me viu pegar aquela garrafa, mas se começar a perguntar por aí... merda. Espero estar em boas relações com ele e com qualquer pessoa a quem ele faça perguntas, ou corro o risco de ser a principal suspeita.
8d7b15bf-df78-4236-a5cc-1a2f50d0bbeb|Ok, ótimo... ele está completamente focado em mim.
8df9bddc-a454-473f-a323-ddee360c67f7|Talvez um de nós ainda não esteja pronto para transar. Hmm... Eu sempre estou. Quase sempre. Hum... enfim, isso não vem ao caso. Que porra o Frank está esperando?
8e9300f8-78aa-41e0-9edb-ab9df9194997|Parece que o armário de bebidas está aberto ao público!
9a0de2f0-b1b9-47a8-ab23-92e04f5e19b0|Preciso mesmo que o Frank termine com a Leah... melhor esperar.
9ad1854f-9a78-47cb-b720-8edfdbc739cc|Sinto meus músculos... inspirados! Ótimo!
9bf68c90-dc6b-4da3-af4c-40664626659c|Isso não vai convencer o Frank. Só tirar as calças não basta; Preciso de uma solução mais criativa, por mais útil que seja em outras situações...
9cf99d82-9574-49d4-a9c8-8262be2b2f36|Acho que o Frank tem uma queda pela Vickie. Comparada aos outros, a opinião dele deveria doer um pouco mais.
a2babe89-e29d-42d4-be23-69b8e8e14eb1|Leah.exe parou de responder. Ou o coração dela está partido, ou ela está tentando não implodir até que o Frank esteja fora de vista...
a6bfa225-35a5-4f11-9073-4f55e9b2e9b7|Estou quase lá! Como... alguém consegue... resistir ao poder dessas bolas imensas!?
a9855cae-13b3-4598-b8a6-8f0fd2e2bccd|Sério, Frank? Nada mesmo? Nem umas moedas fariam mal...
ab0c41b7-94dc-411b-b85a-07db48001415|Ah, merda! Preciso recarregar as energias lá embaixo primeiro... Espero que o Frank fique aqui mais um pouco.
abe3f065-df1e-4681-a4dc-55f9ce1abb4b|Ah... Acho que não funciona com vítimas de queimaduras. Literalmente inutilizável. Hmm... qual era a política de reembolso da Amazon?
ae05003f-6342-425b-8ac2-533e6a2507c1|Melhor esperar antes de mandá-lo espancar o Pat até a morte. Posso precisar dele em breve, e... droga, eu precisava daquele palhaço alcoólatra também?
aeb4cb5e-62ac-4c97-bf41-97ea52874db8|Então... quanto mais coisas boas eu faço para o Frank, mais forte fica o formigamento e os sentimentos dele por mim? ...Tá. Duvido que esse formigamento nas minhas bolas o faça se apaixonar por mim, mas... espera, eu realmente me importo com os sentimentos dele?
aed066cd-edb7-489f-b021-466d94ef6bf8|Entre os peitos, hein? Nossa, eu devo ter sido um verdadeiro campeão de beer pong!
af5539b4-f002-4bc5-b9ea-db26da8ed3bf|Cara, o Frank parece arrasado. Devo fazer uma oferta de paz ou dar o golpe final?
af9b696f-157d-452f-8af2-415ce6760653|Que droga... Acho que acabei de virar estatística!
b3808b1a-7036-4eb1-920b-130405b25059|O Frank está... não, a última coisa que eu preciso é que o Frank volte da sua guerra de território fictícia com uns funcionários imaginários de um parque de diversões e perceba que eu roubei todo o álcool. Melhor deixar pra lá.
b8a27650-dc12-4825-b304-1761b0814701|Eu não me importaria com um lanchinho. Faço tudo melhor de estômago cheio...
b8f9f35a-b460-4f29-a149-705e0db04f4f|A Leah não precisava do Frank hoje à noite? Bem, não tanto quanto eu! ...Eu acho.
b9393497-6214-4fcc-883e-cd1d4ea417e1|Acho que o Frank não percebeu a garrafa de rum faltando... mas como vou tirar uma foto da Katherine nua agora? Hmm...
bc80bdd1-cd7f-452c-b340-01e67f13b9d4|Me sinto como o Wolverine. Só que... sem a barba maneira. Mas com sua habilidade de cura. Forte.
bec6f540-6302-48cd-a175-e0ba057d2323|Eu provavelmente deveria fazer a minha parte e acalmar esse cara. *Sniff sniff* ...Te falo mais tarde, meu caro companheiro de bebida!
c1450f2b-52ee-4c89-8dec-173d7aa00161|Merda...
c1f81231-af35-4f4d-a571-abb4bdb023b7|O Frank está de olho neste armário como uma águia psicótica e chapada. Ele pode perceber se eu tomar demais. Talvez ele não suspeite de mim se ele e todos os outros acharem que sou o melhor...
c2bdad0d-e7e1-41b9-9093-6070abbf2dee|Te peguei, babaca! Puta merda, ele está se levantando...
c7c39ef0-b149-4131-91f4-78a92c7de27d|O tratamento Robo-Frank superenergizou minhas partes íntimas. É como se eu pudesse recarregar mais rápido do que antes depois de uma transa. Legal.
ca6fd514-f187-4824-891c-d645194b5d9d|Então eu tenho que fazer algum tipo de... concurso de pênis? Um desfile da região inferior? Deixa pra lá. Só preciso dar um jeito de colocar o rosto do Frank perto de um pinto, de um jeito ou de outro...
cbe4938b-fb31-4650-b239-68c4e18ab69a|Hmm, parece que o Frank está se sentindo melhor. Acho que é bom que ele não esteja morto... né?
ce1a1adf-c8d8-445b-b471-ddfbfb887312|Isso deve ser fácil. Só preciso colocar algumas pessoas na frente do Frank e ver se elas conseguem testemunhar o poder do pinto. Hum... É melhor eu preparar meu discurso primeiro.
d11b8355-32b1-4569-9b81-e739d9ff1ca2|Merda, não consigo assistir!
d1b64bf6-969a-48c2-9ad5-d4976fbb5aed|Acho que o meu não é o escolhido. Vou ter que encontrar um espécime mais imponente para colocar o Frank de joelhos. Hum... Sim.
d1db1302-fbd9-4c55-822e-abaaafa0c8ad|Preciso escapar dessa situação violenta em que me encontro. Preciso defender meu corpo primeiro. Se eu puder dar a ele o que ele merece...
d2c3cf5e-7353-4ee1-8bda-da78238eaa6e|Algo me diz que lutar com o Frank não é a melhor maneira de provar meu valor a ele... Vou precisar de um milagre para voltar às suas boas graças agora.
d337e4b2-c7d8-41fe-a098-598d05534ef3|Ok, já que o Frank voltou ao normal, posso voltar a convencê-lo de que ninguém se importa se você tem coragem ou não.
d54eb3dd-00df-4fc9-8f34-cc06fc83cc03|É melhor esperar antes de mandá-lo dar uma surra no Pat. Posso precisar dele em breve, e... droga, eu precisava daquele palhaço alcoólatra também?
d6b260df-c555-4cba-b7b0-a9119e037d01|Puta merda! Preciso recarregar as energias lá embaixo primeiro... Espero que o Frank fique aqui mais um pouco.
d7cd5711-51bb-4af1-823c-10cf21d66601|Nossa... pelo visto o Frank não gosta que as pessoas fiquem bêbadas!
d7e53a80-dc71-42cf-93b1-b511cc5f4872|Bem, eu não peguei a garrafa térmica da Rachael de volta. Eu poderia ter mentido para o Frank, mas talvez ainda haja um jeito de conseguir...
d9064061-1883-4245-8b63-8358d2e913a4|Parece que o Frank vai me deixar pegar uma garrafa... É melhor eu decidir rápido e ir para bem longe daqui.
d9489f6e-bb4a-415f-8b8d-9524a6793d84|Droga, não tenho dinheiro comigo. Preciso dar um jeito de conseguir 50,00.
e252b996-1d1a-4668-8f2d-4dee4869eea5|Puta merda! Ele quase me matou!
e32d664b-7af3-4dcc-bfc2-12f75fc22426|Droga, ele se virou! Ele com certeza vai ver a Leah entrar pela janela. Preciso chamar a atenção dele de novo.
e42e2122-495c-4891-a30f-f15e48b2718b|Acho que o Derek vai me dar cobertura... mas é melhor eu parar. Não tenho motivo para dobrar a contagem de corpos.
e57221b6-fdb5-4a8c-bcf8-94358a34d0c8|É... de jeito nenhum. Não vou desistir agora. Não depois de ter que aguentar toda essa besteira. Além disso, de que tipo de "vantagens" ele está falando? Isso é tão estranho...
e76f8100-2909-4458-a048-fa4c3d813fe1|Ufa. Ainda estou sem fôlego da minha última aventura sexual... Talvez eu precise de um minuto para recarregar as energias antes que eu e o Frank façamos de novo.
e8000a63-00ba-4a1d-82f6-4110774fba74|...Ele fingiu não ouvir ou algo assim? Talvez esteja ocupado voltando para o seu posto de guarda. Ou para o seu trono. Não importa.
e8997710-be9e-4c33-b3e7-641c507e8345|Merda. Ele não vai se lembrar nem entender nada do que está acontecendo até se recuperar. Por enquanto, é melhor não tentar provar nada a ele sobre... essa coisa toda de pau e bolas.
eae9dd26-9b8d-4e8e-a670-b7b706f3dc2a|Merda, ele não gostou...
ec4ac220-dc38-43c2-8e91-24b6bd987e51|Parece que ele não gosta de ficar nu na frente dos outros. Talvez uma corrida rápida para fora deste quarto me salve se as coisas saírem do controle...
f0476201-d0f9-4da7-8ce1-e0a5239d009d|O Frank está bem puto. Um passe de garrafa grátis provavelmente não é mais uma opção para mim. Merda.
f162e7b1-b8f5-4a4e-84af-4f7e41197622|Merda, ele não gostou...
f5bf94a6-2125-49d5-be38-8c930df2cc30|É melhor eu ir embora com umas garrafas de bebida enquanto posso...
f687a289-bb51-4f0d-a9b2-fbe3d421f7bf|Meu. Deus. Qual foi o sentido de tudo isso? De que outros benefícios ele está falando? Droga, isso é estranho...
fab12cec-4c14-4b5e-b546-830f2052ae82|Ah... Acho que o Frank está ocupado demais para notar a anaconda enorme do Derek...
fac7edf6-f35b-42a9-b9c8-28d7a7602a7a|Argh, deve haver algum jeito de ganhar a confiança dele. Um favor...? Um sacrifício...? Um ato desajeitado de arrependimento? Um bom boquete à moda antiga? Pense, droga, pense!
fb71507d-f30b-40f6-893a-921ff3f7d02c|Parece que o Frank vai me dar uma mamadeira... Melhor me decidir logo e ir para bem longe daqui.

[Background Chatter]
BGC1|Quer entrar na nossa turma? Não bebemos e não comemos glúten. Qual é, cara, temos jaquetas e tudo.
BGC2|Qual é o seu apelido? Me chamam de... Frank, o Socador. Também, Canivete. É...
BGC3|Não vou dar ouvidos a ninguém tentando pegar essa bebida. Exceto talvez aquela Katherine... Gosto do jeito que ela age... só sendo uma vadia com todo mundo... ela é uma safada.
BGC4|Durante minha varredura de segurança na casa, encontrei um cofre no armário da Madison. Exigi o código para poder procurar por álcool, mas ela não gostou. Mas não se preocupe, vou resolver isso de uma forma ou de outra...
BGC5|É, tenho aulas de dança contemporânea no meu tempo livre. A maioria das danças contemporâneas tem os mesmos movimentos da capoeira brasileira e do aikido japonês. Cara, estou aprendendo um método de luta totalmente diferente, se você pensar bem.
BGC6|Eu costumava beber quando era mais novo, mas aí acordei ao lado do Chefe Escoteiro Diego. Foi uma grande virada para mim, porque nunca mais bebi. Também consegui um distintivo de "Garganta Profunda" de tudo...
BGC7|Cara, não tem nada que eu não faça para ver um par de peitos durinhos. Uma vez bati de cabeça em um muro de concreto porque uma garota me disse que eu daria uma olhada nos encantos dela mais tarde. Mas quando cheguei lá, ela já tinha sumido, e eu de alguma forma esqueci a aparência dos meus pais.
BGC8|Não é como se vocês precisassem ficar completamente sóbrios, é só que eu não quero que vocês fiquem muito bêbados experimentando meu novo produto. Venham dar uma olhada... Mas não contem para o Derek.
BGC9|Não é minha culpa que o garoto tenha sido preso. Eu só estou fornecendo. Você não prende o cavaleiro quando o cavalo morre de overdose de uma combinação de cocaína e Alka-Seltzer. Pelo menos, não fizeram isso no caso do meu primo, o Pequeno Corbin.
BGC10|É verdade que a Vickie Vixen está vindo? Ela já chegou? Preciso que ela autografe algumas coisas, mas preciso limpar tudo primeiro. Provavelmente está bem grudento.
BGC11|Derek, preciso dizer, cara, você está com uma cara ótima. Quanto você acha de banco?
BGC12|Ah, eu não uso aquele sistema antigo de prato e peso, cara, eu uso o sistema do ferro-velho.
BGC13|Cara, é o melhor sistema de todos. Moro perto do ferro-velho, e é tipo uma academia de graça, mais ou menos. Estou prestes a instalar uma máquina de lavar velha com DUAS torradeiras.
