[General]
Name|Patrick
2816eccb-2951-4490-8955-7db26b0c579a|É, e ele não sabia como reagir...
28f3ff8f-3315-4dc8-8836-1631b32d66af|Você está pronto para o show da Doja Cat?
29a64df6-5e41-4139-84a0-164c3f283bc1|Eu deveria reservar umas férias.
2aa35d31-80c0-4f05-b82f-b3f252653e2b|Hum... então evite o Frank? Volto antes que você consiga soletrar "masoquismo" para mim. Acho que você não consegue mesmo.
2bae4343-70bd-414d-8f38-cc415ede9ad3|Eu sei. Como um bom idiota, você jogou no lustre, e eu quase quebrei o pescoço tentando pegá-lo!
2c7b513d-7301-4b0b-8f96-dbdda1f9e3cd|Que bom, Patrick.
2c8336f3-fad6-47a2-9fc5-65797207cd0e|Pat, você está demorando muito. Vá direto ao ponto.
2cd35775-887b-4cae-b844-ed58c92b4db0|Maravilhoso!
2d92635f-8fc4-46c2-9615-ef54a25c0842|Bela história, mano.
2de27874-1ae1-446c-b278-b3eaa444f2eb|Então, o que ela quer de você, em relação ao site?
2e3accf5-ee24-4ee9-9f35-c8056953fcab|Ei, já que você está sóbrio, acha que poderia pedir seu celular de volta para a Brittney?
2efe753c-72e7-49d0-a623-1c1306629e4b|Entendo. Eu não gostaria de estar no lugar dela.
2f4677b1-5a3b-48ac-90aa-8c1695b5a9df|Nunca deixe de ser você mesmo, Patrick!
2fa42d92-1f72-4a0b-bccf-0ce99e0e97aa|Eu sabia que podia contar com você, Patrick!
306e12f0-4228-4cd9-a46d-2a75ac7b4024|Bem, eu queria te avisar que... Stephanie queria te parabenizar pela sua sobriedade.
30e7e261-eb3e-4361-a6cb-daf8a987493a|Te vejo mais tarde.
3252d4f8-03a1-4f3c-99c2-22e2514b044e|Você tem alguma ideia do que a Amy gosta?
32ad146b-cbc9-4cb9-9264-798bce356275|Quem é o cara mais legal na sua opinião?
32e41c72-1fc4-4459-838e-20d12ed8a56d|Ei! Sua aldrava não é ruim.
33322a40-57e1-458a-8393-93b2103ff539|Ah, merda. Tá bom.
3332ccc2-a701-4b10-aa34-476a69103258|Não sei se isso é um elogio, mas farei o que puder.
33667d2b-b0ef-461d-b330-ae20f4f6a724|Tá bom.
33829530-0e95-4940-be32-a648ba2cd852|Sim, acho que desapareceu completamente.
33e64205-d94a-42c7-8885-3bdde22dc439|*Aplausos e continuem ouvindo*
34837a1b-aa22-4e72-bb53-64e02b60f801|Hum, por que você não cuida disso então?
34c11e9a-730e-4414-819c-a78067cba491|*Pular*
35d6681d-5d2a-490e-980c-6d0ba63f3ea2|*Ouvir*
3621112f-926d-40e8-9e46-839a6f240b98|*Continuar*
36a3b999-3f4a-486f-a25e-38fb38a337a9|Acho que você vai descobrir.
3804007e-6028-4f91-a3fc-88bb82515abc|Não, eu não visitei.
381fbf48-64f4-49a9-924e-926fa816be08|Obrigado, Pat.
382f1527-47c1-4737-80df-1f270b3a73ed|Obrigado mesmo assim, Patrick.
38e07e66-bb72-4aa5-8a1c-5974dd56cb4d|Quer transar?
3a543b60-1f02-4d7b-8c32-a76c2776d9d6|O que há de errado com vocês dois?
3a71648c-cfb8-4899-844b-6a0cc2a558d8|*Pular*
3b5cb585-2708-4027-a711-e862212b67ec|Você nunca conhecerá o amor de outra pessoa porque você é um parasita de merda!
3d45b8ed-2de3-4d5e-8502-1378c33dfff0|...Nossa, tudo bem. Você realmente conhece seu público. Continue...
3e2afa79-5961-497c-a2d0-dca9a023d39e|Por favor, Patrick, continue. Ouvir seus últimos desejos é o mínimo que podemos fazer.
3e65d6e8-3f74-4408-883c-22eca91c0a22|Hum... Rachael?
3f06efad-fbe6-48ba-afe8-7ddfa2352a33|Tanto faz. Você tem sorte de estar morto.
3f210d96-a2c8-4e99-9a85-4784105ba673|*Pular*
3f55dc82-77f3-40eb-b2ed-0839c0f19b50|Ah, hehe, Madison...
3fa3f061-7225-4935-9b3a-a735c1b2edb4|Policial, você já está no local. Fique aqui para mais instruções.
3fec9481-68e2-46a4-9916-a75ce446d71e|E aí, Patrick, mano, me empresta uma camisinha?
40639474-ddae-4676-8f03-72f129fe2bd1|Acabei de ouvir ela reclamando de como a festa está uma merda. Acho que nós... ou você, não fizemos o suficiente.
40bd350f-7e7f-4ff1-a919-42b832ead412|Crrrsftt Pfftck sfbbriiggtt!
40fadd0d-fdc6-43b5-a106-41fc81c8547c|Ei! Você não pode me julgar! Mamãe me disse que eu sou especial!
42367174-fbc4-4835-a518-07ff236589df|E aí? Já resolveu seu dilema existencial?
426eb125-3cc4-40b0-9bd3-b739a51f1881|Como vai, Patrick? O que você pode me contar de novo? Talvez algo sobre o escritório?
428be970-527a-4555-bb08-b872fb194355|Ok, Patrick.
428fa2ed-2444-436e-a6b6-6c76f9c6bd77|*Continuar*
42a2e126-fb87-4b24-9c29-fe4e98ed1fc9|Bem, ainda posso ficar com aquele frasquinho de e-líquido como dica?
432e728f-7436-44ec-80dd-594d61f4f4d3|Boa cerveja, Pat!
4337a30a-309f-4b8c-b60e-8123b69f758c|*Pular*
4385d03a-b3c4-4445-bf5a-802906c23188|*Fechar*
4579bc34-e45b-4b6c-8917-401c8fb368ec|Merda...
45f22a00-bfd5-4f40-9958-f6f346216479|Hum... talvez não seja o caso, Pat...
4730bdc3-f015-4771-8c22-002aebfd51a5|Informação demais, Patrick. Informação demais.
473904f5-d678-41cb-807c-064170299f9d|Ok... boa sorte.
49042bc2-c4c8-42d3-b720-4e2491af76bb|*Continua, sentindo-se estranho*
491b6431-fc0c-49e8-af66-23d2665b879c|Te aviso se encontrar algum.
49689823-c058-4cbe-a535-c19ccd4578e4|Hum, não. Não vai funcionar, então é melhor eu deixar para lá antes que piore as coisas. Desculpe, Pat.
4c294aa8-bff1-4bb5-8773-803ae5103ddc|Não posso dizer e não vou dizer. Desculpe...
4c6b5a09-1d75-43e0-a51f-6a2621167794|*Pular*
4ca3e043-641c-41b6-8ee1-57c4c5e62a99|De nada, Patrick!
4cae68ec-2dcb-4509-bc2c-df6f6f7cec1b|Dane-se seus neurônios encharcados de álcool!
4cd0e49a-dc69-4252-bf23-60f8fb9f5ebf|Tem certeza de que isso tem algo a ver com a sua empresa de vapes?
4cde9614-873a-44d1-8496-706d3fd4bcb4|Claro, Patrick.
4d7f0f4d-0a1a-472d-9aa9-7972f724d241|Você teria interesse em ser cinegrafista do programa da Doja Cat?
4e0926db-4273-482c-9a25-153675a6a223|O que isso tem a ver?
4e6c2ee5-aafa-4d98-a59a-3bcb70c56e04|Na verdade, eu estava só brincando.
4ea99e48-def0-4a05-abf9-d252683a5e8e|Não estou mais interessado em fazer isso.
4ee87a20-e5a4-482f-89ae-7eb5c6c6fd7d|Hum, tá. É, uma garota chamada Liz Katz acabou de entrar. Ela estava falando sobre algo como um mistério de assassinato...
4f0ebf35-6dba-477e-943a-883fb7bd65e0|Cala a boca, Patrick. Sai da frente.
4f22f98c-f26c-4624-b6cb-89c5b45c052e|Encontrei a Rachael e surgiu uma coisa interessante...
5002ee98-c94e-4f05-91d4-ad7b85ebcb6e|Treinamento em realidade virtual, hein?
501e9c30-bc60-4f5f-a1c9-1edfd88b6d97|Mal posso esperar para ouvir.
5062e15f-e0c5-459d-9e39-3e41ee423310|E aí, Patrick, por acaso você está usando cueca com a bandeira americana?
510baac8-0973-4ee9-85e9-825ad1881e85|Quanto você deve, Patrick?
512f1758-315e-4779-8417-9252cd9d77bb|Ah, hum... perfeito. Pessoalmente, eu transaria de novo!
514f9007-c3d5-4db3-8731-2e92a6982876|Hum... bom saber, Patrick. Vickie, que tal nos apressarmos?
51827b77-8175-4d02-9637-b8c1147113b2|Não sei o que pensar sobre isso.
522cb6cb-811b-4daf-8495-79e1c558d87b|Pat, você ganhou esse prêmio porque literalmente salvou uma vila inteira.
54253942-c8bb-4100-9b71-da55a0e3718f|*Piada bem-sucedida*
5553de7a-68ee-456f-9754-daf354747d38|Não tenho certeza se funciona assim, Patrick.
55de4b37-947c-43f7-a4b9-1b14cddec9cd|Pat, o que é melhor para um homem, um canhão titânico ou gônadas colossais?
568a8792-f266-48c9-8dc4-7562b4ea79bd|Certo, mostrei a revista para a Rachael, mas ela não sabia exatamente como lidar com ela...
5855dfee-060a-4c88-a877-de862e2ecd45|Então você é o idiota que jogou aquele MP3 no lustre?
587142b8-8cad-4b64-95f9-8469b542e8db|E qual é a sua coisa menos favorita?
58d6ee9f-5f6a-49fa-8adb-7bec0490f58a|Você quer dizer... um juiz?
5a32516c-7beb-4c11-b408-59e8bdd13108|Você é um ótimo amigo, Patrick.
5b2207e8-7a79-4d9b-9f62-08091466e4ac|Ok... e agora?
5b8c0967-13f1-4bbb-8d94-06de8d4f7dc1|*Pular*
5c0fd315-3aba-42a6-9e38-07696a169251|Pat, isso está demorando uma eternidade. Vá direto ao ponto.
5c23bb0f-a171-4ae9-8906-5f39d9b524c7|Detesto te dizer isso, Patrick, mas parece que você está morto agora.
5dee5474-95ee-4710-aa22-4af29944fa7d|Você só foi convidado porque sua prima gostosa teve que te convidar.
5df8f113-ebd3-4873-94b2-ece3b5eeb049|*Escute*
5e05c273-c911-4ea9-b6f7-bcda663ace2c|Volto mais tarde.
5e6f8747-7984-4aea-91e8-d68063ea2a82|Legal.
5eb06b4e-848e-4062-ae62-8b828f16e6d5|Sim, meu amigo. Estou pronto.
5f5a0a63-ad85-4f72-a531-0186e71ed37d|*Escute*
5ffed96e-4851-4a83-9739-bba68389cf9f|O que você está planejando fazer?
606d3a0c-c9bf-4406-a2f4-df53efbe293a|Claro! Ela está só esperando um abraço seu!
609f1138-b23e-4684-b259-521bc98b7e58|Clássico Patrick...
610abfa2-99fa-4fa5-b147-a136af3d674f|Hmm, na verdade, me lembre quais são minhas opções...
61515b15-3865-49c6-875e-e1aa6eb885ec|Sabe no que eu não consigo acreditar? Que eu te ouvi até aqui. Vá direto ao ponto, Pat!
61a3d10a-4080-4cd2-9296-9fbed458de98|Ah, vá se foder, Patr...
6307d429-e835-480a-966b-d53ca14cf975|Ok, Patrick.
637ddf06-dd57-4260-9238-bcb1f7fafec0|Ótimo trabalho, Patrick.
63e24a9a-2e67-4aab-8346-f5a8912e7e85|Patrick! Você é a pessoa perfeita para ajudar o Derek a dar uma surra no Frank!
64e2e113-9cd5-4e56-b446-1af368527939|Não, estou brincando. Ele parece indiferente à festa. E a você.
64ed8a0e-5b98-4f47-904d-0ca96020d582|Você não pode escolher não pagar impostos, Patrick.
66613cfa-ba63-4099-a8a4-b091ed3378ff|Bela história, mano.
67501a2e-d2da-489c-a474-583c76f1cd77|Rachael, salve-o!
675b92ba-21ba-4f0a-8b09-5cf79e09097b|É um pouco de remorso que sinto? Não, quem tem tempo para essa besteira?
6898f04b-d86f-4f9c-9856-55ec708208d8|*Continue ouvindo*
68c4c42b-d377-49c1-a19f-521b966d6f62|O que você está fazendo aqui? Você deveria ter filmado Doja Cat e Dinolicious!
68e4a98b-6def-44fe-b0a6-227ddde278e8|Ah, mas, caramba. Sempre tem um. Tá bom. Vou ver se encontro seu telefone.
694f2d9a-6961-47d1-b42e-e1f468a0f55e|Obrigada, Pat.
6a079249-6ca2-4f97-a9af-79990fce082d|Sem problemas, Pat!
6a4bd0f6-a111-4363-b5d9-ab9a6a6cecbd|Venha aqui e me beije, por enquanto.
6b0e1ee6-6c54-4d6e-8e4b-0657404a6b15|Hum... tá bom, continua...
6d0fe61b-8113-4206-9cab-94e4b1669e26|Tá bom, tô ouvindo...
6d40b4b4-f7e2-4d0c-b00e-fd966b13cbec|Pronta pra transar?
6de35dc4-f485-4290-b2eb-edc22b307570|Pat, odeio perguntar isso, mas você e a Madison estão... dormindo juntas?
6df123e7-619c-450b-a8d4-1edace2e9eb7|Quem te matou, Patrick? E por quê?
6e49b5cb-7e3a-40e0-86ad-7217d026a5ec|Falando em interesse... você perdeu o meu. Pule para o final, Patrick.
6e6a9749-68a5-4a68-b89c-209311b8dd92|Talvez seja a hora de você me contar o que há de errado com você e a Rachael.
7056631e-3e12-4a5b-a078-2c0ac89bc205|Feliz Dia dos Namorados!
708de9a0-29ad-4dda-b7ae-f65a6532b1c2|*Continuar*
7119d0d3-fe79-45f8-a9c8-06e655daa596|*Ouvir*
71b5f4de-9fc2-450f-a869-d185c76365f4|O que isso tem a ver?
722d2065-631b-49fc-b9a9-90c1ad80d14f|Nada mais.
727ee851-5800-4a5a-8ab8-23958adeb5ca|É um bom começo, Pat. Continuar...
72ddb54b-91e2-4d5a-b27f-466359be9654|*Continue se sentindo culpado... não, continue*
73b57e08-11a8-4fb7-a2ff-730813a32780|Vamos lá, Patrick, desembucha!
73cb845c-7721-47ad-9297-18d0513b16da|Ok, Pat, estou com você.
7425ffcb-bf56-4d7d-b06c-16fa77bd91bf|Ah, sem problemas, Pat.
747b8370-0a24-473f-9d52-92584a892f50|Obrigado, Pat! O que você acha, Derek?
7545c483-06d5-4735-81e5-ce112e8f8234|Ok, acho que tenho o que precisamos para resolver esse problema musical!
75b22195-7720-470e-a120-841a2ab8af6b|Entendi, mas deve haver outro jeito.
76092b1e-1ac4-48d1-82b8-7ab75b2e17ce|*Pigarreia*
76555ed6-9907-4571-84dc-e51e70b5df3e|Ok, ok... sem matemática.
76dd1b13-28dc-40dd-b939-87a005199766|De nada.
77084917-4fb9-4520-b51d-20c282cef197|Nada, continua!
7778c91f-3d39-4e9c-9bfe-a03715a10b20|Você vai ter que aguentar por enquanto.
779baef6-a365-49fb-bc1e-4a8528da3dcf|É, ele roubou sua garrafa de vinho com certeza! Mostra pra ele!
77cd74cc-0c6d-47ac-a4fa-cbdedc13c922|*Continuar*
77eff7d4-8a07-47ac-8728-68b6eed7dc28|Não, estou brincando. Só de pensar em você parece sugar a vida dela.
77f89bf0-3e93-4b44-bacf-1e1f07720a7f|Alguma ideia de onde a Brittney está?
78838c88-aa2f-42dc-bd74-4f11e512eb5d|*Continuar*
79dfd088-6ff8-408f-b3c6-5c5fa3be2540|É, seria uma pena, né?
7abeecdb-4093-49c5-b80b-1f26ffa6c9d7|Bem, como você conheceu a Madison?
7af2241f-5151-48d7-8edc-defa4e326855|Muito útil, Pat.
7b9ed009-8c00-41c4-ae87-8613e5bc5e0e|Sim, sim, muito charmoso. Agora volte ao trabalho.
7cab403c-438b-4091-ad6a-056874f05ffc|Puta merda, me tira daqui!
7cf79ef3-9a71-4a3a-beb9-d42b7ef8ba72|Como você avaliaria o Frank em uma escala de 1 a "mano da vida"?
7d6a6c16-0dfc-46eb-ad76-9364b8ef4ab6|Vamos transar!
7d873000-28df-47a4-a69b-d42532022a9a|Você está falando muita bobagem, mas eu vou te ajudar.
7df4e4f5-cb0e-42c3-9591-3c9a8df1009d|Espere um minuto, espere um minuto, espere um minuto... Explique-me de novo: o que você precisa?
7e01372a-b74a-48de-8545-4325b23aee69|Beba, amigo!
7e04f6d0-ad14-4654-801f-7e1770b4f571|Você quer dizer algo assim? *dá os analgésicos*
7ef0e60f-2d01-4347-9a45-684debe20776|Hum, sim. Saúde, Pat!
7f1fd23d-4046-4ff7-8a76-83e1f8cb05c4|Hum, não. Definitivamente não.
7f4f381d-d0b3-4d19-bd30-4df8b6cd7b86|Significa se masturbar.
7fb727e1-e660-4dc5-8d1e-463a5e8ef7a1|*Escute*
800203a8-da11-4d7e-9af0-7e714948d5bc|*Escute*
812a8dfb-c673-41e4-a504-2ac6b5fe7f43|Patrick, não é hora para isso.
832ba11a-de3b-407e-8f6d-ab409907f312|Como diabos você esconde a garrafa de vinho do Frank?
834779e3-3198-4979-b1e0-8b19330c26bb|Você é, hum...
844e040d-f946-4c25-a328-9ff047e0bcd8|*Escute*
84af5db3-9bf9-4160-91f5-89dfb2cb77bb|Então você já aprendeu a, hum... ler, e outras coisas básicas?
84d1a06d-38e4-47fc-9691-95ea130e40f8|Essa nem é a versão final.
85529ba4-c1e2-4ae5-9d7c-6abb06863de9|Ele está se mudando...?
855d6069-9e6c-43c3-ad49-c69953915963|Acho que experimentei Deus.
85da9dd7-5981-466c-b386-ed509f822be9|Legal. Siga-me.
860e207f-c371-44e3-b99e-d0f7b1d0647c|Mal posso esperar.
87687fed-dc68-4274-9ff7-558b4baf4750|Então... você convidou um estranho que conheceu no ponto de ônibus?
876d0a2f-5127-4914-a5c2-1071bdb919f8|Hum, é isso... e você também ajudou alguns jovens artistas desconhecidos a fazerem sucesso. E sua empresa de vapes salvou uma vila!
87bb5e78-e0b4-4a87-80a2-88580a64c435|Por favor, não mencione seu pênis.
88316a68-afd1-4c1c-9e2a-2d66b6901fd5|Enganoso. Por que não me gabei antes?!
886b1605-e4be-4c3f-91cf-9965de86eb6a|*Pular*
89174563-f9cf-49a0-962b-446b18126486|Eu não sabia disso.
891f2e9b-9e53-4ba9-ad14-f5302bdbdcb1|Você poderia ter começado com isso...
89d870dd-0383-413a-ab1e-5ea5e94ec01f|Bem... por que seu site se chama "Vigilância do Bairro"?
8aad5d31-a7e3-439c-955b-32a3acc612ee|Nossa. A internet! Que gênio.
8b825960-1d86-44c6-b4d6-7cd47e6cd77d|É, tô dentro. Tira o pinto pra fora.
8bf879e5-7952-4029-a192-bbc81108c41d|Ok, vou ficar aqui um tempo.
8c3e1270-ef68-4a57-ab24-aa65d98818e2|Qual é o sentido, Patrick?
8d7c3bd1-ca27-4b6f-a10b-b785ba7c9e1f|Por favor, beba tudo, meu amigo. Passei por muita coisa para te trazer isso!
8e6b9e0f-7b2a-454b-bb73-de5b48688dff|*Escute*
8eb5f20d-71ac-4899-84a9-10ea974f5bf7|Certo. Tenho certeza de que tudo vai ficar bem.
8f374698-71ae-48ae-8a40-1a74ea651fe5|*Pular*
8fb097ea-c88c-4dda-9d19-acbd74bda60c|Certo, vamos começar, seu babaca nojento!
9097f915-8cef-4e15-bb37-0e02dfa170a4|Você está bêbado, Patrick, ninguém está tentando arrombar seu pau. Espera... o quê?
90f02208-3fe6-4ee6-ad88-ed098bdc83c1|Mantenha o foco, Patty.
915c35dc-34f8-4992-8e7f-1a5dfcc27551|É... aparentemente não sou bom em insultar as pessoas. Bem... e agora?
9177899e-2481-4cb7-bc71-e83464dba46a|*Pular*
91dbf048-3055-41ed-ae04-a42741ff3fe1|Na verdade, não me surpreende. Por mais de um motivo. Mas é uma história realmente ótima, Patrick.
92846865-273c-469e-bbae-309cab08bb07|Agora você foi longe demais, Patrick.
92afc174-ae00-4fb6-adce-93cabb4555ad|Então, a única coisa que Rachel parece odiar mais do que você são as escolhas musicais de Madison.
93214036-2c32-45f8-839b-93fae990eea4|Considerei seu pedido e, sim, Patrick, usarei o cinto.
9379d425-c3be-4313-ad16-8e0cd35afc65|Quer me ajudar a consertar a pia?
93929f5b-0b92-4935-bd48-c8173b0d5033|Chega de clichê, Patrick. Cale a boca e concentre-se.
94ad6a28-197f-4aad-b0b0-bebcdc6498ac|Patrick, preciso que você venha comigo! Não tenho tempo para explicar!
94b98134-13ff-4fb5-98d1-d714e494400c|O que você está escondendo aí?
94f1865e-81d4-4888-9344-d0121fc38fa9|É, seria uma pena, né?
95c9e1d3-4a98-4d28-83ce-f6184a016de3|Droga, não consigo pensar em mais ninguém!
95cf076f-cd28-48e0-adc4-84c193eee633|Ei, Patrick, você poderia assinar minha petição?
966fb2d0-eabe-4c02-9f01-231742f49d2c|Ah-há. Tudo bem, seu covarde.
96ee7760-3f45-4d9a-84ca-3595d22d0502|Você estava procurando por isso? *Mostra a mala para o Patrick*
9720664d-eb97-4dcd-926a-f0fa45d38390|Hum... talvez seja melhor eu cuidar disso. Você pode me explicar o que preciso fazer em outra ocasião?
977eee9a-bba0-4525-8c26-e6cb1bf799c9|*Pular*
97cd6c6a-8097-40ff-b6c5-dabb7439feaf|Última Vontade e Testamento, Patrick...
9815a5fe-0c78-4ea7-a5f4-3fa75e4e3ad8|Na verdade, perdemos um bom tempo com isso...
98cc2a63-5422-4990-b26e-a387965a6576|Nossa. Aproveite sua cerveja, Patrick.
99580c15-34a4-4372-bdc8-96b70794179c|Você sabe que não está me pagando para te ajudar com seu... aparentemente micro-pênis, certo? Deixa pra lá.
99686594-dd77-443c-ae88-ccc7e10b6740|É, hum... não se esqueça que água também é um líquido. Até mais, Pat.
997ae977-fd8f-4d87-b520-022df56acd11|É uma daquelas petições surpresa. Você descobrirá a causa pela qual assinou quando enviarmos os resultados por e-mail.
999956e4-5819-43e5-ba9c-b94e184fdf3b|Achei que deveria te avisar primeiro.
9a736622-4a47-4224-945c-fa20ff227c58|Isso foi profundo, por um segundo.
9aa43264-8f51-4eaa-b202-f1f35a29b668|Entendi perfeitamente, mano. Valeu!
9b1c6873-5fd9-4bc4-a1aa-bf4b5eaec1a6|Ele é um nerd muito bonito, não é?
9ca97f57-7602-4ed9-8e93-5ceeec135343|Eu... uau, hum...
9e2686fe-3c35-429c-a30c-2f8b94dc13c1|Vamos transar! (Sexo Interativo)
9e6e07d0-ab73-4b2b-a821-99a46eb52a93|Hum... está... em algum lugar. Pedi ajuda para algumas pessoas abrirem. O tipo errado de pessoa.
9ea00e3b-6118-4e96-8eb2-8f950148b365|Incline-se para a frente, irmão.
9ed8fd39-f15b-4ac8-93d4-1eac1f8e196f|Éééé... Sem querer ofender, mas acho que vou ficar do lado da Doja.
9f0a5735-5bef-42a8-ada5-89d46f9c7726|O quê...
9f14d90e-41a0-4680-8827-236935d2b77f|Parece que sim, mesmo sem querer. É, acho que sim, amigo.
9f19f83c-6a7c-4bcd-86eb-ba3516ec22a3|Cristo, tudo bem.
9f73daa1-1576-4798-8a0e-7f06f6dbfb0c|Ainda não tive nenhuma ideia.
a07a39fb-3165-402c-9b9c-dc39bbf14713|*Escute*
a08b34c7-993a-43e4-b01a-ed261c0befe3|Essa é a pior história que já ouvi.
a0d175f3-cf9d-4894-877a-9a739790bfa9|Até mais, Pat.
a1fd7cdb-f86d-48e3-9422-a49d3e93397f|VOCÊ não deveria saber como abrir?
a22fb914-1e62-486b-bb44-b4e8c9227b70|Que tipo de empresa você administra?
a2374fcb-f786-494a-a031-731af4344765|Argh... essa não é a estratégia certa, Patrick.
a2a79d67-adff-4ed8-97b3-4100d7aea498|Acho que a Rachael vai gostar dessa nova playlist. O que você acha?
a36aa672-20bf-4103-801f-c4f971d34603|Você sabe por quem a Brittney está a fim? É alguém da festa.
a41915c2-92cf-4b0f-a1b9-b7f4cfc474f0|Vamos fazer um sessenta e nove!
a4bf32e8-b62e-4755-af0a-28aad7f22d91|Ok, obrigado, Patrick. Vou falar com ela sobre o pinguim.
a4ec2b36-ad1d-4252-a69e-747db67b7719|Algo assim.
a501291c-cc2a-43dd-b486-eb95bf09b955|Então você tem um site pornô? Talvez eu tenha algo que te interesse.
a5fdae28-99a9-4c64-9f0a-383cd0a77991|Tenho uma informação nova. A Rachael é uma grande ambientalista, cara.
a609e954-425d-40b3-bb9d-1e4db7e78228|Te vejo mais tarde, amigo.
a650e958-44cd-46fc-8387-9a11c37130ba|Estou muito preocupado com seus outros funcionários... mas enfim, te vejo mais tarde.
a6c0de9c-51c1-4f6f-ad2a-5aa5effa9869|Então você não quer este café irlandês? Então vou passar para outra pessoa...
a6d49b9b-00a2-4f3e-91ba-51159bfb44d3|*Continue ouvindo*
a6f43b00-fc1a-42f1-a0a6-ec026f4d999c|*Ouça*
a7fb606f-904a-43e4-a9a7-bf018c7f2f3d|Espero que você tenha se divertido quando eu me diverti!
a819633e-27ac-4ac3-9945-66ffc892def3|*Pular*
a8ae45f3-bd3e-471e-8647-dda261a6a615|Ei, não fale de mim como se eu não estivesse aqui! Está me ouvindo?
a8c7b184-87b2-48b6-8678-406594a24894|Boa sorte, Pat!
a98d3a19-f218-4604-88f8-4b51b17b7481|Estou dando o meu melhor. E o seu também, já que estou fazendo tudo. Até mais, Patrick.
a9fc96bc-9a4c-4315-9c23-f0bce2991bbd|Ah... as coisas que você me obriga a fazer por você... Tudo bem, tudo bem.
aa09b29f-1a39-4ad7-8226-0a1afa5648bb|E imagino que existam imagens comprometedoras da Rachael. Estou errado?
aa09c258-fdfc-44a0-a4e4-1988a9bf998d|Merda! Estou quase gozando!
aa0eada1-803a-49e5-9fbf-11166424ece6|Vá ajudá-la, Patrick.
aadd7fec-946c-4739-8cf3-9c0fb82a5e80|*Esfregue as mãos e continue*
aaf6470c-6c4d-4d2a-a487-6800491682f9|Te vejo mais tarde, Patrick.
ab7d24b5-1c75-41f2-bb11-c2afe50ca0e9|Queria ter uma autorização para você assinar, mas enfim, vamos lá.
ab90606f-59ac-4c9a-b06c-2899f502af50|*Pare de ouvir*
ac9dcb78-09f7-4c02-9c22-2ce8eb299142|Bem, agora que você me pergunta assim... Eu não sei. Vou ficar com ela por enquanto.
acabd2c5-9a47-427a-9ea3-00680a3f681f|Céus, Patrick, mesmo na morte você não para de falar.
ae2bc9ae-e964-49b6-a042-ff6e5d44ed48|Eehm... Eu não queria. Mas tudo bem, como você quiser!
ae2d9e40-4859-4cc4-8a1d-9c07501aaf4f|É. Agora que você é rico, aposto que nunca mais vai gozar de meia.
ae5f61d7-8f8e-4644-836f-2a4c1ef29bc1|*Pular*
ae91da60-2dc0-4525-97d9-4543f908de70|Parece que você deixou seu celular com a Brittney, mas ela não quer me dar.
afb6bf35-611d-443a-a05e-3a080fddd3ea|Ok. Chegou a hora. Você sabe quem te matou, Patrick?
afdf05ea-2862-4d16-8c9b-c185cac4e0b9|Acho que valeu.
afdf52ad-4c9d-4d8e-a741-f004cf87fbc0|-- NÃO USADO --
afe667f1-6eaf-4817-a2c0-06438118ee6b|Como é que se consegue uma garrafa de vinho com o Frank por perto?
b0063004-d069-4673-ba1f-c6833c435404|Bem, ainda posso ficar com aquela garrafinha de e-líquido como dica?
b0728db4-6269-4348-90ce-74d0f5aa186f|Meu Deus...
b0e9f9dd-bada-4545-8927-382fbd7fd9e6|As seções furtivas são péssimas!
b141d369-a945-4b2b-bfd2-f2d47397ab77|Puta merda...
b2024123-5eb2-4c72-96a9-d1d8bccc23c9|*Escute*
b250da5e-4ae5-47e5-8930-da0743c94bd4|*Vai embora devagar*
b2552e7f-9834-4281-a979-db912a4a55d8|Legal. Volto mais tarde.
b25eccfc-851f-4268-80b7-7efaf1a32b95|*Continuar*
b2717797-58c2-41c5-894b-1f3b1b143b97|*Pular*
b29a86a2-bcb0-45d7-8886-b548005f09a0|O que vem a seguir?
b2e134fb-2156-4d07-b21b-b362bd4217b7|Boa cerveja, amigo.
b3c85625-037c-4541-8a6a-e8b3357e0363|Patrick, tem alguma coisa nesta casa que eu possa usar para fazer uma escultura?
b5e11c07-7c48-4861-81d9-349a987d5a4f|Bem, achei que você deveria saber que vi álcool debaixo do sofá da sala.
b6059934-e01e-4742-ab9f-ff57abb576af|Tire a roupa.
b6dab8c7-09d4-4b5b-ad02-3f64fe06f03e|Apresente-se no mirante, rápido!
b72d1702-a1a3-45c7-b6f0-d707d1944d8d|Eu não queria dizer isso, mas agora não consigo parar de imaginar...
b79becad-e8ab-4da4-b326-2fe7d05aaf37|É, e não estou muito animada com a ideia.
b7beb24a-df4c-46bb-ae90-72379f4ba11f|Não pense que não senti o cheiro da colônia em você. Consigo te ver tentando se apresentável.
b8a6479a-394c-4d9f-aa72-634bd226312f|*Pular*
b9de93c6-f5be-4cc4-83c7-a616064a2e32|Hum, desculpe, Pat. Eu tentei!
ba7a85ec-7dd5-4ebf-bbfa-facbcb800a9c|Você deveria tomar cuidado com o Frank.
baafd2e3-1a87-4c1b-809e-b808dc15230e|Você está falando da Lety?
bb0452ac-7e39-4017-8f7b-4665508e78fc|Missão cumprida!
bb9d0b1e-1a9b-458a-b7c6-2cb912f6a280|*Continue ouvindo...*
bbe69817-aa9a-4fd1-ae70-17b934b0de58|Cara, eu vi o Frank te dar uma surra. O que deu nele?
bc19f7f1-88c9-4bf5-ab0c-b0db70acd9f4|Essa não é uma dica muito sutil, amigo.
