[General]
Name|Leah
7297ad84-01cd-44ba-9f6c-40c332663585|Só de pensar me dá fome.
749a7ec3-fa6e-4f53-a655-10139b964648|Está pronta, Leah?
749c35e1-0ab6-4c93-9f67-89c284ddc7eb|...Esqueça. Frank precisa da sua ajuda para cuidar do álcool.
74b68c91-26d6-4db8-b722-33d7909ef4aa|Argh. Faça o que tiver que fazer...
7515dd6d-7091-47ba-a05b-54352219024a|Me beija. Agora.
7531baaf-884d-4bf0-8d5e-bb6afe788102|Tenho outras coisas para cuidar agora.
75396ae6-0c4e-4edb-8216-aca9b04ee15a|Bem, hum... tá. Tem certeza de que nem quer tentar?
75c38f77-ac70-452b-8b6d-aa4abd88b122|Deite-se de costas e gire os quadris de um lado para o outro. Com vigor! Você não pode negligenciar o que já é um ponto forte!
761931e6-1d1b-4ec7-8d88-72f862e428ab|Por justiça! E POR SEXO!
7642d6d8-e919-4c54-9509-fb3c26410f31|É, eu... acho que vou dizer não para qualquer loucura que você acabou de dizer.
76d3a904-a8e9-4538-bf48-7a634a369f9e|A força vem do centro. Essa é uma pergunta básica, aluno!
77c97caa-1572-43c0-9529-7a78e503e650|E quem você vai chamar? Os Caçadores de Esperma! *Canta a música tema enquanto corre para salvar a vida*
785bcdd0-ce8b-4c84-8d13-956042ef86fe|Obrigado mesmo assim.
78d50c94-aed7-4955-8624-2648cedd8652|Mestre, posso beber agora?
790147e3-bcbf-468e-be0b-0b9efd3908f9|Merda!
790a9568-0492-443c-8549-7a066337b845|Você está indo muito bem, Leah.
798cc59c-8cae-4092-ba39-1fe3ed0282b7|Tarde demais!
79a882d7-92c3-4608-b888-2c2dacc9fdc4|Arigato.
79d2c6cc-38cf-4434-a8f9-c41c5e727b9e|Sexo é um bom exercício. Pense nisso como um treino extra.
7b0c40d0-6fe5-4750-90e5-18843617d0b2|Eu, hum... Estou um pouco ocupado agora... MFMFFFRRFMMMRRR!!
7be6f12a-3076-4db0-bc9d-66ca76988e3b|Merda.
7d0d6829-632a-435c-81c9-92e38edb6320|E foi assim que nasceu o código da Leah.
7da9ccd5-6131-46f1-839b-1e8ea41aeb52|Por aqui.
7e9e0349-6ec9-42bc-adbc-fc64dbd56a85|Ai, ai, ai, você tem veneno na cara toda!
7f00c795-d7af-4199-a56d-63844ff2240e|Quer ser o chefe de segurança da Doja Cat?
7f132aff-eb88-4379-a357-d0cf1d8e9d08|Merda...
7f899401-2f98-4a97-ac59-5e37c194e1a8|Sim, *respire* mestre. Só preciso *respirar* por um segundo.
80484fcd-6656-4d62-9bb3-40673a1ee7a3|Hum... Dou muitas voltas no grande oval da mais central das escolas de ensino médio...
81821896-1de6-4247-af19-04c03dd37023|*Continua*
81a67aad-4927-44c4-838a-d5473dba92fd|Eeeeehm... meu coração me diz para responder "ao meu pênis". Mas meu cérebro... está com problemas.
822d0378-50d1-4ae1-814f-356791ffa320|*Pular*
82a63406-f7bb-4ef4-a9b1-78b23983508a|Te vejo em alguns segundos. Agora. Em algumas horas.
83205233-7e95-4ad2-93fb-e481492b26ef|Você sabe alguma coisa sobre a Amy?
83343301-4509-431f-bc9c-8e96382d3b44|Valeu a pena!
835a9b56-ff64-4461-8911-e3d6404654f8|Argh. Que pena para mim. Peço desculpas.
8428cfc5-0290-49be-99e2-55f918fda1ac|Tem uma cobra solta!
84da2c55-dc7f-420c-bff6-07bb5173edd8|Puta merda, você pintou o rosto com essa tinta spray?
84fc4ef1-e02f-4856-97ff-148b005f7535|Seu desejo é uma ordem, mestre.
85d2d081-e758-4c31-8168-1d63fc85f1e0|Siga-me.
86d8428c-c231-4262-bea0-f88c42c3041f|Ok, estou pronto.
879dce1a-bf3c-4c56-b1be-f8a1bcefa2c6|*Escute*
8804a7bb-fade-4353-bd3d-f900ae0dda2e|Por Deus e pela pátria!
8808fc33-1536-4300-bc23-862f48af07ba|YYAAAAAHHHHH!
88092689-24d1-4d5f-a957-3001433297d8|As coisas vão ficar bem complicadas se não encontrarmos aquele desgraçado!
88c0c048-a611-4016-81c8-1beff727e192|Me dá um segundo! Tenho algo importante para resolver. Ok, Vickie?
89f6aa3a-70d1-4f2a-99f1-32b6cf752525|Um psicopata, é isso.
8addb018-81bb-4759-87a3-4cdc3b0a2006|Ok, vou descer. Droga.
8b145323-8487-4151-b29c-0111c6566ae1|Muito obrigada!
8b9bbedc-c5be-4449-b0a8-fe731691bd1f|Parece justo.
8c4d48ca-8f3e-4500-b76f-733e16254b79|Leah, você tem que se segurar. Lembre-se do código! Olhe para a luz!
8d666f28-514c-4dc4-87b5-e27f55897686|Que bom que você está gostando do show.
8d8d640a-908d-4b00-89d4-8b338a6023c4|Preciso agir imediatamente! Não quero ser engolido... bem, não por uma cobra.
8fbd40d5-c282-4eed-aba1-a269976ea45f|*Ouvir*
8fe7a6f7-d1bf-4c70-9d39-13606c180df9|*Pular*
90428c1e-57eb-4019-8fa5-27272aaa7ec8|Pensei em te surpreender...
90d7a6b6-f7fe-4670-a980-93b636cb8c83|Desculpa! ...Droga.
9261fda8-f263-42ad-8031-9a8a7e054709|Você quer dar... para um louco?
93757319-1aa2-414e-b905-0721408167c5|*Continuar*
93c384de-c8a5-4a1e-8159-cf4eb694cdda|Caramba, funcionou!
94428510-95f9-4f86-9340-105e40b4241f|Ah, bom... que bom!
961aaaeb-d4e2-4b2f-b689-6f90d2fe60e6|O Frank foi embora. Te incomoda se começarmos a beber agora?
964e0958-6ab2-40c9-a1a7-2589b2ad355a|Mmm, eu sempre quis dar um tapa em uma celebridade...
96711b68-37bc-44d3-b818-90cf23b67bc3|Ok, acho que encontrei nossa lanterna!
974d56b9-87aa-42b4-9ff7-ca3492973cf3|Na verdade não... Puta merda...
98215f10-5cb5-4523-b62d-f7b205f8fb3c|Ok, ok. Meu Deus!
9853a2e7-b0b5-459d-94f6-047df8dedd45|Meu Deus, que festa.
992fa833-d6cb-4b31-bf00-d396a36a9665|Não pensei que ouviria você inventando desculpas para não fazer nada, mas... Não importa.
993dbee2-ac8e-458e-aba2-5ffdcbd3e264|Certo. Então vamos logo encontrar essa cobra!
99530627-0055-45ed-8389-d5f4e57ac0d1|Posso pensar em outra atividade que te faz gostar duas vezes mais e te faz suar tanto quanto. *Piscadela*
9a49d71a-69c4-4317-b81f-88efab4b8015|Leah, a cobra... você arrasa!
9b75f0a2-abe3-45ac-b6e7-87e13bd19dc4|POOOTEEEEERE ILLLIMIITAAATOOOO!
9b930143-ddc4-4a20-be9f-3581d034a35b|Uau! Ok, vou anotar. Espera... desculpa, pode repetir a parte sobre o Frank?
9c14f9d4-ffd2-4811-8c33-de85245311da|Estou quase... quase lá!
9c5fe58f-b200-40e4-9c00-dd3919f0e8ca|Ah, entendi, ela só não fazia ideia de que ele era um... senpai? Desculpa, sensei.
9cdb3345-e1bc-472f-9c37-9685c536ba1d|É mais uma situação de "fuga do quarto da Ashley".
9d5461fa-b160-4313-8720-03c505e44759|MINHA. ANACONDA. NÃO... argh, foda-se.
9d8deb57-5757-4953-b37c-d0d4b4ce98c4|Ok, bom... te vejo mais tarde.
9d922c68-61d4-4348-9334-5525561d0458|Ok, acho que não vamos receber uma resposta dele.
9df5e085-a90e-4f3d-89c0-cc591c0706a8|O que você quer dizer?
9e004590-0c05-4432-a669-001c7cd07bc8|Você pode me dizer se prefere pênis grandes ou bolas grandes?
9e7eaf67-b6a0-4370-bc11-577b465ecbd8|Ok, vamos trabalhar.
9ed21320-c67f-434f-8006-4cc8ae8c237b|SIM, PORRA! *COMEÇA A TIRAR A ROUPA* SEU ZIP DE MERDA...
9fb6b8a3-d1c3-4805-afb2-50f1250fccb7|Ainda acho que a katana é um instrumento de destruição...
9fefcea2-431a-44c7-bb5d-a043c631fc84|É, parece cada vez mais que tem um assassino entre nós. Não tenho dúvidas.
a07b6cd7-8e10-41cb-9531-30a76ef39cae|Vamos lá fora! Sigam-me!
a091b9cb-8255-4116-b381-f15e06a1ab7e|Até mais, Leah.
a142dee9-3057-4122-aaba-45ab851df0b0|Espere, por que não podemos usar seu telefone?
a2071f41-81e4-4f18-a508-58d034630a21|Como assim?
a2948f8a-9d25-4c25-8e66-2b84dbf68a6c|Sim! Aqui e agora?
a29b3f4b-f7ce-45e1-83a7-cbbbd220f1f9|Princípios são importantes, especialmente quando se trata de fezes.
a301c319-0e8f-4c00-92fa-d9ace1bfcd9d|Chega de conversa. Vou ver o que posso fazer.
a31e44f9-b95f-4288-8d53-54e32a6a0d4b|Então, não ao "Sr. Bolas Grandes"? Certo.
a3793253-da63-4c34-a893-c073dd8ebd61|Porra, sim! Isso é... você é incrível! Não pare.
a4210fe1-f8e6-43a6-b1b9-7d33dfeb89d2|*PARECE ENVERGONHADAMENTE COMEMORAR ESTA VIOLÊNCIA*
a4edf537-32d5-4a83-b818-27e7aedd40bf|Preciso me familiarizar com todos os aspectos das suas fraquezas. Vire-se e incline-se para a frente.
a596a9dc-c5a3-403e-916b-0ca202327471|Não, não, não! Vou ligar para o Frank...
a5e7135b-27ac-4c07-a881-b28918deec2f|Eu diria que é bem óbvio que ele está negligenciando a segurança desta festa.
a740ba7b-de19-47a8-a314-367f7f7d76f7|Não! Sempre há espaço para sonhos! Que se dane!
a859b0d0-cf4a-46a0-a6c0-686f42a3f838|Feliz Dia dos Namorados!
a8739efa-6914-4d20-8582-7aaec36440b9|Vamos esquecer... tudo isso e encontrar um lugar para dançar. Ao som da música!
aad9b717-08a6-4d4d-87d9-cb07830a167d|Que pessoa estúpida eu sou. O que eu estava pensando...?
ab959a2a-21a4-4126-a518-dd7fee914e95|*Continuar*
abd35045-0994-4f02-98f6-3cc45cfe5397|Por que você não "tira" a roupa? Hehe.
ac949d1c-147c-422c-bce5-d4144d604e6f|Supere seus limites, pois somos nossos maiores inimigos.
ace689ca-ef0c-40b9-8656-642f74601db1|Como você conheceu todas essas pessoas?
ad5acd34-3531-4faa-9641-f4543d7c1db5|Encontrei quem você procurava, minha senhora.
ad69b456-1f5c-4375-b8bf-8e63913aca05|*Continuar*
ae7adb8e-c160-48ef-9bf0-60b678a73a52|Bem, sim, você realmente acertou em cheio.
af15d825-70ae-482c-baea-1531a88846cf|Deixei cair no chuveiro enquanto tirava fotos.
af26186d-754a-4360-8543-8c0813206eb7|Ok, ok!
af79b745-0088-4373-9e91-8927e4e8fbea|Você não acha que está inventando joguinhos mentais demais?
afd6b2e9-3a36-405f-80df-868ed37c8390|Bem, vamos lá!
b0181559-d155-4bec-bbdc-e946fc898f4f|Sua atitude é um insulto ao seu sensei! Prostre-se como, hum... o estudante insolente que você é!
b0d70c7a-e33c-4f50-80c4-44f962f2fa44|Vamos trabalhar!
b0f49fef-fae4-43d8-bda1-401d4053d965|*Continua*
b16fc045-bfc6-4e67-9537-842cebe94bab|Ok, eu cuido disso!
b1f8e36f-8623-46a0-89c6-b46feba36ffa|*Continua*
b1ff166a-6859-4914-b65a-2dd34672861b|...vida de merda.
b216e930-a92a-454c-ad73-b4959a22a6cc|Hum... Acho que você acertou em cheio. Espera... Sensei Frank?
b23e74e4-0cf0-48d4-b325-bb0d32536eb5|Falando daquela espada...
b243669e-b051-4d7c-bb14-4c83334741fb|Eu também tenho uma demonstração para fazer... o quão rápido eu consigo correr!
b2c97660-6f52-4829-bc80-4cffa4420a9d|Não temos dúvidas sobre isso... no entanto, sobre aquela katana...
b307e2c2-ded1-465f-921c-359d4bbf6aaf|Na verdade, sim. É perfeitamente crível.
b3435bc6-0b9b-48db-b560-61aa359f1f4e|Nossa, obrigado pelo treino! Você é um bom treinador!
b3cdac05-6678-4330-8ce2-d736dfea86d6|É o segundo número na minha discagem rápida, logo depois da minha pizzaria favorita.
b41b900c-2196-4502-9045-ceadcabb79ac|Droga, tudo bem!
b4fd2f09-6c56-49b3-9a7e-7fa4526267f7|Droga... ei, pare de sonhar!
b55ebd2e-8367-402b-92d4-653c5997c618|Em algum lugar do outro lado do jardim. Vamos até ele.
b5ce7ae4-dfef-4525-bafb-e2429dd6d515|Hum, espera. Mudei de ideia. Mamãe e papai pagaram caro pelos meus dentes, e eu sou fraco demais para lutar com o Frank...
b61ff92c-c947-49fa-9fcd-46311b517787|*Continuar*
b65b60de-efc7-435a-9663-6c1a68dbe481|O quê...?
b7269889-59b2-43bc-971f-7309f09b7b83|Eles vão cantar histórias da nossa vitória.
b753d3b4-98b5-4596-9e91-dbeacf749181|Só para constar, essa coisa enrugada está em perfeitas condições! Novíssimo... tipo!
b77e318f-205a-42b3-a67f-d985c9e11fa3|Não, não posso revelar meus segredos. Nunca se sabe quem será seu próximo oponente um dia.
b8a3ab3d-d0b8-4b94-a28e-1d6ce0180165|Já resolvi o mistério! Nada de grave aqui, e muito menos uma cobra.
b8e6428f-9a84-43ff-9e73-5dbf79654820|Alguém cagou no micro-ondas!
b9df4401-1eba-4c4d-95cb-b80a40a1c855|Todos nós queremos que o Derek tire a camisa, e ele só fará isso se houver assinaturas suficientes nesta petição.
ba380fae-5cd2-4b08-857e-8e1795060823|O que é isso, o que é isso?!
bbc915af-73d3-463d-afc2-498f4bb2511a|Eu reconheço esse privilégio. E esticarei meus braços para trás para atingir a velocidade máxima.
bd9fbdd2-c66a-4f08-959a-9619fd1f775b|Deixe-me tentar...
be6690e4-3b06-4b35-9d87-2bab6fe22571|Bem, se você insiste...
bef2b3a2-5c68-4920-adb8-1ba50d5b27eb|*Continuar*
bf01269e-22da-48e9-8b86-a1632633f348|Acredite, eu conheço o Frank muito bem. Ele não terá problemas.
c0ae31d7-aec4-4e1c-85b2-0dabe98c191d|Eu não quero morrer virgem!
c0eca483-7bd0-4eec-8174-2184d2e21a56|Estou com você por enquanto.
c2db26e3-ae2f-49bc-98eb-d9bfdc896b6f|Na verdade, eu trouxe o Frank aqui para que ele pudesse se desculpar com você.
c3aaaa1d-d4ec-4996-ade8-90ecb5797f2e|Então, qual é a sua história?
c47029d3-1aed-4b89-811e-af97ee991885|Ei, EU SOU, rápido! Super rápido em tudo... mas não nisso. PORRA!
c55d637e-f135-4c23-b4ee-11a62dbe602f|Te vejo mais tarde, Leah.
c8380b74-8b8a-4850-bf39-35b4843afc1a|Alguém está querendo sangue hoje à noite... e esse alguém tem umas PRESAS de verdade.
c8ac1cc7-e631-46ea-a495-0016545791b0|Puta merda!
c8ce0387-db66-4aa3-9d64-1acba172c1b7|Estou pronto! Vamos perseguir esse desgraçado até os confins da Terra! ...Ou pelo menos, até os limites da propriedade.
c976cc9a-5d3e-494e-8dfa-59f66669eb78|Puta merda, você está pelado!
c9f2725b-ad9f-4b44-964b-c5a397c093e1|É... não seria ruim. Ei, vamos continuar procurando por aquela cobra!
ca422961-40ea-4d0a-9541-52b6a782fdc0|Alguma ideia de onde devemos procurar por essa cobra?
ca839ee2-cb8d-455c-bd49-14fc1f8774ac|Ei, você parecia o Frank... que merda!
cad38166-60c6-4acd-9d5c-219f91a2a28a|Que p... que merda!
cb0c658a-c7f1-4df2-b1b1-0978be726384|Estou ouvindo...
cb9c2de2-5d6c-4b77-abf0-cbe799301f17|*Encerrar sessão*
cc456951-62bb-4364-b195-b302bf613fb2|Parece um plano brilhante!
cca61945-7e3c-4f62-9e75-dae371877cfe|Você não tem o telefone do Patrick, tem?
ce6d7491-3a9d-4410-9d8c-99fc171dd016|Na verdade, talvez eu tenha exagerado em algumas partes dessa afirmação. Tipo... o fato de eu ter lutado...
cf6741b8-44ee-4fad-827b-d148e7a815e0|É hora de caçar essa cobra. Qual é o próximo passo?
d05e4d12-6918-4b2b-95df-dc3f207f6556|Sim, proteína! Quer dizer... proteína nunca é suficiente. *TIRA AS CALÇAS* Acontece que eu tenho uma fonte de proteína bem aqui...
d097aaa8-e29b-4ac6-81ee-fa6442b5e8a5|Não é dever de um aprendiz melhorar e superar seu mestre? Frank é fraco, prove isso pegando a cobra.
d0bf24be-6773-454f-a1e2-daae41d2d93a|Sim. Estou treinando há muito tempo para este momento.
d1fce1a7-7a8c-4d93-9386-b5c046444b52|Vamos lá para cima. Provavelmente é o melhor lugar para procurar, hum... ninjas chupadores de rola.
d29a2fd6-480f-4597-8b14-5edcccd726b5|Meus braços não estão flácidos...
d2bc875e-6033-4e61-b6db-0e4ee0f6962b|Ok, droga... obrigado pela informação.
d471fb77-821c-4f80-a813-9679039704d8|Pegamos você, cobra... espere...
d511e737-a3e4-442d-838e-63fa9b2091ab|Como posso ter medo com alguém como você lutando ao meu lado?
d518ab6d-66a8-4b54-bfcc-c2334d5feeb3|Encontrei algo que você deveria ver. Há uma espada presa na cerca, logo depois do mirante.
d5de6c1a-5bb6-41c8-97f8-fb4f4bebab29|Sua lealdade não tem limites.
d6875d2d-6bb4-4363-862a-b0288d2d5b8b|...Eu peidei.
d6aad8ed-6492-48c2-80b7-271bfe8fa270|Hum... Eu... o quê, você não sabia?
d6b4e421-e108-416d-ae35-198fd1c38fa6|É... enfim, você pode me dar suas credenciais para que eu possa mostrar ao Derek um vídeo sobre como consertar uma pia?
d7a18f87-c556-4428-b213-f2813db99e42|Eu não quero morrer virgem!
d7e7c966-c024-42b4-b6cd-4e34bdf4c305|É uma boa ideia se aquecer antes de uma atividade extenuante. Mãos para cima, depois para baixo... não pare até tocar os dedos dos pés!
d9341919-60f2-41e4-a28f-b10d3debef66|Direto ao ponto. Obrigado, maestro.
da6c85d0-398e-46c7-acb4-b4005ccb68e5|Recebido com clareza e clareza.
dd6923cc-67f4-4e5a-8b40-4f9cede2d69f|Eu, hum... Estou um pouco ocupado agora... MFMFFFRRFMMMRRR!! (Sexo Interativo)
de028809-fdad-47ea-b292-0b7cb6af5ecc|Leah, recupere o juízo!
dea33080-66ae-4a78-a6bc-ebdd057ba4f3|É o cheiro das secreções do sucesso que você sente! É um cheiro pungente! MEU DEUS!
df8eb9b4-a40b-4a08-9274-ee15fdc0e2e0|Aposto que você gosta de malhar.
e024ff3c-eb9f-47c9-980b-a95634fa9c04|Você passou por muita coisa esta noite. Só queríamos te ajudar a liberar a tensão.
e0cfc622-c9ef-4a37-9ea6-df9346cb61f9|Nunca vi tanto remorso na minha vida...
e19859e3-0c98-4fc1-991d-6018d0dd4e4b|Isso é um privilégio e tanto e um absoluto... espera... o quê?!
e20b89d1-3ba9-438a-9443-979a74d27c55|Você precisa se treinar para ser mais ágil e aprender a se adaptar. Mostre-me como seu corpo pode mudar de uma forma para a oposta.
e287feaa-4192-411a-8edc-91678bab9d54|Gosto do seu jeito de pensar. E seu... aham. Estou deitado no chão, mestre! (Sexo Interativo)
e436ba7d-fcac-4e53-8765-e8012481384b|Ah. Merda. Eu tinha certeza de que daria certo...
e44d669d-7c2b-499a-9101-11982436055f|Não posso dizer mais nada...
e56557d4-0aae-4592-911c-8cd78d0a1854|Sh... 
e56fdd57-8446-4991-a31f-5a625de6b2d4|*Continuar*
e61a8684-0230-47ec-9393-005eafb1fa00|Vou mandar o Frank lá embaixo enquanto você o distrai!
e69ecdfc-13d4-4d82-a67f-5885c71f11c0|Esqueci de ligar para minha mãe. Podemos deixar isso para depois?
e6ec093f-0f8d-41df-aa7a-c402b9c3e986|Precisamos bolar um plano!
e707de46-3a4c-4814-bb3f-95379b36fcd0|*Você sorri maldosamente, soltando uma risadinha sem graça*
e8af08ae-66ce-4c25-b74e-3095968eb9db|Ok, acho que encontrei nossa lanterna!
e9617b96-a848-47a8-a87a-ad07ea03347e|E daí? É só sacudir um saco de comida de cobra e ela rasteja até a gente! Certo?
ea20d5bc-fff7-4bf1-93a6-af8aac7b74ca|É, e ela se move. Eu, hum... nem vi.
ea3b8b7e-6388-4263-a46a-7ce1e47cd1e0|*Gulp*
eaac6350-1b3f-4cd9-96fe-e84c788164cd|Mistérios como, por que o Patrick está usando uma camisa havaiana?
ebd0e5f3-ca38-41d7-9eb8-ae5e79af2861|Siga-me.
ec251747-0329-4b1a-b20f-e63515b9835a|Mulheres fortes me intimidam, ok?
ec7a8dc6-9b8f-4e7b-9c26-5a7823eafcc8|Dê-me seu conhecimento, senhora das trevas.
ec7b1070-956a-41f0-a12a-cee8bd4174af|Que bunda incrível... glúteos. A força vem dos glúteos.
ed04b0ce-3f63-4748-b8bd-7ea80abc8703|Um ótimo professor é um eterno aluno. Estou pronto para sua demonstração...
ee8cae06-e297-457a-a84a-adaad54efc5e|Alguém cagou no micro-ondas! ...De novo!
ef6afa99-d30b-4283-ab7a-740c236002c2|Talvez eu devesse pedir para alguém dar uma olhada na espada para verificar sua autenticidade.
f0092c91-9b57-4f2f-a4c8-91504b358940|Você sabe por quem a Brittney está apaixonada?
f052e013-3165-4813-a893-f269f5b7b920|O papel coadjuvante provavelmente combina mais comigo na vida.
f06ab3ce-7cbc-48cf-99e9-0b30bad20be0|Ok. Ok! Vou ser mais rápida com a lanterna!
f120f4d8-adeb-49f3-aafc-1ec84da3bd15|Não. Ainda não tive o prazer de conhecer esse "Sensei Frank"!
f38bb066-36bc-4ec9-9699-fd58eeeb9e61|O que você quer dizer?
f3aad4d4-0d18-47ff-9552-9145fcc7a7db|Sobre aquele presente...
f3aea0bc-641f-43e7-a2aa-34448fb02e92|Ah, merda... desculpe, não consegui me conter mais... Desculpe!
f3e29d73-ca12-4092-ae00-185eea8e507c|Bem, vamos fazer o nosso melhor... Eeeehiii Frank!
f5c37d7c-5927-4c98-a006-df7305eed122|*Escute*
f60ceaf0-80a1-4b2e-a121-4fbf3d9f38e8|Ops! Desculpe!
f610903f-e8b8-40fa-99b5-380eee961dff|Estou suando pra caramba, então vou me secar. E talvez ver o que todo mundo está dizendo. Mas já volto!
f67d0977-adc2-4432-9d97-41400c298ffc|Nossa, parece interessante.
f72cb8eb-2ee4-4c49-bd28-9b272cab9fca|Leah, ainda temos que pegar aquela cobra.
f7c78eaa-4481-47f3-8777-11b873c672a0|Hum, tá.
f9f27979-0403-4b4c-8b7f-da8bff84d0ba|Não podemos vencer!
fbce04d5-6416-438c-9047-f3f1851e8d4f|Te vejo na garagem quando estiver pronto.
fc352eff-46be-4b89-a496-6148b1b6400c|Ótimo.
fc67c213-bad0-4675-af33-51c800690472|M-mas... alguém, hum... cagou no micro-ondas!
fcab56a7-247a-49e0-852e-85ea0a90f54c|Sim... na vida real.
fd90ad0a-eda8-4c72-a962-4bf36736de22|Pobre Frank...
fda33bb2-bf17-4a53-a8e2-c162aff91728|Espero que não chegue a esse ponto.
ff06e8f7-af55-4721-bc57-1b87ede11e72|Leah, isso é demais. Vou livrar o mundo da sua maldade, aqui e agora!
ff7ab474-fa34-4f2b-8609-0be3e7a0a497|O homem, o mito, o babaca... hum... sim, estou com você!
ff9cab57-5831-4b25-8c45-a2392ed7a8b9|Sim... abra-se para o lado negro...
ffc9820f-a412-4782-95a8-84ca02d9f2c2|Merda!

[Quests]
9939b774-0dc6-47be-8518-296638df8028|...Ele transa como uma abelha?
9939b774-0dc6-47be-8518-296638df8028Description|Mostre à Leah que você consegue flutuar como uma borboleta e mentir como um político. E faça aquela coisa de abelha também.
9939b774-0dc6-47be-8518-296638df8028CompletedDetails|
9939b774-0dc6-47be-8518-296638df8028FailedDetails|
b4ccc5d8-ad20-488c-b53c-799712a0ca40|Causando um tumulto
b4ccc5d8-ad20-488c-b53c-799712a0ca40Description|Ashley está escondendo algo que não quer que ninguém veja. Segredos não são divertidos... ou são?
b4ccc5d8-ad20-488c-b53c-799712a0ca40CompletedDetails|
b4ccc5d8-ad20-488c-b53c-799712a0ca40FailedDetails|
ea4c29cf-9935-4fe8-b42a-51d8b0f15e2b|Cobra na grama
ea4c29cf-9935-4fe8-b42a-51d8b0f15e2bDescription|Você libertou uma criatura de suas algemas, e agora todos na festa estão em perigo! Você precisará de ajuda para restaurar a paz nesta noite.
ea4c29cf-9935-4fe8-b42a-51d8b0f15e2bCompletedDetails|
ea4c29cf-9935-4fe8-b42a-51d8b0f15e2bFailedDetails|
dcb8128c-333c-487e-b45f-2e80e084e5d8|Luz Guia
dcb8128c-333c-487e-b45f-2e80e084e5d8Description|Leah não sairá para caçar nas sombras sem algo para iluminar o caminho.
dcb8128c-333c-487e-b45f-2e80e084e5d8CompletedDetails|
dcb8128c-333c-487e-b45f-2e80e084e5d8FailedDetails|
7e8bd4e4-8d22-46d4-b8ca-d8e06b3c93c0|Código quebrado
7e8bd4e4-8d22-46d4-b8ca-d8e06b3c93c0Description|A tutela de Frank está levando Leah ao limite. Você vai levá-la ao limite ou ajudá-la a manter a sanidade?
7e8bd4e4-8d22-46d4-b8ca-d8e06b3c93c0CompletedDetails|
7e8bd4e4-8d22-46d4-b8ca-d8e06b3c93c0FailedDetails|

[Events]
d640f7d1-a120-47fd-acdf-fb7f81feabab|Ok, só preciso dizer as coisas certas para manter o Frank ocupado tempo suficiente para a Leah se aproximar furtivamente por trás dele.
8a783a1b-0274-479c-aef8-7dd497c48483|O tom exigente da Leah assusta sua libido e a faz agir!
f4e07b2e-36b5-4c7c-975d-daa923f52fd8|Ele está prestes a gozar... ele tem que continuar!
08a23d6d-4656-423d-ba8c-3e233287c11f|Estou tão perto... Não consigo... oohhh, porra!
e5c48744-d202-4482-9dd1-a1a99cc7b62f|Estou tão perto... Não consigo... tem um cone!
c3bd497c-66a0-4512-ab59-706d931a5785|Ela está tão perto que eu deveria tirá-la!
49099c3b-14cf-446c-a174-dd95eae812ce|Acho que preciso me dar bem com a Leah primeiro.
282ee64f-2ced-493e-9dd5-1546b049520e|E isso faz três convidados surpresa. É melhor eu avisar o Derek que estamos prontos para o grande show.
a9ea77f5-cf08-4355-aa2b-1cda6fa8d638|Não tenho certeza se o Frank consegue nos ouvir... Eu deveria tentar aproximá-la um pouco mais dele.
fff23fea-7df3-4028-8f01-5cf6e1f51d2b|Bem, não sei se... ah. Ele está se levantando! Deve ser toda a adrenalina que sobrou da nossa caça às cobras. Falando nisso... porra, nós o perdemos!
0178153d-0e36-40e2-88e1-00894b77788b|Caramba! Acho que posso dizer que a Leah não vai ajudar muito esta noite...
12f6b5d9-c888-4513-bdb1-b6df3dded0e3|Acho que ela está inconsciente. Bons sonhos e tudo mais...
c59e5a98-8915-49b2-af22-4d7adb805fd8|Preciso ficar completamente nua para a Leah. Ordens do Mestre!
1d455ee1-179b-4a74-b5d4-88c0d0e35eab|Ei, e eu? É... é, talvez eu fique de boca fechada por enquanto.
887af881-07fd-4ee2-807f-e7acbc646f36|A Leah está superfocada em encontrar essa cobra... É melhor eu fazer o mesmo, por enquanto.
f4c733b1-c58c-4dd4-b3b0-de5b4f81ff9c|Parece que a Leah está atrás da Lety...
b4cd08c1-0bd8-4384-9d3e-fbeeca99daff|Parece que a Leah ainda está resolvendo as coisas com o Frank. Preciso falar com ela em breve.
dbb2cbb8-3114-4940-bd5e-71bd44a285f3|Legal, então o álcool está suspenso hoje à noite? Ufa, que festa de merda vai ser essa.
f7c6dcbf-17c1-4e7e-910d-f18299c6a0f8|Então... uma festa sem álcool. Patrocinada por alguém conhecido como "sensei". Em que porra eu me meti?
4dabcb61-3e74-4031-8a9b-fa371953d79c|Merda, é melhor eu tentar ensinar... alguma coisa a ela. Ou pelo menos desafiá-la? Se eu errar ou prejudicá-la, ela vai perceber e me roubar. Mas ela me parabenizou... talvez haja espaço para um vínculo entre aluno e professor se eu fizer isso?
681bd60e-1b53-46b4-9235-d72e39f3d046|Legal. Eu sou um babaca astuto. Não tem como dar errado!
b3aa2a65-e41c-4a79-8737-0912e4563405|Isso... é tão idiota. Ela vai me matar. Certo.
1d61a3c4-a797-4e5b-9192-c3e636adf7cd|Ok, baseado nessa expressão... um pouco demais?
364b833a-d679-4eb3-8a52-55e67c22f44d|Meu Deus, acabei de repetir algo que vi em um infomercial? Da TV a cabo? Espero que ela me mate agora.
c8a7d7f3-7090-4906-9950-caf2857ce8c5|Parece bom. Eu vi em um mangá uma vez. Ela deve ter sorte, eu até a notei. Espera, é verdade?
