[General]
Name|Madison
4f983f60-e5b4-45c9-9547-6f428fe57325|Sou amigo da Brittney. Ela me convidou para levar uma camisa para ela.
a8bb4c46-4b1c-4088-a230-6c5ebdd17323|Não, e isso também não é da sua conta.
49a9dabb-2df6-4549-999f-9b57cfd767e4|Sem problemas. Eu entendo.
b223ef8e-3e03-49b5-8962-86feb5b95d74|Bem, obrigada por deixar as coisas estranhas desde o começo!
ac011214-fc1a-49a2-b38b-fb0d1c1d1302|É tão fofo que você se importe tanto com seus amigos.
4ad591ca-7114-4a2d-a07b-93a8cd2f7f9a|Sua roupa está bombando.
84e2ae1c-ede7-43c8-a22a-2eae8100c3d2|Bem, a noite começou muito bem.
d3c53dc4-0e7a-4200-97cd-d5673f6b8a8d|Falo com você mais tarde, Madison.
86215c95-7133-4ea3-8c78-7b29f24da6bf|Te vejo em Madison.
3787a41e-b729-4547-91b4-49eb0ebd8df5|Espero que sim!
ac8ff395-5b43-4fdd-b6e1-e609725acbd6|Até mais.
afff4312-e3af-4635-ac6f-b9c3db6642f0|*Ouvir*
7654939e-c46e-4f01-b21a-4e027ecdfcff|*Ouvir*
5b69c902-f739-454d-8fff-741f9a73ceb7|*Fechar*
2f176ef2-965e-4816-9daf-999bd9afc163|Claro, Madison.
7b244b55-3d2f-4ab9-8071-1172bb676904|*Pegadinha bem-sucedida!*
377056d0-cc72-48db-99d3-7a468483afa3|...Que loja na esquina vende sacos de pintos? Nossa. Merda. Ela está muito chateada...
724f0783-2073-4dd3-b252-7f6fefa8d6bc|...nós somos os bandidos?
e0caa688-34c1-4f41-a908-54421a5399e6|Ok...
2de930d4-4913-46bf-890d-ae4a84ce102d|Ok, Madison.
2439f7e9-c37a-478f-8264-fde1e5bfba7e|Ai!
d7699ebe-8adc-4074-9857-9cddae4431cb|...
1a0519ea-e926-40e0-9042-59aa2f69fc80|Acho que tenho exatamente o que ela precisa. Obrigada, Madison.
89a65393-b628-4992-921d-20d56d885c29|Obrigada, Madison.
8b313771-6905-4302-9517-e9696f8b7159|Ai, ai, fomos pegos.
1d727f7d-6a7a-4982-b5cd-c66fa29c242c|Sim, bem... é assim que o biscoito se esfarela.
851f1c36-81bf-4c22-9693-04a7ffcc5b4d|Desculpe, Madison. Isso pode ter sido um pouco ruim.
fab363ec-56f7-4ae0-bb6f-14f08067ce82|*Fechar*
dec0e04c-e653-493b-b927-8f283a5d5589|Desculpe, Mads.
31de7721-0cc7-402b-ad48-2ab1d376eb78|Então, quais são as chances do cúmplice dela ser comido?
a9e5be34-f6a9-47ed-a78a-c2bd9ec225f5|Então, Madison, paus grandes são muito melhores que bolas grandes, certo?
4f7e4e16-e514-4a6a-87d9-68ea5b120812|Você sabe onde está a Brittney?
cddbbe7d-5a8f-4b75-a18c-be464cbdd397|Você ouviu alguma coisa sobre a Amy?
321f79cc-567a-4092-8934-334fc91c6e52|Você ouviu alguma coisa sobre a Brittney ter uma quedinha por alguém na festa?
d34135f5-1a61-4407-b754-83eb3ea4db9b|Você parece estar livre. Você se importaria de me mostrar o lugar ou de irmos para outro lugar?
74d0bae5-d7cc-48a8-a407-aec7af3e50ee|Então... qual era o problema do Frank?
3b339e5c-6b4c-4e11-b925-2be2fbd6a2a8|Então, tem alguma recompensa por devolver o celular dele? Acho que talvez um beijo ou algo assim seja uma boa ideia.
a8faefc2-36d2-4497-9b46-2179a928000f|Sem problemas!
22ff462b-2208-4780-9c54-117ab5b35076|Acho que posso tentar.
4db85836-6cee-447e-a361-2484e9fad168|Não sei. Me conte mais...
1a427b1e-ddcb-4dcb-a0c6-0e6b27784533|Agora é isso, Mads! Sou eu! Como começamos?
93ccf2a9-e729-4cbf-a8fd-257aa4774537|Ei... isso é capaz. Eu acho... droga.
eb36a225-1d81-495f-8d86-702a1fb0a81d|Entendi!
eff98e50-3251-443a-8535-5aa13f1a229b|Eles colocaram cerveja? Que falta de educação.
1345d52c-20b0-4d8f-b2cc-ed799a8acba2|Claro, eu topo!
0e462dbd-3ddb-4f12-9c59-e6876ca7cc43|Ei, estou fazendo o meu melhor!
7ce1941a-4ee9-4909-8681-d238b0d7154d|Sem problemas!
42b326c1-1ee8-42b2-9cd7-2463ac062e5e|Espero que você encontre!
ff2a541f-11e9-4392-b083-1ecae07688b5|Droga!
9c0b8fd8-b41a-410a-a6e9-b76bc8779868|Ok, mas... eu só estava tirando a poeira! Juro!
9a18444e-f4ab-4084-9b76-6ecb1d8b1650|Droga, fomos pegos.
50822ee5-4cd0-4de8-a379-76b3c7bfbf79|Você não acha que isso já foi longe demais?
046e2f29-451e-46c7-93a3-b8dafdb92cc2|Claro, aqui está! Vou ver o que posso fazer para tirá-la do quarto.
02019420-dbd5-4b4b-a170-7e5f9a78b630|O quê? Mas. Espera. Uh. Ah, merda.
7d481b8e-ecb1-4a1f-8666-3be311dab795|Pelo menos alguém aprecia meus esforços...
f9a50960-c872-4a3b-87eb-efe2141c1e23|Fique e você descobrirá. Entendeu? Ficar? Ah, deixa pra lá. Uma multidão grande, eu acho.
de3aa4b8-5d34-4c10-8d31-3a8a7fa92e2e|Ei, não atire no mensageiro!
5f007f28-11a9-43c4-b6d3-0f6545953f24|*Madison parece feliz*
ee9d7199-3004-4df9-b472-0bb20b7286d2|Você tem sorte de ter sido eu quem encontrou isso e não outra pessoa.
44581e2e-afe8-4ac8-9ddd-c2b1e7438373|Não tenha pressa.
2b7d6a39-0222-4978-98cb-4d666f89458b|Não, seu segredo está seguro comigo. Sem problemas.
6dc3c5db-83e9-41f3-8ace-1d32ba1606b8|Não, mas eu mesma os enviei. O que eu faço com eles é com você.
cdade49e-209c-45a4-b424-caf7f6c1f7f4|Vamos encontrar um lugar mais reservado. Mostre o caminho.
97ecbd4c-ca63-4dc7-b495-83e0ed36489d|Acho que você deveria posar para mim.
53ceeb83-a8ac-47be-a919-24d98d5a41a0|Que tal ficar um pouco mais confortável e tirar a blusa?
d41627aa-d92f-4756-b80e-9c1e614f2fc9|Ok, pode tirar esse sutiã agora.
20161245-94a5-49c7-9ca8-15c3b2be4fdc|Essas calças parecem terrivelmente desconfortáveis. Tire-as.
2fdc9b81-d70a-473e-aa93-089456334db6|Ok, acho que está na hora de me livrar dessa calcinha.
dbcfd3e7-fd82-4522-aad2-a59684bc2967|Ok, pode relaxar agora.
b31e875d-8d4d-4080-b0dd-eb542222c53e|Pode vestir o sutiã de novo.
75979f69-7d74-4c2b-96d7-e8388baacdf9|Pode vestir a calça de novo.
08997b3d-d558-431c-9265-a204f528d094|Pode vestir a calcinha de novo.
74b6914f-dc9e-4457-a417-b684bb4f5d28|Pode vestir a camisa novamente.
2345184f-adab-442c-a98f-234bc38ca755|Acho que nosso relacionamento foi além dos sapatos. Tire-os.
f203a4dc-9ed9-445b-92af-480127476b48|Pode vestir os sapatos novamente.
104549d7-cc74-477e-9790-71210110388c|Ok, pode voltar para a festa agora. Avisarei se precisar de você novamente.
e6963835-1e02-4a8b-ad02-e1eb45422bf5|Coloque as mãos atrás da cabeça.
a3c49903-b2ee-4d2d-8dae-da47717a1652|Sente-se no chão e abra as pernas.
2f916ccd-81ad-43bf-bed4-7d50cb6a741f|Curve-se. Quero ver sua bunda.
fa521b79-2528-44f9-9d57-4066e9a8ac05|Mãos atrás das costas. Sem cobertura.
163fb0a3-b5f6-4873-8132-73b94e6daf16|Por que você não se ajoelha?
53ec5fea-90aa-45d2-afab-62a1e3ab284e|Fique de quatro.
3106e7bc-c58a-4e39-b3b9-b0b3a5f76160|Ah... ótimo. Erro meu.
61a0d3bb-9523-43a7-8e2d-b7ba57af4bb8|Ops!
4c8f12f8-6524-4bfd-a18c-bcce9c56049a|Tanto faz-
d49206cc-9498-4fc0-ae2f-894a4f6ab343|Ops?
91f39f9e-524d-4fc4-9459-ae989d5470e8|Assim está melhor.
82f5b16d-9cb3-4399-a760-22fc803f0725|Vamos para o seu quarto então.
4f33e87b-a841-42be-a7ff-35df6f76b578|Perfeito!
8de6e281-c340-4cd4-a1ae-5df6eef74f6d|Ei. É, você está indo muito bem. Continue.
3167ca27-7f2a-4d0d-a623-c2b8e0c34b4a|Com certeza. E não ouse contar a ninguém sobre o nosso "acordo".
ba814df0-5f29-4abe-86cc-4f394a5bdcbc|Ok, ok. Vou ter um pouco de misericórdia. Pode se vestir.
0a6c8938-d89b-4711-bc2c-04902b142db8|Fico feliz em ter alguma compreensão.
c4567a03-136b-4858-9247-480c5058b289|Claro, Madison! Me dê um pouco de sabedoria!
e8afae51-7db8-467f-8982-275b934eff16|Foda-se, não preciso da sua ajuda. Vou fazer isso sozinho.
db245eaf-6eef-4456-aba3-d490a0511d74|Entendi. O que vem a seguir?
b739f03a-3b24-4b98-9ddd-f769d8aa9cbd|Ok, vamos lá.
aac72fc4-203c-4e8a-a4b2-5c25d9d66a21|Claro.
235e1df0-ca64-4e67-a920-9184edad6649|Eu gosto quando você me domina.
0e46869f-db7e-4be1-9008-7b7f3758c5a8|Incrível!
2e7577d9-e4e4-4e44-94cd-22d6a9d53933|Entendi!
e5d4ea11-dd82-434c-8c9d-0acbb593293a|Melhor jogo do mundo!
97600be4-9493-449a-8da4-a54da16b6ac4|Caramba, sério? O melhor jogo do mundo!
56653b8a-7ff9-4220-84d0-66fe6024f54a|Entendido. Vamos ouvir como se joga.
a6f660f2-737c-4fe9-904e-740e5f57d636|Vocês parecem ser ótimos rapazes.
2efa0451-e927-4703-a698-9284e37d42c6|Ok, então...
50d62dcf-abbd-42cf-9fbd-1962cc84a43f|Deixe a Ashley em paz! Deixe-a em paz, deixe-a em paz!
8e201ed5-e88b-47ae-b282-3a063a948684|Sou seu homem. O que você precisa que eu faça?
f5ba4050-1fc6-4ef1-8f21-6cb33b27195d|Parece fácil.
3c532d9e-f8c3-40f9-8839-888697b62924|Caramba, podemos conversar sobre isso?
4edcd6e3-c5b0-4cae-8b96-a20f45bd66bf|É um pedido para esfolar a Ashley e depois colocá-la em cima dela.
950b71fb-a7f6-4d38-957c-3f40c64c42c2|É um pedido para o Derek tirar a camisa.
92e8588c-fce0-49cf-aa5e-d0e06a42b8e9|Caramba... tudo bem.
027f18a1-3c88-4299-b8c4-e0737c45bbb5|Desculpe, meu erro!
b38c9ec3-dab3-471b-a091-317b3ba70277|Perfeito!
f55a3434-a5f8-48cd-8594-7085b50ddff6|Sua calcinha estava saindo da calça e achei que tinha visto o logotipo.
e29f8bca-0dd0-4ee4-861e-85b20ab3215f|Minha irmã era muito fã. Eu reconheço uma quando vejo uma.
efc0de30-6928-4cbe-a34c-bf31c1bf6b72|Foda-se!
30b8e3b7-f78a-4097-be20-63c13ee66f46|Vou avisar minha irmã que ela não é a única na cidade!
fc916ab6-1ade-44ab-90f5-512d6fa380f5|Você acha que eu poderia ficar com aquela calcinha velha? Sabe... para a ciência?
374d42c1-13a3-4650-ad9e-39a1744704f2|Bom saber. Obrigada, Madison!
363415a1-4a11-4289-920f-2c571f2d0b2b|Ops...
5553ba4d-6f19-4123-93c0-dcc9848b05ba|Estou calma.
dbd83f21-0976-4af1-9a48-7b94318fb195|*Continuar lendo*
5e2e33ac-b985-460a-8b75-d33405235ed1|*Fechar diário*
766e537c-6288-4e0c-a004-ace2d53d9bd0|*Fechar diário*
64e23d45-0612-413a-acce-6e621b473291|*Ouvir*
4ef1b9f7-297b-4284-9d2d-7813d6278410|*Ouvir*
88358b20-3828-43f1-9d34-3b63c1ad781d|*Ouvir*
4117d657-0a61-41fd-86fd-4c487d2fef65|*Ouvir*
a0f7f204-5770-4ede-a333-1a746b24012b|*Ouvir*
b4834bd9-a68b-43ac-9340-7ef43c7d689f|Por que não?!
c5d5d87c-e957-442c-a943-1109f012d170|Era só uma brincadeira...
d1002674-3287-40bc-9900-27e9d50ce97a|*Pare de ouvir*
5a56fb0b-a17b-41ec-8419-ad42f6e8c826|Porque eu joguei na pia do banheiro! Preciso guardar!
2c95e3ff-5b67-4dac-bb88-20e772cc108d|Bem, preciso do número dele.
2c296c9c-444f-466e-9b17-7716b5e02370|Quem não confiaria nessa cara? Vamos lá!
d4f38bda-6e78-4387-910f-69594ba78408|Vou consertar, poste aqui!
e300a530-8dfe-4568-99ff-03e21769c5d5|*Ouvir*
350ea8a0-08f6-4080-aefa-1c516138d933|*Ouvir*
58410299-6c4b-46e6-9b22-0b362e5e0d95|Puta merda!
7a4d00ee-5e6c-4839-b70a-163cef996a25|*Ouvir*
5d1300f9-bf04-432e-a3f8-061aaebd0bb1|Merda!
930d176f-a12f-404c-b37f-9333094e3c6e|*Fechar*
9752e82b-ad3d-4865-9462-87744b1b6bc6|*Ouvir*
2b6b86f4-2218-4caf-8ba9-863fb4e11dbd|Madison, relaxa.
1d3f7355-63b1-43d4-bcaa-4e344a9b0a64|Você está prestes a ter o que merece, Madison!
bf5104b0-501d-4b9f-bff5-8101d3ab6c3d|Provavelmente é uma boa ideia.
dc41bb15-99b7-4731-935d-ef19ab104e4a|Desabafe. Agora mesmo!
a68c937f-347f-41a3-9e60-96988e8759dc|Ai, merda!
d8d9d31c-7a2f-48b4-bf24-091bcc00abc9|O que ele disser.
3b6ca40a-7754-4e54-b394-cc1f36703f99|*Não diga nada*
e489dc1f-008b-4497-bfc8-417c9dc44ad4|Você pode dar, mas não pode receber?
3dd64ea8-e543-4190-baf8-3400b7554917|Acredito em você...
9329c6a3-e5b5-4c79-9b7e-d79b0836f445|Certo. Para convidados. Obrigada.
cfe8b145-74d7-4256-8d4d-38d521e1d560|Obrigada por me deixar vir!
ed7a0800-f8bb-4ae5-93db-2477a3b7e390|Ah. Então eu sou uma ideia secundária?
e9518d28-666e-41b0-86c6-d7fa9da148c1|Você está indo muito bem!
2d3298ee-998c-4fa8-b77c-e6d1456f2861|Para ser sincero, esta festa está um pouco fraca.
7add6c8f-8c28-4f1a-88bf-8c01d6f5e97b|É assim que os padeiros continuam marcando pontos!
0ef1b246-20ab-4232-8362-b6df2ef2b86d|Acho que você nunca foi escoteira.
744ffb38-4c6f-495e-804f-e9c810967f4d|Sim, com certeza.
d5f4a328-8f13-444e-a7b1-b9a110799cec|Sim, para conhecermos melhor os genitais um do outro, você quer dizer.
a7a5f2a5-b2e0-47d7-aa79-1030538ea882|Sim, foi mal. Só nervosismo.
72d868ca-06d2-41aa-b45f-cbd41f9dc250|Desculpe, desculpe!
d5c66404-126d-4409-930c-4d31d1a0031e|Animal Celestial? O que é isso?
183bfa2a-c564-465f-bef1-fdd52fa240b9|Tenho tantas, tantas perguntas.
b59e4f63-27d5-4a1d-ba4a-039f0244db76|Não me importo com nada disso.
c206bed4-a2ba-4eea-a5e9-c05053a00a58|Legal... Acho que a justificativa deles para acreditarem nessa bobagem é terem tomado vacinas demais quando crianças.
be7a07e4-f42d-4a5d-bc1b-7ce0426cb560|Quem te ensinou sobre os animais do céu?
1a3e339b-79ee-4df0-ab89-c10b15243639|Qual é o seu animal do céu?
4ce0a33a-4165-4546-9414-b8b3a1cfc83a|Você acha mesmo que isso é bobagem?
bda2b5bc-c9eb-421c-930a-95b9b08c47b6|Acho que ouvi o Derek me chamando. Falo com você depois, Madison.
5635fbee-5501-409b-8c42-182000873c20|Então, o que aconteceu?
a91ddb6e-3bd3-471e-bb41-2e4924d8e478|E ele te ensinou?
a27cfb48-be90-4e64-bf51-67adf91c8d23|Qual é o seu Animal Celestial?
d575374e-0a0c-4f05-b1f8-a6f5b38cd991|Você realmente acha que isso é bobagem?
52c90268-48cf-42bf-9696-e261288be254|Acho que ouvi o Derek me chamando. Falo com você depois, Madison.
82e7fc84-685a-42f7-8683-e546b335c53b|Quem te ensinou sobre Animais Celestiais?
3149460e-37df-4092-9897-51baee821dbe|Você realmente acha que isso é bobagem?
30e8426e-acfb-4c38-97f0-7e02b1849a51|Acho que ouvi o Derek me chamando. Conversamos depois, Madison.
5c275328-430b-4f53-b3bc-b6a5885020a7|Quem te ensinou sobre os Animais Celestiais?
b63a4d25-f0b1-44e0-af16-8a89466f171e|Qual é o seu Animal Celeste?
1834660c-9c52-4753-af8c-71ed5c059972|Acho que ouvi o Derek me chamando. Conversamos depois, Madison.
a73a34d3-5d37-459a-b156-4a305c2851c4|Ok, Madison, ok.
6ccdddfb-71ef-4ac7-b424-6bdd1e4eb2a3|Eu faço isso!
dc5d6fb1-33af-4ed7-8cf4-ca974b672b44|Não, não, estou brincando. Quero saber mais.
c3e86fe2-2d66-4ed4-8fd9-c705cd39d22f|Espera, Madison!
d4273566-33d6-45f6-93cf-228765846505|Não estamos falando sério!
f2a7ecfd-90cf-46cb-bd55-cbc11611a0c4|Vamos, Madison, me deixa entrar.
803c6c12-ec40-499a-b6d1-f4b9d931b347|Madison?
26b7e3dd-e01d-4ed0-a876-4c0c466bc272|Aqui vou eu.
5dafda98-344e-4a9c-b0ee-e29d12b431ba|Uhhh, tá, tá!
39d2f38a-4cc2-46f9-99f0-80e25bed4737|Não foi bem assim, Madison. Estávamos todos tentando te entender melhor.
0b012763-45c0-4f36-a343-eefb5c1e0ed1|Não sei, o que o seu Animal Celestial diz que estou aqui para fazer?
ae0891d6-1970-4d1f-9a44-dddaef86e7cd|Não, por enquanto estou bem. Eu só estava tentando fazer parte do grupo hoje à noite. E se eu ganhasse um Animal Celeste, melhor ainda!
e8e10c93-6050-418a-a0bd-8206fbb8a61b|Madison, desculpa se te chateei, sério, mas essa coisa toda de Animal Celeste... parece meio boba.
7c8edc3b-8bca-4437-8ed8-1d657dd75147|Puta merda...
ed7c3a08-79a5-4c09-9af7-c6c540c1124d|RAWWWRRR EU SOU UM TIGRE DO CÉU AQUI PARA TE FODER COM MEU PAU CÓSMICO!
e04df868-7881-4184-81bc-b07bcc9be94e|Desculpe se te chateei, sério, mas essa coisa toda de Animal Celeste é meio boba.
288966a3-f810-4f51-9b97-ea12706fa0ef|Agora você se colocou numa situação idiota porque as pessoas acham que você é superficial!
77a58b04-115e-4174-b130-af749f9d8474|Ok! Mas você não precisa ir tão longe para as pessoas notarem e gostarem de você.
68d074fc-443e-42ab-aff4-d33b025dcccc|Apenas seja você. As pessoas realmente gostam de você.
f7ba3d71-9a23-42cb-8945-51cb24cd2c51|Waaahhhh, as pessoas não gostam de mim, wahhhhh. Supera isso. Madison
03a64f34-26f3-42ac-be2b-bef8f1857b25|Legal. Então... você vai me comer agora que fui legal com você, certo?
4b600ae4-7611-4344-be2e-dfb8b962bc12|É isso que todos nós estamos tentando fazer. Todo mundo no planeta está tentando se entender. Vai acontecer.
996b37b4-2f90-4520-85b0-8c0c118b5d44|Hum, tá.
5639e9db-66c9-4476-bc86-f2e499b562e6|É. Loucura. Com certeza, loucura.
ac3a497d-1ddd-4cd7-9036-f2af43ae10ab|Ei, isso parece muito bom! Obrigada!
dd24c1a5-6f0d-4407-8a0a-ecb676ef1371|Seja você mesmo. As pessoas realmente gostam de você.
cd83a55a-9762-4d64-844b-c79d533d174d|Waaahhhh, as pessoas não gostam de mim, wahhhhh. Supere isso. Madison
d37f0d9e-4396-4c1e-91c9-0fccfe3420f9|Boa conversa.
7428caac-a96d-4b61-a03e-26cb6cb7faa1|Claro que sim!!
db699e9a-de71-4fb5-82b4-5a5b67ebe514|Amy
8e621200-9166-40f0-8352-bb9a082e501b|Ashley
b3e45dd8-5c9a-4371-bc06-574bbb3cedfd|Derek
0b8811d3-3c0f-4d18-aa9d-67b0c3e33b24|Frank
6918a63f-3330-44bb-ad27-71f19b35f144|Katherine
c97b6ede-c01f-40fb-bcbe-d0849c780628|Patrick
ea65bdc1-d5ec-443e-946c-42b918eacaca|Rachael
030dedd5-3f6c-484a-a36f-5df4d9008220|Stephanie
0e4a4efb-53b7-4794-abc8-d378334f6fbc|Vickie
07a7e839-979b-456a-9cf8-a4cf14947af0|Brittney
1657311e-7266-4cea-951b-e5bc89b662f1|Ah, deixa pra lá.
2d04161f-00ed-407f-a1b6-685e054e841b|Encontrei aqui.
c1cc0e80-4426-4374-a447-cebf133ce4f0|Vou ver o que posso fazer!
2aca0f6c-10bb-4201-ac3a-97a563734e85|Do que você está falando?
bb0d12c4-bfae-4504-996d-605ba266cd1b|Ainda estou confuso.
3f354034-b16e-481b-9864-7343d6cc3e7a|É possível!
bc97c6ef-4fee-42ea-8d06-87469275c51e|Ei, eu estou fazendo o trabalho aqui!
304f70b2-2841-4756-90ae-83e622b0fe05|Ei, pelo menos alguém vai se divertir.
4f8801f7-6bd2-4708-9444-18cdb779ad5f|É, você deveria dividir a riqueza!
c8f92f96-dee1-415e-a792-4a1ee403cee4|Madame Moonshine?
1fb5502c-ca0c-415a-b1b4-16285cd34ad3|Combinado!
dc670612-0413-4d37-96df-d540a7af0774|Madame Moonshine?
7fefc7e7-939c-495a-b6a5-f81a40b61419|Combinado!
4c9867ad-502f-4886-bdd1-7d6b4ab55239|Vou pegar mais cervejas para manter a moça satisfeita.
33457abd-e164-49af-bd05-4f1966c32118|Pode deixar, Mads.
6c94862a-b2c3-41d9-bbdb-4dc5ef9cda53|Por que você está falando assim?
3504cb0c-b2f4-45d1-a362-2c0e1a4cb386|Você está parecendo a Madame Moonshine de novo...
3b9c07e9-ec3f-4d2a-92f9-4b3ae4123f15|Acho que "portas de celeiro" é uma autoavaliação bem sombria da situação deles lá embaixo... eh, deixa pra lá. Tudo bem, Madison?
252fdd74-9f9b-4cf8-9037-3373a803a166|Você não andou distribuindo essas cervejas, andou?
4956964c-c564-44df-a9f3-8a204898c792|Eu também consigo ver onde isso vai dar...
65cb65a9-599b-4684-a25d-f053a6d9233f|Tem certeza de que não está bêbado demais para isso?
7304038c-fb28-4bae-8737-3f0e6d1d9c27|Sim,
db1150e3-1f5d-4301-bd2a-498089960d9f|Simplesmente lindo.
44c75a63-2c23-4d03-889b-d72da2ea3839|Entendi.
6509732f-568e-44f8-8ffc-08f5b6c70ef4|Faz todo o sentido...
6a6dbfa7-b99c-4ad9-b56d-3e731c7919be|*Escute*
740b6a72-fa68-47e2-a0fb-ac2edf353f5b|Madison, cuidado!
b40e2da1-ba9a-4eaf-913b-3b816e3a7781|Ok, se você tem certeza.
738e9762-d429-4471-ba1e-e3ad9eef6325|Parece bom.
47ed5e60-a63b-432d-85a2-1b44c973e9b7|Para onde estou indo?
8f23e22b-2e59-416a-a1fc-6b53f30f3307|Porra!
90e10e47-2d2d-43c9-8337-82b70c813407|Justo.
82fa6f5c-9ea7-46e1-b1df-f8e99ead6e10|Desculpas, senhora.
704fe247-52dc-48dc-90d8-453f4fd8612b|Droga!
6bf7e7b7-3f4f-4eb4-b5bb-b7a54c50179f|Você é o cara!
fad6074b-08db-4493-94d6-b02515553f25|... O quê?
3a5b3350-7b25-4926-b52d-fc05f58b007d|Nossa, você é tão individualista!
ad202465-6cec-4f2d-b0ad-efca06a14332|Você parece um idiota.
a16ca0bd-6a17-496e-9c9b-17801dbbb479|Não falamos sobre deixar de lado toda essa mentira falsa e simplesmente ser... você?
233338fe-a2a2-4513-9bf8-ae19e36bfad5|Bem, a mamãe sempre disse que eu era especial...
d73ac3dd-3f01-4d71-b4ea-4d3cba577be6|Por favor, não corte minha cabeça.
8227672d-0ac2-4c51-976a-783616bb5fe0|SOU VOLUNTÁRIA COMO TRIBUTO.
52b2e7d2-a8d9-4d07-a3f0-695cca0496bb|Ah, e você quer que seja eu?
830e0d2f-6127-41c7-b369-c0dfd18182ae|*CONTINUA*
bffa3141-4f49-4b85-a8c0-baa0fc80ccb3|Claro que sim!
c25231dd-f15b-469d-aa98-62460ae16930|De jeito nenhum, não preciso de um bando de hipsters me olhando de boca aberta.
f7d5f1f7-60c3-4d0d-8696-44a268f7acdc|Por favor, não me transforme em luminária...
3e1617af-d130-41dd-9258-05aa7a90195d|Espero royalties!
c5bd06a7-dcae-446e-be59-d9abe5ee481c|Claro, o que posso fazer?
14043ff2-82d6-4914-a027-b9538f05c49b|Não, já terminei de ajudá-lo.
9461a25c-dcb0-4b8e-a4c6-024e5daa6cf5|Pare... Eu entendi!
eacb4768-ef6d-46dc-9fd4-aa402c859de6|Pffftt, você quer!
934524d2-0aa3-4d85-8e26-6bd863192aa6|Tanto faz, Madison.
25db5b2d-aa26-468c-9d36-050efebce027|Certo...
b9789a6d-3078-4daa-a02d-9393b6dcd1cb|Porra, cadê meu pai? Continuar...
b7d6140b-9085-4a85-9ed8-fe6060315443|*FECHAR*
19bcdc35-7259-4a3c-a10a-9e616d92ac67|'Foi um momento de fraqueza depois de falar com a Ashley, desculpe. Se a sua visão artística for parecida com o que vejo agora, eu topo!
394dcfd6-c6e5-4d64-83ae-47b49beb5aa4|Ah... isso. Não quero entrar nesse complexo de fraternidade e inferioridade que está rolando...
6cc82e75-ce57-4705-b695-f341fe50e3d7|Porque eu sou um cara de base e estou no vermelho, obviamente. Então, você ainda está molhado ou não?
52a2573c-9f6d-45c3-ad9d-3e94436ac4f7|Se eu estivesse mais maravilhado, seria um subreddit.
7b53c37d-7a08-46de-8020-e52eafc11c97|Parece ótimo!
e8987070-c38e-4480-9ef2-def9367fcebe|Isso se intensificou rapidamente.
732dc9fc-6b53-4dfe-a424-3c89817b6492|Você tem que vir para o dormitório comigo.
a6e1c07f-41de-4e27-8c10-cafb64509103|Nossa.
b8903e83-a435-4c05-b822-0190c3e51997|Hum, é.
babf2c11-d629-4109-b7f8-b936e948ebf8|*SEM SABER*
97c72c02-8d1e-42f1-b61b-cca58eab290d|Exatamente.
86d209c2-abef-4760-9603-cf359a732bbc|Sim, o que você tem?
9cf29d9b-fe4a-4621-baac-164a251e0b85|*CONTINUAR*
ee469a76-c46b-42cf-b819-c616670d1374|*CONTINUAR*
edfcf3f8-eab2-4f78-8918-0d1d985bea31|Com certeza você consegue.
7082d2c6-6ba6-4768-a88f-a995ee713c34|Pode deixar!
7ef4dd27-c314-4d30-99f5-88183cf0d8de|Ok, estou trabalhando nisso.
850a0f9f-eec2-4427-a016-d12fcd4fd096|Sim, claro!
ba39872d-1bcc-407f-aeec-f86e56670871|Droga! Estava no meu caminho... eu acho.
95426c90-7901-4da0-b206-52eda7fcd9d9|Então, você já descobriu os animais do céu para todos aqui hoje à noite?
996c40db-8396-439c-b043-5ec8d51cca87|Um... que animal?
bd0efec4-9241-4480-9265-6433635ec56e|Meu corpo perfeito é mais importante.
f3fad449-6305-4395-8291-36124d954d76|Vamos ouvir.
16d89b69-8077-47d2-a254-feb8f1bd4e3f|Claro que sim!
aa0295d0-2b27-4e44-b71a-8aaa0a9d2401|Tenho um pouco de medo de palco...
7415d3dd-c781-4174-b353-e363b720e4b3|Só nervosismo aqui. Não ouse olhar para mim!
52afbabb-0b04-4f5d-87e4-fef28d185118|Você verá meu trovão denso e se alegrará!
bdd44fba-b516-4146-8308-6de38c9717f6|Não estou ajudando com o medo... ele murchará como uma videira!
a640b062-2a29-4b13-af1e-25b5cd4677e2|Você verá minha grandeza e se alegrará.
891004c8-4913-47cc-a024-c010d1d17fcc|Bem... Vou ser rápido.
18478191-5aa4-456d-a6e7-3f33e41027b0|Alto e claro.
0d74902d-788c-456f-bb5f-a76f18fe57d3|*CONTINUE*
c7f738a9-db77-4669-b099-a6d51e26debb|Ok, somos profissionais.
acbe9a55-c4d7-425a-abf6-75e7d78d3975|Entendido, é isso!
5cc69af4-af46-4e18-bf5f-6ae3eb9d9447|Hã... que diabos?
80c035e2-a495-4eef-af9c-fafdb1190a3c|Certo, entendi.
2cf862c2-7701-4f92-b307-fa60b7e994f6|Meu corpo está pronto.
8791d4c3-318d-457f-932e-fe87fa50a9cf|*Deite-se... majestosamente*
e1f397c3-6343-4674-bce6-2c5e723bfe6b|*Ajoelhe-se e rasteje como um plebeu*
71d62c5c-8866-4cca-91a3-ff5222e9d130|*Recupere o fôlego... majestosamente*
efc637fc-b986-44fa-adf9-8d348b758d30|O que isso significa?
